,playerID,yearID,votedBy,ballots,needed,votes,inducted,category,needed_note
1128,hartnga01,1951,BBWAA,172.0,129.0,58.0,N,Player,
1129,cronijo01,1951,BBWAA,172.0,129.0,45.0,N,Player,
1130,schalra01,1951,BBWAA,172.0,129.0,38.0,N,Player,
1131,bendech01,1951,BBWAA,172.0,129.0,36.0,N,Player,
1132,youngro01,1951,BBWAA,172.0,129.0,35.0,N,Player,
1133,careyma01,1951,BBWAA,172.0,129.0,28.0,N,Player,
1134,lazzeto01,1951,BBWAA,172.0,129.0,28.0,N,Player,
1135,gowdyha01,1951,BBWAA,172.0,129.0,27.0,N,Player,
1136,gomezle01,1951,BBWAA,172.0,129.0,24.0,N,Player,
1137,roushed01,1951,BBWAA,172.0,129.0,22.0,N,Player,
1138,wilsoha01,1951,BBWAA,172.0,129.0,22.0,N,Player,
1139,martipe01,1951,BBWAA,172.0,129.0,20.0,N,Player,
1140,wheatza01,1951,BBWAA,172.0,129.0,20.0,N,Player,
1141,kleinch01,1951,BBWAA,172.0,129.0,16.0,N,Player,
1142,hoytwa01,1951,BBWAA,172.0,129.0,14.0,N,Player,
1143,odoulle01,1951,BBWAA,172.0,129.0,14.0,N,Player,
1144,adamsba01,1951,BBWAA,172.0,129.0,13.0,N,Player,
1145,bancrda01,1951,BBWAA,172.0,129.0,10.0,N,Player,
1146,grimmch01,1951,BBWAA,172.0,129.0,10.0,N,Player,
1147,harribu01,1951,BBWAA,172.0,129.0,10.0,N,Manager,
1148,ruffire01,1951,BBWAA,172.0,129.0,10.0,N,Player,
1149,bakerfr01,1951,BBWAA,172.0,129.0,9.0,N,Player,
1150,cuyleki01,1951,BBWAA,172.0,129.0,9.0,N,Player,
1151,faberre01,1951,BBWAA,172.0,129.0,9.0,N,Player,
1152,mckecbi01,1951,BBWAA,172.0,129.0,9.0,N,Manager,
1153,stengca01,1951,BBWAA,172.0,129.0,9.0,N,Manager,
1154,willicy01,1951,BBWAA,172.0,129.0,8.0,N,Player,
1155,bottoji01,1951,BBWAA,172.0,129.0,7.0,N,Player,
1156,rolfere01,1951,BBWAA,172.0,129.0,7.0,N,Player,
1157,grimebu01,1951,BBWAA,172.0,129.0,6.0,N,Player,
1158,rixeyep01,1951,BBWAA,172.0,129.0,6.0,N,Player,
1159,woodjo02,1951,BBWAA,172.0,129.0,6.0,N,Player,
1160,fletcar01,1951,BBWAA,172.0,129.0,5.0,N,Player,
1161,jackstr01,1951,BBWAA,172.0,129.0,5.0,N,Player,
1162,nehfar01,1951,BBWAA,172.0,129.0,5.0,N,Player,
1163,schacal01,1951,BBWAA,172.0,129.0,5.0,N,Player,
1164,southbi01,1951,BBWAA,172.0,129.0,5.0,N,Player,
1165,dykesji01,1951,BBWAA,172.0,129.0,4.0,N,Player,
1166,hackst01,1951,BBWAA,172.0,129.0,4.0,N,Player,
1167,hoopeha01,1951,BBWAA,172.0,129.0,4.0,N,Player,
1168,kerrdi01,1951,BBWAA,172.0,129.0,4.0,N,Player,
1169,lombaer01,1951,BBWAA,172.0,129.0,4.0,N,Player,
1170,marquru01,1951,BBWAA,172.0,129.0,4.0,N,Player,
1171,mcinnst01,1951,BBWAA,172.0,129.0,4.0,N,Player,
1172,oneilst01,1951,BBWAA,172.0,129.0,4.0,N,Player,
1173,lewisdu01,1951,BBWAA,172.0,129.0,3.0,N,Player,
1174,mageesh01,1951,BBWAA,172.0,129.0,3.0,N,Player,
1175,scottev01,1951,BBWAA,172.0,129.0,3.0,N,Player,
1176,selkige01,1951,BBWAA,172.0,129.0,3.0,N,Player,
1177,wilsoji01,1951,BBWAA,172.0,129.0,3.0,N,Player,
1178,bartedi01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1179,chandsp01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1180,coombja01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1181,coopewi01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1182,daubeja01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1183,derripa01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1184,ehmkeho01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1185,gelbech01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1186,hafeych01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1187,hardeme01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1188,hermaba01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1189,higgipi01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1190,jordati01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1191,mccarjo99,1951,BBWAA,172.0,129.0,2.0,N,Manager,
1192,milancl01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1193,paigesa01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1194,pruethu01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1195,ricesa01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1196,rommeed01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1197,rudoldi01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1198,ruelmu01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1199,sherdbi01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1200,wanerll01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1201,wrighgl01,1951,BBWAA,172.0,129.0,2.0,N,Player,
1202,heilmha01,1952,BBWAA,181.0,136.0,204.0,Y,Player,
1203,wanerpa01,1952,BBWAA,181.0,136.0,196.0,Y,Player,
1204,terrybi01,1952,BBWAA,181.0,136.0,156.0,N,Player,
1205,deandi01,1952,BBWAA,181.0,136.0,153.0,N,Player,
1206,simmoal01,1952,BBWAA,181.0,136.0,142.0,N,Player,
1207,dickebi01,1952,BBWAA,181.0,136.0,140.0,N,Player,
1208,maranra01,1952,BBWAA,181.0,136.0,134.0,N,Player,
1209,vanceda01,1952,BBWAA,181.0,136.0,106.0,N,Player,
1210,lyonste01,1952,BBWAA,181.0,136.0,102.0,N,Player,
1211,hartnga01,1952,BBWAA,181.0,136.0,78.0,N,Player,
1212,greenha01,1952,BBWAA,181.0,136.0,76.0,N,Player,
1213,bendech01,1952,BBWAA,181.0,136.0,71.0,N,Player,
1214,cronijo01,1952,BBWAA,181.0,136.0,49.0,N,Player,
1215,schalra01,1952,BBWAA,181.0,136.0,45.0,N,Player,
1216,careyma01,1952,BBWAA,181.0,136.0,37.0,N,Player,
1217,gowdyha01,1952,BBWAA,181.0,136.0,35.0,N,Player,
1218,youngro01,1952,BBWAA,181.0,136.0,35.0,N,Player,
1219,martipe01,1952,BBWAA,181.0,136.0,32.0,N,Player,
1220,wheatza01,1952,BBWAA,181.0,136.0,31.0,N,Player,
1221,gomezle01,1952,BBWAA,181.0,136.0,30.0,N,Player,
1222,lazzeto01,1952,BBWAA,181.0,136.0,30.0,N,Player,
1223,stengca01,1952,BBWAA,181.0,136.0,28.0,N,Manager,
1224,roushed01,1952,BBWAA,181.0,136.0,25.0,N,Player,
1225,wilsoha01,1952,BBWAA,181.0,136.0,22.0,N,Player,
1226,kleinch01,1952,BBWAA,181.0,136.0,20.0,N,Player,
1227,odoulle01,1952,BBWAA,181.0,136.0,20.0,N,Player,
1228,harribu01,1952,BBWAA,181.0,136.0,13.0,N,Manager,
1229,hoytwa01,1952,BBWAA,181.0,136.0,13.0,N,Player,
1230,bancrda01,1952,BBWAA,181.0,136.0,12.0,N,Player,
1231,lewisdu01,1952,BBWAA,181.0,136.0,12.0,N,Player,
1232,cuyleki01,1952,BBWAA,181.0,136.0,11.0,N,Player,
1233,hardeme01,1952,BBWAA,181.0,136.0,11.0,N,Player,
1234,oneilst01,1952,BBWAA,181.0,136.0,11.0,N,Player,
1235,ruffire01,1952,BBWAA,181.0,136.0,11.0,N,Player,
1236,adamsba01,1952,BBWAA,181.0,136.0,10.0,N,Player,
1237,faberre01,1952,BBWAA,181.0,136.0,10.0,N,Player,
1238,grimebu01,1952,BBWAA,181.0,136.0,10.0,N,Player,
1239,kerrdi01,1952,BBWAA,181.0,136.0,10.0,N,Player,
1240,marquru01,1952,BBWAA,181.0,136.0,10.0,N,Player,
1241,bottoji01,1952,BBWAA,181.0,136.0,8.0,N,Player,
1242,wilsoji01,1952,BBWAA,181.0,136.0,8.0,N,Player,
1243,grimmch01,1952,BBWAA,181.0,136.0,7.0,N,Player,
1244,dykesji01,1952,BBWAA,181.0,136.0,6.0,N,Player,
1245,henrito01,1952,BBWAA,181.0,136.0,5.0,N,Player,
1246,rolfere01,1952,BBWAA,181.0,136.0,5.0,N,Player,
1247,scottev01,1952,BBWAA,181.0,136.0,5.0,N,Player,
1248,willicy01,1952,BBWAA,181.0,136.0,5.0,N,Player,
1249,hermaba01,1952,BBWAA,181.0,136.0,4.0,N,Player,
1250,nehfar01,1952,BBWAA,181.0,136.0,4.0,N,Player,
1251,rixeyep01,1952,BBWAA,181.0,136.0,4.0,N,Player,
1252,waltebu01,1952,BBWAA,181.0,136.0,4.0,N,Player,
1253,averiea01,1952,BBWAA,181.0,136.0,3.0,N,Player,
1254,coopewi01,1952,BBWAA,181.0,136.0,3.0,N,Player,
1255,lopezal01,1952,BBWAA,181.0,136.0,3.0,N,Manager,
1256,peckiro01,1952,BBWAA,181.0,136.0,3.0,N,Player,
1257,rommeed01,1952,BBWAA,181.0,136.0,3.0,N,Player,
1258,wanerll01,1952,BBWAA,181.0,136.0,3.0,N,Player,
1259,chapmbe01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1260,combsea01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1261,crosefr01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1262,durocle01,1952,BBWAA,181.0,136.0,2.0,N,Manager,
1263,ehmkeho01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1264,gonzami01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1265,hafeych01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1266,jackstr01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1267,luquedo01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1268,meusebo01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1269,milancl01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1270,pruethu01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1271,ricesa01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1272,ruelmu01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1273,selkige01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1274,southbi01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1275,werbebi01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1276,wrighgl01,1952,BBWAA,181.0,136.0,2.0,N,Player,
1277,deandi01,1953,BBWAA,215.0,161.0,210.0,Y,Player,
1278,simmoal01,1953,BBWAA,215.0,161.0,200.0,Y,Player,
1279,terrybi01,1953,BBWAA,215.0,161.0,192.0,N,Player,
1280,dickebi01,1953,BBWAA,215.0,161.0,180.0,N,Player,
1281,maranra01,1953,BBWAA,215.0,161.0,165.0,N,Player,
1282,vanceda01,1953,BBWAA,215.0,161.0,151.0,N,Player,
1283,lyonste01,1953,BBWAA,215.0,161.0,140.0,N,Player,
1284,dimagjo01,1953,BBWAA,215.0,161.0,118.0,N,Player,
1285,bendech01,1953,BBWAA,215.0,161.0,105.0,N,Player,
1286,hartnga01,1953,BBWAA,215.0,161.0,105.0,N,Player,
1287,greenha01,1953,BBWAA,215.0,161.0,81.0,N,Player,
1288,cronijo01,1953,BBWAA,215.0,161.0,70.0,N,Player,
1289,stengca01,1953,BBWAA,215.0,161.0,62.0,N,Manager,
1290,gowdyha01,1953,BBWAA,215.0,161.0,59.0,N,Player,
1291,careyma01,1953,BBWAA,215.0,161.0,56.0,N,Player,
1292,schalra01,1953,BBWAA,215.0,161.0,53.0,N,Player,
1293,martipe01,1953,BBWAA,215.0,161.0,44.0,N,Player,
1294,wilsoha01,1953,BBWAA,215.0,161.0,44.0,N,Player,
1295,gomezle01,1953,BBWAA,215.0,161.0,36.0,N,Player,
1296,roushed01,1953,BBWAA,215.0,161.0,33.0,N,Player,
1297,wheatza01,1953,BBWAA,215.0,161.0,33.0,N,Player,
1298,youngro01,1953,BBWAA,215.0,161.0,32.0,N,Player,
1299,lazzeto01,1953,BBWAA,215.0,161.0,29.0,N,Player,
1300,ruffire01,1953,BBWAA,215.0,161.0,25.0,N,Player,
1301,harribu01,1953,BBWAA,215.0,161.0,22.0,N,Manager,
1302,lewisdu01,1953,BBWAA,215.0,161.0,21.0,N,Player,
1303,marquru01,1953,BBWAA,215.0,161.0,20.0,N,Player,
1304,cuyleki01,1953,BBWAA,215.0,161.0,19.0,N,Player,
1305,adamsba01,1953,BBWAA,215.0,161.0,18.0,N,Player,
1306,hoytwa01,1953,BBWAA,215.0,161.0,15.0,N,Player,
1307,kerrdi01,1953,BBWAA,215.0,161.0,14.0,N,Player,
1308,oneilst01,1953,BBWAA,215.0,161.0,14.0,N,Player,
1309,odoulle01,1953,BBWAA,215.0,161.0,12.0,N,Player,
1310,bancrda01,1953,BBWAA,215.0,161.0,11.0,N,Player,
1311,bottoji01,1953,BBWAA,215.0,161.0,11.0,N,Player,
1312,henrito01,1953,BBWAA,215.0,161.0,11.0,N,Player,
1313,waltebu01,1953,BBWAA,215.0,161.0,11.0,N,Player,
1314,wilsoji01,1953,BBWAA,215.0,161.0,11.0,N,Player,
1315,coopewi01,1953,BBWAA,215.0,161.0,10.0,N,Player,
1316,faberre01,1953,BBWAA,215.0,161.0,10.0,N,Player,
1317,grimebu01,1953,BBWAA,215.0,161.0,10.0,N,Player,
1318,grimmch01,1953,BBWAA,215.0,161.0,10.0,N,Player,
1319,hardeme01,1953,BBWAA,215.0,161.0,9.0,N,Player,
1320,ruelmu01,1953,BBWAA,215.0,161.0,9.0,N,Player,
1321,dykesji01,1953,BBWAA,215.0,161.0,6.0,N,Player,
1322,rolfere01,1953,BBWAA,215.0,161.0,6.0,N,Player,
1323,scottev01,1953,BBWAA,215.0,161.0,6.0,N,Player,
1324,haineje01,1953,BBWAA,215.0,161.0,5.0,N,Player,
1325,nehfar01,1953,BBWAA,215.0,161.0,5.0,N,Player,
1326,willicy01,1953,BBWAA,215.0,161.0,5.0,N,Player,
1327,combsea01,1953,BBWAA,215.0,161.0,4.0,N,Player,
1328,ehmkeho01,1953,BBWAA,215.0,161.0,4.0,N,Player,
1329,ricesa01,1953,BBWAA,215.0,161.0,4.0,N,Player,
1330,rixeyep01,1953,BBWAA,215.0,161.0,4.0,N,Player,
1331,wrighgl01,1953,BBWAA,215.0,161.0,4.0,N,Player,
1332,applilu01,1953,BBWAA,215.0,161.0,3.0,N,Player,
1333,doerrbo01,1953,BBWAA,215.0,161.0,3.0,N,Player,
1334,hafeych01,1953,BBWAA,215.0,161.0,3.0,N,Player,
1335,hermaba01,1953,BBWAA,215.0,161.0,3.0,N,Player,
1336,jackstr01,1953,BBWAA,215.0,161.0,3.0,N,Player,
1337,lopezal01,1953,BBWAA,215.0,161.0,3.0,N,Manager,
1338,peckiro01,1953,BBWAA,215.0,161.0,3.0,N,Player,
1339,southbi01,1953,BBWAA,215.0,161.0,3.0,N,Player,
1340,altroni01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1341,bushdo01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1342,gonzami01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1343,kellech01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1344,klingjo01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1345,langebi01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1346,luquedo01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1347,mccarjo99,1953,BBWAA,215.0,161.0,2.0,N,Manager,
1348,milancl01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1349,moorete01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1350,olearch01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1351,pruethu01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1352,roberda01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1353,rommeed01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1354,schaege01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1355,selkige01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1356,sherdbi01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1357,streega01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1358,vaughar01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1359,wambsbi01,1953,BBWAA,215.0,161.0,2.0,N,Player,
1360,barroed99,1953,Veterans,,,,Y,Pioneer/Executive,
1361,bendech01,1953,Veterans,,,,Y,Player,
1362,connoto99,1953,Veterans,,,,Y,Umpire,
1363,klembi99,1953,Veterans,,,,Y,Umpire,
1364,wallabo01,1953,Veterans,,,,Y,Player,
1365,wrighha01,1953,Veterans,,,,Y,Pioneer/Executive,
1366,maranra01,1954,BBWAA,202.0,151.0,210.0,Y,Player,
1367,dickebi01,1954,BBWAA,202.0,151.0,203.0,Y,Player,
1368,terrybi01,1954,BBWAA,202.0,151.0,196.0,Y,Player,
1369,dimagjo01,1954,BBWAA,202.0,151.0,176.0,N,Player,
1370,lyonste01,1954,BBWAA,202.0,151.0,171.0,N,Player,
1371,vanceda01,1954,BBWAA,202.0,151.0,159.0,N,Player,
1372,hartnga01,1954,BBWAA,202.0,151.0,152.0,N,Player,
1373,greenha01,1954,BBWAA,202.0,151.0,98.0,N,Player,
1374,cronijo01,1954,BBWAA,202.0,151.0,86.0,N,Player,
1375,careyma01,1954,BBWAA,202.0,151.0,56.0,N,Player,
1376,schalra01,1954,BBWAA,202.0,151.0,55.0,N,Player,
1377,roushed01,1954,BBWAA,202.0,151.0,53.0,N,Player,
1378,gowdyha01,1954,BBWAA,202.0,151.0,52.0,N,Player,
1379,wilsoha01,1954,BBWAA,202.0,151.0,49.0,N,Player,
1380,gomezle01,1954,BBWAA,202.0,151.0,39.0,N,Player,
1381,youngro01,1954,BBWAA,202.0,151.0,35.0,N,Player,
1382,wheatza01,1954,BBWAA,202.0,151.0,34.0,N,Player,
1383,lazzeto01,1954,BBWAA,202.0,151.0,31.0,N,Player,
1384,ruffire01,1954,BBWAA,202.0,151.0,30.0,N,Player,
1385,cuyleki01,1954,BBWAA,202.0,151.0,21.0,N,Player,
1386,lewisdu01,1954,BBWAA,202.0,151.0,21.0,N,Player,
1387,bottoji01,1954,BBWAA,202.0,151.0,17.0,N,Player,
1388,marquru01,1954,BBWAA,202.0,151.0,16.0,N,Player,
1389,hoytwa01,1954,BBWAA,202.0,151.0,15.0,N,Player,
1390,adamsba01,1954,BBWAA,202.0,151.0,14.0,N,Player,
1391,kerrdi01,1954,BBWAA,202.0,151.0,14.0,N,Player,
1392,faberre01,1954,BBWAA,202.0,151.0,13.0,N,Player,
1393,kleinch01,1954,BBWAA,202.0,151.0,12.0,N,Player,
1394,bancrda01,1954,BBWAA,202.0,151.0,11.0,N,Player,
1395,ricesa01,1954,BBWAA,202.0,151.0,10.0,N,Player,
1396,wilsoji01,1954,BBWAA,202.0,151.0,9.0,N,Player,
1397,coopewi01,1954,BBWAA,202.0,151.0,8.0,N,Player,
1398,nehfar01,1954,BBWAA,202.0,151.0,8.0,N,Player,
1399,haineje01,1954,BBWAA,202.0,151.0,7.0,N,Player,
1400,rixeyep01,1954,BBWAA,202.0,151.0,6.0,N,Player,
1401,ruelmu01,1954,BBWAA,202.0,151.0,6.0,N,Player,
1402,ehmkeho01,1954,BBWAA,202.0,151.0,5.0,N,Player,
1403,scottev01,1954,BBWAA,202.0,151.0,5.0,N,Player,
1404,wambsbi01,1954,BBWAA,202.0,151.0,5.0,N,Player,
1405,willicy01,1954,BBWAA,202.0,151.0,5.0,N,Player,
1406,milancl01,1954,BBWAA,202.0,151.0,4.0,N,Player,
1407,altroni01,1954,BBWAA,202.0,151.0,3.0,N,Player,
1408,hafeych01,1954,BBWAA,202.0,151.0,3.0,N,Player,
1409,vaughar01,1954,BBWAA,202.0,151.0,3.0,N,Player,
1410,bluegos01,1954,BBWAA,202.0,151.0,2.0,N,Player,
1411,bluelu01,1954,BBWAA,202.0,151.0,2.0,N,Player,
1412,gosligo01,1954,BBWAA,202.0,151.0,2.0,N,Player,
1413,grohhe01,1954,BBWAA,202.0,151.0,2.0,N,Player,
1414,hermaba01,1954,BBWAA,202.0,151.0,2.0,N,Player,
1415,jackstr01,1954,BBWAA,202.0,151.0,2.0,N,Player,
1416,peckiro01,1954,BBWAA,202.0,151.0,2.0,N,Player,
1417,seweljo01,1954,BBWAA,202.0,151.0,2.0,N,Player,
1418,wrighgl01,1954,BBWAA,202.0,151.0,2.0,N,Player,
1419,dimagjo01,1955,BBWAA,200.0,151.0,224.0,Y,Player,
1420,lyonste01,1955,BBWAA,200.0,151.0,218.0,Y,Player,
1421,vanceda01,1955,BBWAA,200.0,151.0,206.0,Y,Player,
1422,hartnga01,1955,BBWAA,200.0,151.0,196.0,Y,Player,
1423,greenha01,1955,BBWAA,200.0,151.0,158.0,N,Player,
1424,cronijo01,1955,BBWAA,200.0,151.0,136.0,N,Player,
1425,careyma01,1955,BBWAA,200.0,151.0,120.0,N,Player,
1426,schalra01,1955,BBWAA,200.0,151.0,114.0,N,Player,
1427,roushed01,1955,BBWAA,200.0,151.0,98.0,N,Player,
1428,gowdyha01,1955,BBWAA,200.0,151.0,91.0,N,Player,
1429,wilsoha01,1955,BBWAA,200.0,151.0,82.0,N,Player,
1430,gomezle01,1955,BBWAA,200.0,151.0,72.0,N,Player,
1431,lazzeto01,1955,BBWAA,200.0,151.0,67.0,N,Player,
1432,ruffire01,1955,BBWAA,200.0,151.0,61.0,N,Player,
1433,wheatza01,1955,BBWAA,200.0,151.0,52.0,N,Player,
1434,youngro01,1955,BBWAA,200.0,151.0,49.0,N,Player,
1435,cuyleki01,1955,BBWAA,200.0,151.0,36.0,N,Player,
1436,marquru01,1955,BBWAA,200.0,151.0,36.0,N,Player,
1437,lewisdu01,1955,BBWAA,200.0,151.0,35.0,N,Player,
1438,hoytwa01,1955,BBWAA,200.0,151.0,34.0,N,Player,
1439,ricesa01,1955,BBWAA,200.0,151.0,29.0,N,Player,
1440,faberre01,1955,BBWAA,200.0,151.0,28.0,N,Player,
1441,bottoji01,1955,BBWAA,200.0,151.0,27.0,N,Player,
1442,kerrdi01,1955,BBWAA,200.0,151.0,26.0,N,Player,
1443,kleinch01,1955,BBWAA,200.0,151.0,26.0,N,Player,
1444,adamsba01,1955,BBWAA,200.0,151.0,25.0,N,Player,
1445,bancrda01,1955,BBWAA,200.0,151.0,20.0,N,Player,
1446,wilsoji01,1955,BBWAA,200.0,151.0,14.0,N,Player,
1447,coopewi01,1955,BBWAA,200.0,151.0,12.0,N,Player,
1448,ruelmu01,1955,BBWAA,200.0,151.0,12.0,N,Player,
1449,haineje01,1955,BBWAA,200.0,151.0,11.0,N,Player,
1450,rixeyep01,1955,BBWAA,200.0,151.0,9.0,N,Player,
1451,scottev01,1955,BBWAA,200.0,151.0,9.0,N,Player,
1452,gosligo01,1955,BBWAA,200.0,151.0,8.0,N,Player,
1453,nehfar01,1955,BBWAA,200.0,151.0,8.0,N,Player,
1454,milancl01,1955,BBWAA,200.0,151.0,7.0,N,Player,
1455,grohhe01,1955,BBWAA,200.0,151.0,6.0,N,Player,
1456,hermaba01,1955,BBWAA,200.0,151.0,6.0,N,Player,
1457,jackstr01,1955,BBWAA,200.0,151.0,6.0,N,Player,
1458,wambsbi01,1955,BBWAA,200.0,151.0,6.0,N,Player,
1459,hafeych01,1955,BBWAA,200.0,151.0,5.0,N,Player,
1460,vaughar01,1955,BBWAA,200.0,151.0,5.0,N,Player,
1461,wrighgl01,1955,BBWAA,200.0,151.0,5.0,N,Player,
1462,applilu01,1955,BBWAA,200.0,151.0,4.0,N,Player,
1463,grimebu01,1955,BBWAA,200.0,151.0,4.0,N,Player,
1464,willicy01,1955,BBWAA,200.0,151.0,4.0,N,Player,
1465,averiea01,1955,BBWAA,200.0,151.0,3.0,N,Player,
1466,earnsge01,1955,BBWAA,200.0,151.0,3.0,N,Player,
1467,judgejo01,1955,BBWAA,200.0,151.0,3.0,N,Player,
1468,meusebo01,1955,BBWAA,200.0,151.0,3.0,N,Player,
1469,allenjo02,1955,BBWAA,200.0,151.0,2.0,N,Player,
1470,berrych02,1955,BBWAA,200.0,151.0,2.0,N,Player,
1471,bishoma01,1955,BBWAA,200.0,151.0,2.0,N,Player,
1472,combsea01,1955,BBWAA,200.0,151.0,2.0,N,Player,
1473,daubeja01,1955,BBWAA,200.0,151.0,2.0,N,Player,
1474,derripa01,1955,BBWAA,200.0,151.0,2.0,N,Player,
1475,dykesji01,1955,BBWAA,200.0,151.0,2.0,N,Player,
1476,gordojo01,1955,BBWAA,200.0,151.0,2.0,N,Player,
1477,haasmu01,1955,BBWAA,200.0,151.0,2.0,N,Player,
1478,jonessa01,1955,BBWAA,200.0,151.0,2.0,N,Player,
1479,peckiro01,1955,BBWAA,200.0,151.0,2.0,N,Player,
1480,schumha02,1955,BBWAA,200.0,151.0,2.0,N,Player,
1481,seweljo01,1955,BBWAA,200.0,151.0,2.0,N,Player,
1482,sherdbi01,1955,BBWAA,200.0,151.0,2.0,N,Player,
1483,bakerfr01,1955,Veterans,,,,Y,Player,
1484,schalra01,1955,Veterans,,,,Y,Player,
1485,greenha01,1956,BBWAA,134.0,100.0,165.0,Y,Player,
1486,cronijo01,1956,BBWAA,134.0,100.0,153.0,Y,Player,
1487,ruffire01,1956,BBWAA,134.0,100.0,98.0,N,Player,
1488,roushed01,1956,BBWAA,134.0,100.0,92.0,N,Player,
1489,gomezle01,1956,BBWAA,134.0,100.0,90.0,N,Player,
1490,wilsoha01,1956,BBWAA,134.0,100.0,75.0,N,Player,
1491,careyma01,1956,BBWAA,134.0,100.0,66.0,N,Player,
1492,lazzeto01,1956,BBWAA,134.0,100.0,65.0,N,Player,
1493,cuyleki01,1956,BBWAA,134.0,100.0,56.0,N,Player,
1494,gowdyha01,1956,BBWAA,134.0,100.0,50.0,N,Player,
1495,ricesa01,1956,BBWAA,134.0,100.0,46.0,N,Player,
1496,kleinch01,1956,BBWAA,134.0,100.0,45.0,N,Player,
1497,bottoji01,1956,BBWAA,134.0,100.0,43.0,N,Player,
1498,hoytwa01,1956,BBWAA,134.0,100.0,38.0,N,Player,
1499,faberre01,1956,BBWAA,134.0,100.0,35.0,N,Player,
1500,medwijo01,1956,BBWAA,134.0,100.0,32.0,N,Player,
1501,rixeyep01,1956,BBWAA,134.0,100.0,28.0,N,Player,
1502,gosligo01,1956,BBWAA,134.0,100.0,27.0,N,Player,
1503,wheatza01,1956,BBWAA,134.0,100.0,27.0,N,Player,
1504,grimebu01,1956,BBWAA,134.0,100.0,26.0,N,Player,
1505,youngro01,1956,BBWAA,134.0,100.0,20.0,N,Player,
1506,wanerll01,1956,BBWAA,134.0,100.0,19.0,N,Player,
1507,wilsoji01,1956,BBWAA,134.0,100.0,18.0,N,Player,
1508,hafeych01,1956,BBWAA,134.0,100.0,17.0,N,Player,
1509,ruelmu01,1956,BBWAA,134.0,100.0,17.0,N,Player,
1510,bancrda01,1956,BBWAA,134.0,100.0,16.0,N,Player,
1511,applilu01,1956,BBWAA,134.0,100.0,15.0,N,Player,
1512,combsea01,1956,BBWAA,134.0,100.0,15.0,N,Player,
1513,haineje01,1956,BBWAA,134.0,100.0,15.0,N,Player,
1514,jackstr01,1956,BBWAA,134.0,100.0,15.0,N,Player,
1515,manushe01,1956,BBWAA,134.0,100.0,14.0,N,Player,
1516,derripa01,1956,BBWAA,134.0,100.0,13.0,N,Player,
