,awardID,yearID,lgID,playerID,pointsWon,pointsMax,votesFirst
0,Cy Young,1956,ML,fordwh01,2.0,1.0,4.0
1,Cy Young,1956,ML,maglisa01,5.0,1.0,13.0
2,Cy Young,1956,ML,newcodo01,11.0,1.0,32.0
3,Cy Young,1956,ML,spahnwa01,2.0,1.0,4.0
4,Cy Young,1957,ML,donovdi01,2.0,1.0,4.0
5,Cy Young,1957,ML,spahnwa01,16.0,1.0,47.0
6,Cy Young,1958,ML,burdele01,4.0,1.0,10.0
7,Cy Young,1958,ML,frienbo01,4.0,1.0,10.0
8,Cy Young,1958,ML,spahnwa01,5.0,1.0,13.0
9,Cy Young,1958,ML,turlebo01,6.0,1.0,16.0
10,Cy Young,1959,ML,jonessa02,3.0,1.0,7.0
11,Cy Young,1959,ML,shawbo01,2.0,1.0,4.0
12,Cy Young,1959,ML,wynnea01,14.0,1.0,41.0
13,Cy Young,1960,ML,brogler01,2.0,1.0,4.0
14,Cy Young,1960,ML,lawve01,9.0,1.0,26.0
15,Cy Young,1960,ML,mcdanli01,2.0,1.0,4.0
16,Cy Young,1960,ML,spahnwa01,5.0,1.0,13.0
17,Cy Young,1961,ML,fordwh01,10.0,3.0,29.0
18,Cy Young,1961,ML,laryfr01,3.0,3.0,7.0
19,Cy Young,1961,ML,spahnwa01,7.0,3.0,20.0
20,Cy Young,1962,ML,drysddo01,15.0,5.0,44.0
21,Cy Young,1962,ML,piercbi02,2.0,5.0,4.0
22,Cy Young,1962,ML,purkebo01,2.0,5.0,4.0
23,Cy Young,1962,ML,sanfoja02,5.0,5.0,13.0
24,Cy Young,1963,ML,koufasa01,21.0,5.0,63.0
25,Cy Young,1964,ML,chancde01,18.0,5.0,54.0
26,Cy Young,1964,ML,jacksla01,3.0,5.0,7.0
27,Cy Young,1964,ML,koufasa01,2.0,5.0,4.0
28,Cy Young,1965,ML,koufasa01,21.0,5.0,63.0
29,Cy Young,1966,ML,koufasa01,21.0,5.0,63.0
30,Cy Young,1967,AL,horlejo01,3.0,5.0,7.0
31,Cy Young,1967,AL,lonboji01,19.0,5.0,57.0
32,Cy Young,1967,NL,bunniji01,2.0,5.0,4.0
33,Cy Young,1967,NL,jenkife01,2.0,5.0,4.0
34,Cy Young,1967,NL,mccormi03,19.0,5.0,57.0
35,Cy Young,1968,AL,mclaide01,21.0,5.0,63.0
36,Cy Young,1968,NL,gibsobo01,21.0,5.0,63.0
37,Cy Young,1969,AL,cuellmi01,11.0,9.0,32.0
38,Cy Young,1969,AL,mclaide01,11.0,9.0,32.0
39,Cy Young,1969,AL,mcnalda01,2.0,9.0,4.0
40,Cy Young,1969,AL,perryji01,4.0,9.0,10.0
41,Cy Young,1969,NL,niekrph01,2.0,9.0,4.0
42,Cy Young,1969,NL,seaveto01,24.0,9.0,72.0
43,Cy Young,1970,AL,cuellmi01,45.0,109.0,20.0
44,Cy Young,1970,AL,mcdowsa01,46.0,109.0,13.0
45,Cy Young,1970,AL,mcnalda01,48.0,109.0,16.0
46,Cy Young,1970,AL,palmeji01,12.0,109.0,4.0
47,Cy Young,1970,AL,perraro01,6.0,109.0,4.0
48,Cy Young,1970,AL,perryji01,56.0,109.0,20.0
49,Cy Young,1970,AL,wrighcl01,10.0,109.0,4.0
50,Cy Young,1970,NL,gibsobo01,119.0,109.0,72.0
51,Cy Young,1970,NL,giustda01,9.0,109.0,1.0
52,Cy Young,1970,NL,grangwa01,4.0,109.0,1.0
53,Cy Young,1970,NL,jenkife01,17.0,109.0,1.0
54,Cy Young,1970,NL,merriji01,9.0,109.0,1.0
55,Cy Young,1970,NL,mortoca01,3.0,109.0,1.0
56,Cy Young,1970,NL,nolanga01,6.0,109.0,1.0
57,Cy Young,1970,NL,perryga01,52.0,109.0,4.0
58,Cy Young,1970,NL,seaveto01,5.0,109.0,1.0
59,Cy Young,1970,NL,walkelu01,2.0,109.0,1.0
60,Cy Young,1971,AL,bluevi01,99.0,109.0,44.0
61,Cy Young,1971,AL,dragodi01,2.0,109.0,1.0
62,Cy Young,1971,AL,lolicmi01,86.0,109.0,29.0
63,Cy Young,1971,AL,mcnalda01,9.0,109.0,1.0
64,Cy Young,1971,AL,messean01,2.0,109.0,1.0
65,Cy Young,1971,AL,woodwi01,24.0,109.0,4.0
66,Cy Young,1971,NL,downial01,41.0,109.0,4.0
67,Cy Young,1971,NL,ellisdo01,10.0,109.0,1.0
68,Cy Young,1971,NL,gibsobo01,4.0,109.0,1.0
69,Cy Young,1971,NL,jenkife01,98.0,109.0,54.0
70,Cy Young,1971,NL,johnsje01,3.0,109.0,1.0
71,Cy Young,1971,NL,maricju01,2.0,109.0,1.0
72,Cy Young,1971,NL,roberda05,3.0,109.0,1.0
73,Cy Young,1971,NL,seaveto01,62.0,109.0,20.0
74,Cy Young,1971,NL,stonebi01,2.0,109.0,1.0
75,Cy Young,1972,AL,hunteca01,27.0,109.0,7.0
76,Cy Young,1972,AL,lolicmi01,28.0,109.0,10.0
77,Cy Young,1972,AL,lylesp01,4.0,109.0,1.0
78,Cy Young,1972,AL,palmeji01,21.0,109.0,7.0
79,Cy Young,1972,AL,perryga01,65.0,109.0,29.0
80,Cy Young,1972,AL,ryanno01,3.0,109.0,1.0
81,Cy Young,1972,AL,tiantlu01,17.0,109.0,4.0
82,Cy Young,1972,AL,woodwi01,59.0,109.0,23.0
83,Cy Young,1972,NL,blassst01,36.0,109.0,1.0
84,Cy Young,1972,NL,carltst01,121.0,109.0,75.0
85,Cy Young,1972,NL,carrocl02,7.0,109.0,1.0
86,Cy Young,1972,NL,gibsobo01,4.0,109.0,1.0
87,Cy Young,1972,NL,jenkife01,24.0,109.0,1.0
88,Cy Young,1972,NL,marshmi01,9.0,109.0,1.0
89,Cy Young,1972,NL,nolanga01,7.0,109.0,1.0
90,Cy Young,1972,NL,pappami01,4.0,109.0,1.0
91,Cy Young,1972,NL,seaveto01,7.0,109.0,1.0
92,Cy Young,1972,NL,suttodo01,7.0,109.0,1.0
93,Cy Young,1973,AL,bluevi01,2.0,109.0,1.0
94,Cy Young,1973,AL,blylebe01,2.0,109.0,1.0
95,Cy Young,1973,AL,colboji01,3.0,109.0,1.0
96,Cy Young,1973,AL,hillejo01,7.0,109.0,1.0
97,Cy Young,1973,AL,hunteca01,53.0,109.0,4.0
98,Cy Young,1973,AL,palmeji01,89.0,109.0,44.0
99,Cy Young,1973,AL,perryga01,2.0,109.0,1.0
100,Cy Young,1973,AL,ryanno01,63.0,109.0,29.0
101,Cy Young,1973,AL,woodwi01,4.0,109.0,1.0
102,Cy Young,1973,NL,billija01,31.0,109.0,7.0
103,Cy Young,1973,NL,bryanro01,51.0,109.0,10.0
104,Cy Young,1973,NL,giustda01,2.0,109.0,1.0
105,Cy Young,1973,NL,marshmi01,55.0,109.0,29.0
106,Cy Young,1973,NL,normafr01,4.0,109.0,1.0
107,Cy Young,1973,NL,seaveto01,72.0,109.0,32.0
108,Cy Young,1973,NL,suttodo01,8.0,109.0,1.0
109,Cy Young,1974,AL,cuellmi01,7.0,109.0,1.0
110,Cy Young,1974,AL,hillejo01,2.0,109.0,1.0
111,Cy Young,1974,AL,hunteca01,91.0,109.0,38.0
112,Cy Young,1974,AL,jenkife01,76.0,109.0,32.0
113,Cy Young,1974,AL,perryga01,9.0,109.0,4.0
114,Cy Young,1974,AL,ryanno01,29.0,109.0,4.0
115,Cy Young,1974,AL,tiantlu01,9.0,109.0,1.0
116,Cy Young,1974,NL,billija01,9.0,109.0,1.0
117,Cy Young,1974,NL,caprabu01,2.0,109.0,1.0
118,Cy Young,1974,NL,carrocl02,3.0,109.0,1.0
119,Cy Young,1974,NL,giustda01,2.0,109.0,1.0
120,Cy Young,1974,NL,gulledo01,6.0,109.0,1.0
121,Cy Young,1974,NL,hraboal01,10.0,109.0,1.0
122,Cy Young,1974,NL,marshmi01,97.0,109.0,54.0
123,Cy Young,1974,NL,mcgloly01,2.0,109.0,1.0
124,Cy Young,1974,NL,messean01,67.0,109.0,16.0
125,Cy Young,1974,NL,niekrph01,16.0,109.0,4.0
126,Cy Young,1974,NL,suttodo01,13.0,109.0,4.0
127,Cy Young,1975,AL,bluevi01,3.0,109.0,1.0
128,Cy Young,1975,AL,fingero01,26.0,109.0,7.0
129,Cy Young,1975,AL,gossari01,3.0,109.0,1.0
130,Cy Young,1975,AL,hunteca01,75.0,109.0,23.0
131,Cy Young,1975,AL,kaatji01,8.0,109.0,1.0
132,Cy Young,1975,AL,palmeji01,99.0,109.0,47.0
133,Cy Young,1975,AL,tananfr01,8.0,109.0,1.0
134,Cy Young,1975,AL,wiseri01,2.0,109.0,1.0
135,Cy Young,1975,NL,gulledo01,2.0,109.0,1.0
136,Cy Young,1975,NL,hraboal01,34.0,109.0,7.0
137,Cy Young,1975,NL,jonesra01,81.0,109.0,23.0
138,Cy Young,1975,NL,messean01,2.0,109.0,1.0
139,Cy Young,1975,NL,montejo01,3.0,109.0,1.0
140,Cy Young,1975,NL,seaveto01,99.0,109.0,47.0
141,Cy Young,1975,NL,suttodo01,2.0,109.0,1.0
142,Cy Young,1976,AL,bluevi01,9.0,109.0,1.0
143,Cy Young,1976,AL,campbbi02,8.0,109.0,1.0
144,Cy Young,1976,AL,fidryma01,52.0,109.0,16.0
145,Cy Young,1976,AL,figueed01,13.0,109.0,1.0
146,Cy Young,1976,AL,fingero01,2.0,109.0,1.0
147,Cy Young,1976,AL,garlawa01,2.0,109.0,1.0
148,Cy Young,1976,AL,palmeji01,109.0,109.0,60.0
149,Cy Young,1976,AL,tananfr01,19.0,109.0,1.0
150,Cy Young,1976,AL,tiantlu01,11.0,109.0,1.0
151,Cy Young,1976,NL,carltst01,12.0,109.0,1.0
152,Cy Young,1976,NL,eastwra01,7.0,109.0,1.0
153,Cy Young,1976,NL,jonesra01,97.0,109.0,47.0
154,Cy Young,1976,NL,koosmje01,70.0,109.0,23.0
155,Cy Young,1976,NL,matlajo01,6.0,109.0,4.0
156,Cy Young,1976,NL,richajr01,3.0,109.0,1.0
157,Cy Young,1976,NL,seaveto01,2.0,109.0,1.0
158,Cy Young,1976,NL,suttodo01,26.0,109.0,4.0
159,Cy Young,1977,AL,campbbi02,26.0,129.0,4.0
160,Cy Young,1977,AL,goltzda01,20.0,129.0,4.0
161,Cy Young,1977,AL,guidrro01,6.0,129.0,1.0
162,Cy Young,1977,AL,leonade01,46.0,129.0,16.0
163,Cy Young,1977,AL,lylesp01,57.0,129.0,29.0
164,Cy Young,1977,AL,palmeji01,49.0,129.0,20.0
165,Cy Young,1977,AL,rozemda01,5.0,129.0,1.0
166,Cy Young,1977,AL,ryanno01,47.0,129.0,20.0
167,Cy Young,1977,AL,tananfr01,4.0,129.0,1.0
168,Cy Young,1977,NL,candejo01,18.0,109.0,4.0
169,Cy Young,1977,NL,carltst01,105.0,109.0,54.0
170,Cy Young,1977,NL,johnto01,55.0,109.0,10.0
171,Cy Young,1977,NL,reuscri01,19.0,109.0,4.0
172,Cy Young,1977,NL,seaveto01,19.0,109.0,7.0
173,Cy Young,1977,NL,suttebr01,6.0,109.0,1.0
174,Cy Young,1978,AL,caldwmi01,77.0,129.0,1.0
175,Cy Young,1978,AL,eckerde01,11.0,129.0,1.0
176,Cy Young,1978,AL,figueed01,2.0,129.0,1.0
177,Cy Young,1978,AL,gossari01,5.0,129.0,1.0
178,Cy Young,1978,AL,guidrro01,141.0,129.0,88.0
179,Cy Young,1978,AL,gurala01,2.0,129.0,1.0
180,Cy Young,1978,AL,jenkife01,3.0,129.0,1.0
181,Cy Young,1978,AL,leonade01,2.0,129.0,1.0
182,Cy Young,1978,AL,marshmi01,2.0,129.0,1.0
183,Cy Young,1978,AL,palmeji01,15.0,129.0,1.0
184,Cy Young,1978,AL,splitpa01,2.0,129.0,1.0
185,Cy Young,1978,AL,stanlbo01,2.0,129.0,1.0
186,Cy Young,1978,NL,bluevi01,18.0,109.0,4.0
187,Cy Young,1978,NL,fingero01,2.0,109.0,1.0
188,Cy Young,1978,NL,grimsro02,8.0,109.0,1.0
189,Cy Young,1978,NL,hootobu01,39.0,109.0,1.0
190,Cy Young,1978,NL,johnto01,2.0,109.0,1.0
191,Cy Young,1978,NL,niekrph01,11.0,109.0,1.0
192,Cy Young,1978,NL,perryga01,117.0,109.0,69.0
193,Cy Young,1978,NL,richajr01,14.0,109.0,4.0
194,Cy Young,1978,NL,robindo01,2.0,109.0,1.0
195,Cy Young,1978,NL,tekulke01,13.0,109.0,1.0
196,Cy Young,1979,AL,eckerde01,2.0,129.0,1.0
197,Cy Young,1979,AL,flanami01,137.0,129.0,81.0
198,Cy Young,1979,AL,guidrro01,27.0,129.0,4.0
199,Cy Young,1979,AL,johnto01,52.0,129.0,4.0
200,Cy Young,1979,AL,kernji01,26.0,129.0,1.0
201,Cy Young,1979,AL,koosmje01,6.0,129.0,1.0
202,Cy Young,1979,AL,lopezau01,2.0,129.0,1.0
203,Cy Young,1979,AL,marshmi01,8.0,129.0,1.0
204,Cy Young,1979,NL,niekrjo01,67.0,109.0,29.0
205,Cy Young,1979,NL,niekrph01,4.0,109.0,1.0
206,Cy Young,1979,NL,richajr01,42.0,109.0,13.0
207,Cy Young,1979,NL,seaveto01,21.0,109.0,1.0
208,Cy Young,1979,NL,suttebr01,73.0,109.0,32.0
209,Cy Young,1979,NL,tekulke01,15.0,109.0,4.0
210,Cy Young,1980,AL,gossari01,38.0,129.0,7.0
211,Cy Young,1980,AL,gurala01,2.0,129.0,1.0
212,Cy Young,1980,AL,johnto01,15.0,129.0,1.0
213,Cy Young,1980,AL,mcgresc01,2.0,129.0,1.0
214,Cy Young,1980,AL,norrimi01,92.0,129.0,41.0
215,Cy Young,1980,AL,quiseda01,8.0,129.0,1.0
216,Cy Young,1980,AL,stonest01,101.0,129.0,41.0
217,Cy Young,1980,NL,bibbyji01,29.0,109.0,1.0
218,Cy Young,1980,NL,carltst01,119.0,109.0,72.0
219,Cy Young,1980,NL,mcgratu01,2.0,109.0,1.0
220,Cy Young,1980,NL,niekrjo01,12.0,109.0,1.0
221,Cy Young,1980,NL,reussje01,56.0,109.0,4.0
222,Cy Young,1980,NL,rogerst01,2.0,109.0,1.0
223,Cy Young,1980,NL,sambijo01,2.0,109.0,1.0
224,Cy Young,1980,NL,sotoma01,2.0,109.0,1.0
225,Cy Young,1981,AL,burnsbr01,3.0,129.0,1.0
226,Cy Young,1981,AL,fingero01,127.0,129.0,69.0
227,Cy Young,1981,AL,gossari01,4.0,129.0,1.0
228,Cy Young,1981,AL,guidrro01,3.0,129.0,1.0
229,Cy Young,1981,AL,gurala01,2.0,129.0,1.0
230,Cy Young,1981,AL,martide01,4.0,129.0,1.0
231,Cy Young,1981,AL,mccatst01,85.0,129.0,20.0
232,Cy Young,1981,AL,morrija02,22.0,129.0,1.0
233,Cy Young,1981,AL,vuckope01,9.0,129.0,1.0
234,Cy Young,1981,NL,carltst01,51.0,109.0,16.0
235,Cy Young,1981,NL,ryanno01,29.0,109.0,10.0
236,Cy Young,1981,NL,seaveto01,68.0,109.0,26.0
237,Cy Young,1981,NL,suttebr01,2.0,109.0,1.0
238,Cy Young,1981,NL,valenfe01,71.0,109.0,26.0
239,Cy Young,1982,AL,caudibi01,5.0,129.0,1.0
240,Cy Young,1982,AL,palmeji01,60.0,129.0,13.0
241,Cy Young,1982,AL,petryda01,2.0,129.0,1.0
242,Cy Young,1982,AL,quiseda01,41.0,129.0,13.0
243,Cy Young,1982,AL,stanlbo01,5.0,129.0,1.0
244,Cy Young,1982,AL,stiebda01,37.0,129.0,16.0
245,Cy Young,1982,AL,sutclri01,15.0,129.0,4.0
246,Cy Young,1982,AL,vuckope01,88.0,129.0,44.0
247,Cy Young,1982,AL,zahnge01,8.0,129.0,1.0
248,Cy Young,1982,NL,andujjo01,2.0,109.0,1.0
249,Cy Young,1982,NL,carltst01,113.0,109.0,63.0
250,Cy Young,1982,NL,garbege01,2.0,109.0,1.0
251,Cy Young,1982,NL,mintogr01,5.0,109.0,1.0
252,Cy Young,1982,NL,niekrph01,19.0,109.0,1.0
253,Cy Young,1982,NL,rogerst01,30.0,109.0,4.0
254,Cy Young,1982,NL,sotoma01,1.0,109.0,1.0
255,Cy Young,1982,NL,suttebr01,26.0,109.0,7.0
256,Cy Young,1982,NL,valenfe01,26.0,109.0,4.0
257,Cy Young,1983,AL,dotsori01,10.0,129.0,1.0
258,Cy Young,1983,AL,guidrro01,6.0,129.0,1.0
259,Cy Young,1983,AL,hoytla01,117.0,129.0,54.0
260,Cy Young,1983,AL,mcgresc01,4.0,129.0,1.0
261,Cy Young,1983,AL,morrija02,39.0,129.0,7.0
262,Cy Young,1983,AL,quiseda01,82.0,129.0,29.0
263,Cy Young,1983,NL,dennyjo01,104.0,109.0,63.0
264,Cy Young,1983,NL,hollaal01,5.0,109.0,1.0
265,Cy Young,1983,NL,mcmurcr01,4.0,109.0,1.0
266,Cy Young,1983,NL,mcwilla01,8.0,109.0,1.0
267,Cy Young,1983,NL,oroscje01,20.0,109.0,4.0
268,Cy Young,1983,NL,rogerst01,16.0,109.0,4.0
269,Cy Young,1983,NL,ryanno01,2.0,109.0,1.0
270,Cy Young,1983,NL,smithle02,2.0,109.0,1.0
271,Cy Young,1983,NL,sotoma01,62.0,109.0,7.0
272,Cy Young,1983,NL,welchbo01,3.0,109.0,1.0
273,Cy Young,1984,AL,blylebe01,46.0,129.0,13.0
274,Cy Young,1984,AL,boddimi01,42.0,129.0,10.0
275,Cy Young,1984,AL,hernawi01,89.0,129.0,38.0
276,Cy Young,1984,AL,morrija02,2.0,129.0,1.0
277,Cy Young,1984,AL,petryda01,4.0,129.0,1.0
278,Cy Young,1984,AL,quiseda01,72.0,129.0,29.0
279,Cy Young,1984,AL,stiebda01,2.0,129.0,1.0
280,Cy Young,1984,AL,violafr01,3.0,129.0,1.0
281,Cy Young,1984,NL,andujjo01,13.0,109.0,1.0
282,Cy Young,1984,NL,goodedw01,46.0,109.0,1.0
283,Cy Young,1984,NL,gossari01,4.0,109.0,1.0
284,Cy Young,1984,NL,sotoma01,3.0,109.0,1.0
285,Cy Young,1984,NL,sutclri01,121.0,109.0,75.0
286,Cy Young,1984,NL,suttebr01,34.0,109.0,1.0
287,Cy Young,1985,AL,alexado01,6.0,129.0,1.0
288,Cy Young,1985,AL,blylebe01,10.0,129.0,4.0
289,Cy Young,1985,AL,burnsbr01,3.0,129.0,1.0
290,Cy Young,1985,AL,guidrro01,89.0,129.0,13.0
291,Cy Young,1985,AL,leibrch01,8.0,129.0,1.0
292,Cy Young,1985,AL,mooredo01,3.0,129.0,1.0
293,Cy Young,1985,AL,mooremi01,2.0,129.0,1.0
294,Cy Young,1985,AL,quiseda01,10.0,129.0,1.0
295,Cy Young,1985,AL,saberbr01,128.0,129.0,72.0
296,Cy Young,1985,AL,stiebda01,3.0,129.0,1.0
297,Cy Young,1985,NL,andujjo01,7.0,109.0,1.0
298,Cy Young,1985,NL,brownto05,4.0,109.0,1.0
299,Cy Young,1985,NL,goodedw01,121.0,109.0,75.0
300,Cy Young,1985,NL,hershor01,18.0,109.0,1.0
301,Cy Young,1985,NL,reardje01,2.0,109.0,1.0
302,Cy Young,1985,NL,tudorjo01,66.0,109.0,1.0
303,Cy Young,1985,NL,valenfe01,5.0,109.0,1.0
304,Cy Young,1986,AL,clemero02,141.0,129.0,88.0
305,Cy Young,1986,AL,eichhma01,3.0,129.0,1.0
306,Cy Young,1986,AL,higuete01,43.0,129.0,1.0
307,Cy Young,1986,AL,morrija02,14.0,129.0,1.0
308,Cy Young,1986,AL,righeda01,21.0,129.0,1.0
309,Cy Young,1986,AL,wittmi01,36.0,129.0,1.0
310,Cy Young,1986,NL,darliro01,3.0,109.0,1.0
311,Cy Young,1986,NL,fernasi01,2.0,109.0,1.0
312,Cy Young,1986,NL,goodedw01,2.0,109.0,1.0
313,Cy Young,1986,NL,krukomi01,16.0,109.0,1.0
314,Cy Young,1986,NL,ojedabo01,10.0,109.0,1.0
315,Cy Young,1986,NL,rhoderi01,3.0,109.0,1.0
316,Cy Young,1986,NL,scottmi03,99.0,109.0,47.0
317,Cy Young,1986,NL,valenfe01,89.0,109.0,29.0
318,Cy Young,1987,AL,alexado01,9.0,129.0,4.0
319,Cy Young,1987,AL,clemero02,125.0,129.0,66.0
320,Cy Young,1987,AL,higuete01,6.0,129.0,1.0
321,Cy Young,1987,AL,keyji01,65.0,129.0,13.0
322,Cy Young,1987,AL,langsma01,8.0,129.0,1.0
323,Cy Young,1987,AL,morrija02,4.0,129.0,1.0
324,Cy Young,1987,AL,reardje01,5.0,129.0,1.0
325,Cy Young,1987,AL,stewada01,33.0,129.0,7.0
326,Cy Young,1987,AL,violafr01,6.0,129.0,1.0
327,Cy Young,1987,NL,bedrost01,58.0,109.0,29.0
328,Cy Young,1987,NL,goodedw01,13.0,109.0,4.0
329,Cy Young,1987,NL,hershor01,15.0,109.0,7.0
330,Cy Young,1987,NL,reuscri01,55.0,109.0,26.0
331,Cy Young,1987,NL,ryanno01,13.0,109.0,1.0
332,Cy Young,1987,NL,scottmi03,10.0,109.0,1.0
333,Cy Young,1987,NL,sutclri01,56.0,109.0,13.0
334,Cy Young,1987,NL,welchbo01,4.0,109.0,1.0
335,Cy Young,1988,AL,clemero02,9.0,129.0,1.0
336,Cy Young,1988,AL,eckerde01,53.0,129.0,4.0
337,Cy Young,1988,AL,gubicma01,27.0,129.0,1.0
338,Cy Young,1988,AL,hurstbr01,13.0,129.0,1.0
339,Cy Young,1988,AL,stewada01,17.0,129.0,1.0
340,Cy Young,1988,AL,violafr01,139.0,129.0,85.0
341,Cy Young,1988,NL,coneda01,43.0,109.0,1.0
342,Cy Young,1988,NL,hershor01,121.0,109.0,75.0
343,Cy Young,1988,NL,jacksda02,55.0,109.0,1.0
344,Cy Young,1989,AL,ballaje01,4.0,129.0,1.0
345,Cy Young,1989,AL,blylebe01,10.0,129.0,1.0
346,Cy Young,1989,AL,eckerde01,4.0,129.0,1.0
347,Cy Young,1989,AL,mooremi01,11.0,129.0,1.0
348,Cy Young,1989,AL,olsongr01,4.0,129.0,1.0
349,Cy Young,1989,AL,russeje01,2.0,129.0,1.0
350,Cy Young,1989,AL,ryanno01,6.0,129.0,1.0
351,Cy Young,1989,AL,saberbr01,139.0,129.0,85.0
352,Cy Young,1989,AL,stewada01,81.0,129.0,4.0
353,Cy Young,1989,NL,belchti01,5.0,109.0,1.0
354,Cy Young,1989,NL,bielemi01,2.0,109.0,1.0
355,Cy Young,1989,NL,davisma01,108.0,109.0,60.0
356,Cy Young,1989,NL,garresc01,5.0,109.0,1.0
357,Cy Young,1989,NL,hershor01,8.0,109.0,4.0
358,Cy Young,1989,NL,maddugr01,18.0,109.0,1.0
359,Cy Young,1989,NL,magrajo01,8.0,109.0,1.0
360,Cy Young,1989,NL,reuscri01,4.0,109.0,1.0
361,Cy Young,1989,NL,scottmi03,66.0,109.0,13.0
362,Cy Young,1989,NL,willimi02,2.0,109.0,1.0
363,Cy Young,1990,AL,clemero02,78.0,129.0,26.0
364,Cy Young,1990,AL,eckerde01,3.0,129.0,1.0
365,Cy Young,1990,AL,finlech01,2.0,129.0,1.0
366,Cy Young,1990,AL,stewada01,44.0,129.0,10.0
367,Cy Young,1990,AL,stiebda01,3.0,129.0,1.0
368,Cy Young,1990,AL,thigpbo01,21.0,129.0,7.0
369,Cy Young,1990,AL,welchbo01,108.0,129.0,47.0
370,Cy Young,1990,NL,drabedo01,119.0,109.0,72.0
371,Cy Young,1990,NL,goodedw01,9.0,109.0,1.0
372,Cy Young,1990,NL,martira02,71.0,109.0,4.0
373,Cy Young,1990,NL,myersra01,2.0,109.0,1.0
374,Cy Young,1990,NL,violafr01,20.0,109.0,1.0
375,Cy Young,1991,AL,abbotji01,27.0,129.0,1.0
376,Cy Young,1991,AL,clemero02,120.0,129.0,66.0
377,Cy Young,1991,AL,ericksc01,57.0,129.0,10.0
378,Cy Young,1991,AL,gullibi01,6.0,129.0,1.0
379,Cy Young,1991,AL,harvebr01,11.0,129.0,1.0
380,Cy Young,1991,AL,langsma01,8.0,129.0,1.0
381,Cy Young,1991,AL,mcdowja01,4.0,129.0,1.0
382,Cy Young,1991,AL,morrija02,18.0,129.0,10.0
383,Cy Young,1991,AL,tapanke01,7.0,129.0,4.0
384,Cy Young,1991,AL,warddu01,4.0,129.0,1.0
385,Cy Young,1991,NL,averyst01,2.0,109.0,1.0
386,Cy Young,1991,NL,benesan01,2.0,109.0,1.0
387,Cy Young,1991,NL,glavito02,111.0,109.0,60.0
388,Cy Young,1991,NL,martide01,5.0,109.0,1.0
389,Cy Young,1991,NL,rijojo01,14.0,109.0,4.0
390,Cy Young,1991,NL,smilejo01,27.0,109.0,1.0
391,Cy Young,1991,NL,smithle02,61.0,109.0,13.0
392,Cy Young,1991,NL,willimi02,2.0,109.0,1.0
393,Cy Young,1992,AL,brownke01,10.0,129.0,1.0
394,Cy Young,1992,AL,clemero02,49.0,129.0,13.0
395,Cy Young,1992,AL,eckerde01,108.0,129.0,60.0
396,Cy Young,1992,AL,mcdowja01,52.0,129.0,7.0
397,Cy Young,1992,AL,morrija02,11.0,129.0,4.0
398,Cy Young,1992,AL,mussimi01,27.0,129.0,7.0
399,Cy Young,1992,AL,nagych01,2.0,129.0,1.0
400,Cy Young,1992,NL,drabedo01,2.0,109.0,1.0
401,Cy Young,1992,NL,glavito02,79.0,109.0,13.0
402,Cy Young,1992,NL,maddugr01,113.0,109.0,63.0
403,Cy Young,1992,NL,smithle02,4.0,109.0,1.0
404,Cy Young,1992,NL,tewksbo01,23.0,109.0,1.0
405,Cy Young,1993,AL,appieke01,31.0,129.0,4.0
406,Cy Young,1993,AL,guzmaju01,2.0,129.0,1.0
407,Cy Young,1993,AL,hentgpa01,4.0,129.0,1.0
408,Cy Young,1993,AL,johnsra05,76.0,129.0,20.0
409,Cy Young,1993,AL,keyji01,15.0,129.0,1.0
410,Cy Young,1993,AL,mcdowja01,125.0,129.0,66.0
411,Cy Young,1993,AL,warddu01,6.0,129.0,1.0
412,Cy Young,1993,NL,burkejo03,10.0,129.0,1.0
413,Cy Young,1993,NL,glavito02,50.0,129.0,13.0
414,Cy Young,1993,NL,greento01,3.0,129.0,1.0
415,Cy Young,1993,NL,harvebr01,2.0,129.0,1.0
416,Cy Young,1993,NL,maddugr01,120.0,129.0,69.0
417,Cy Young,1993,NL,myersra01,2.0,129.0,1.0
418,Cy Young,1993,NL,portuma01,3.0,129.0,1.0
419,Cy Young,1993,NL,rijojo01,9.0,129.0,1.0
420,Cy Young,1993,NL,swiftbi02,62.0,129.0,7.0
421,Cy Young,1994,AL,coneda01,109.0,129.0,47.0
422,Cy Young,1994,AL,johnsra05,25.0,129.0,7.0
423,Cy Young,1994,AL,keyji01,97.0,129.0,32.0
424,Cy Young,1994,AL,mussimi01,24.0,129.0,4.0
425,Cy Young,1994,AL,smithle02,2.0,129.0,1.0
426,Cy Young,1994,NL,beckro01,2.0,129.0,1.0
427,Cy Young,1994,NL,drabedo01,5.0,129.0,1.0
428,Cy Young,1994,NL,francjo01,3.0,129.0,1.0
429,Cy Young,1994,NL,freemma02,5.0,129.0,1.0
430,Cy Young,1994,NL,hillke01,57.0,129.0,1.0
431,Cy Young,1994,NL,jacksda02,4.0,129.0,1.0
432,Cy Young,1994,NL,maddugr01,141.0,129.0,88.0
433,Cy Young,1994,NL,saberbr01,43.0,129.0,1.0
434,Cy Young,1995,AL,coneda01,19.0,129.0,1.0
435,Cy Young,1995,AL,johnsra05,137.0,129.0,81.0
436,Cy Young,1995,AL,mesajo01,55.0,129.0,7.0
437,Cy Young,1995,AL,mussimi01,15.0,129.0,1.0
438,Cy Young,1995,AL,nagych01,2.0,129.0,1.0
