,playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
476,russoma01,1941,WS,NYA,AL,26.0,1.0,1.0,13.0,13.0,1.0,1.0,28.0,7.0,5.0,1.0,7.0,15.0,14.0,,1.0,1.0,1.0,1.0,33.0,1.0,4.0,1.0,1.0,18.0
477,wyattwh01,1941,WS,BRO,NL,26.0,26.0,15.0,26.0,26.0,1.0,1.0,55.0,24.0,20.0,21.0,32.0,41.0,24.0,,26.0,21.0,1.0,1.0,76.0,1.0,15.0,1.0,1.0,50.0
478,beazljo01,1942,WS,SLN,NL,50.0,1.0,15.0,26.0,26.0,1.0,1.0,55.0,27.0,20.0,41.0,10.0,18.0,25.0,,1.0,1.0,1.0,1.0,74.0,1.0,15.0,1.0,1.0,34.0
479,bonhati01,1942,WS,NYA,AL,1.0,26.0,15.0,13.0,13.0,1.0,1.0,34.0,15.0,20.0,1.0,10.0,9.0,24.0,,50.0,1.0,1.0,1.0,47.0,18.0,15.0,58.0,1.0,1.0
480,borowha01,1942,WS,NYA,AL,1.0,1.0,1.0,13.0,1.0,1.0,1.0,10.0,10.0,24.0,1.0,10.0,4.0,41.0,,1.0,1.0,1.0,1.0,19.0,1.0,18.0,1.0,1.0,1.0
481,breuema01,1942,WS,NYA,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,67.0,,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0
482,chandsp01,1942,WS,NYA,AL,1.0,26.0,15.0,13.0,1.0,1.0,26.0,26.0,9.0,5.0,1.0,4.0,9.0,19.0,,1.0,1.0,1.0,1.0,31.0,18.0,4.0,15.0,1.0,1.0
483,coopemo01,1942,WS,SLN,NL,1.0,26.0,15.0,26.0,1.0,1.0,1.0,40.0,27.0,31.0,21.0,13.0,26.0,32.0,,1.0,1.0,1.0,1.0,60.0,1.0,28.0,1.0,1.0,1.0
484,donalat01,1942,WS,NYA,AL,1.0,26.0,1.0,1.0,1.0,1.0,1.0,10.0,6.0,9.0,1.0,7.0,4.0,26.0,,1.0,1.0,1.0,1.0,15.0,1.0,6.0,1.0,1.0,1.0
485,gumbeha01,1942,WS,SLN,NL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,26.0,,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0
486,laniema01,1942,WS,SLN,NL,26.0,1.0,15.0,1.0,1.0,1.0,1.0,13.0,6.0,1.0,1.0,4.0,4.0,21.0,,1.0,1.0,1.0,1.0,18.0,34.0,6.0,15.0,1.0,1.0
487,polleho01,1942,WS,SLN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
488,ruffire01,1942,WS,NYA,AL,26.0,26.0,15.0,26.0,13.0,1.0,1.0,54.0,23.0,31.0,41.0,23.0,32.0,23.0,,1.0,1.0,1.0,1.0,74.0,1.0,23.0,29.0,1.0,18.0
489,turneji01,1942,WS,NYA,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,,26.0,1.0,1.0,1.0,4.0,18.0,1.0,1.0,1.0,1.0
490,whiteer01,1942,WS,SLN,NL,26.0,1.0,1.0,13.0,13.0,34.0,1.0,28.0,10.0,1.0,1.0,1.0,18.0,19.0,,1.0,1.0,1.0,1.0,34.0,1.0,1.0,1.0,1.0,1.0
491,bonhati01,1943,WS,NYA,AL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,25.0,10.0,16.0,41.0,10.0,26.0,21.0,,1.0,1.0,1.0,1.0,34.0,1.0,12.0,15.0,1.0,1.0
492,borowha01,1943,WS,NYA,AL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,25.0,10.0,9.0,1.0,10.0,12.0,22.0,,50.0,1.0,1.0,1.0,32.0,1.0,6.0,1.0,1.0,18.0
493,brazlal01,1943,WS,SLN,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,23.0,9.0,12.0,1.0,7.0,12.0,19.0,,26.0,1.0,1.0,1.0,32.0,1.0,18.0,15.0,1.0,18.0
494,brechha01,1943,WS,SLN,NL,1.0,26.0,29.0,1.0,1.0,1.0,1.0,12.0,9.0,5.0,1.0,10.0,9.0,39.0,,50.0,1.0,1.0,1.0,18.0,50.0,4.0,15.0,1.0,1.0
495,chandsp01,1943,WS,NYA,AL,50.0,1.0,15.0,26.0,26.0,34.0,1.0,55.0,27.0,5.0,1.0,10.0,29.0,27.0,,1.0,1.0,1.0,1.0,73.0,1.0,6.0,43.0,1.0,34.0
496,coopemo01,1943,WS,SLN,NL,26.0,26.0,15.0,26.0,13.0,1.0,1.0,49.0,18.0,20.0,21.0,10.0,29.0,20.0,,1.0,21.0,1.0,1.0,63.0,1.0,15.0,29.0,1.0,18.0
497,dicksmu01,1943,WS,SLN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,18.0,1.0,1.0,1.0,1.0
498,kristho01,1943,WS,SLN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,100.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
499,laniema01,1943,WS,SLN,NL,1.0,26.0,29.0,26.0,1.0,1.0,1.0,47.0,21.0,12.0,21.0,10.0,38.0,23.0,,1.0,21.0,1.0,1.0,63.0,1.0,15.0,1.0,1.0,34.0
500,murphjo04,1943,WS,NYA,AL,1.0,1.0,15.0,1.0,1.0,1.0,26.0,7.0,3.0,1.0,1.0,4.0,4.0,18.0,,1.0,1.0,1.0,1.0,9.0,34.0,1.0,15.0,1.0,1.0
501,russoma01,1943,WS,NYA,AL,26.0,1.0,1.0,13.0,13.0,1.0,1.0,28.0,12.0,1.0,1.0,4.0,7.0,20.0,,26.0,1.0,1.0,1.0,38.0,1.0,4.0,1.0,1.0,1.0
502,brechha01,1944,WS,SLN,NL,26.0,1.0,1.0,13.0,13.0,1.0,1.0,28.0,15.0,5.0,1.0,13.0,12.0,27.0,,1.0,1.0,1.0,1.0,39.0,1.0,4.0,1.0,1.0,34.0
503,byerlbu01,1944,WS,SLN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,5.0,18.0,1.0,1.0,1.0,1.0
504,coopemo01,1944,WS,SLN,NL,26.0,26.0,15.0,26.0,13.0,34.0,1.0,49.0,15.0,9.0,21.0,16.0,46.0,17.0,,1.0,1.0,1.0,1.0,63.0,1.0,6.0,1.0,1.0,1.0
505,donnebl01,1944,WS,SLN,NL,26.0,1.0,15.0,1.0,1.0,1.0,1.0,19.0,4.0,1.0,1.0,4.0,26.0,11.0,,26.0,1.0,1.0,1.0,22.0,34.0,1.0,1.0,1.0,1.0
506,galehde01,1944,WS,SLA,AL,26.0,26.0,15.0,26.0,26.0,1.0,1.0,55.0,21.0,12.0,41.0,16.0,43.0,21.0,,26.0,1.0,1.0,1.0,72.0,1.0,9.0,29.0,1.0,34.0
507,hollial01,1944,WS,SLA,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,9.0,5.0,1.0,7.0,4.0,32.0,,26.0,1.0,1.0,1.0,19.0,1.0,4.0,1.0,1.0,1.0
508,jakucsi01,1944,WS,SLA,AL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,10.0,9.0,12.0,21.0,1.0,12.0,34.0,,1.0,1.0,1.0,1.0,16.0,1.0,12.0,1.0,1.0,1.0
509,jurisal01,1944,WS,SLN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,9.0,1.0,4.0,1.0,50.0,,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0
510,krameja01,1944,WS,SLA,AL,26.0,1.0,15.0,13.0,13.0,1.0,1.0,34.0,15.0,1.0,1.0,13.0,35.0,23.0,,26.0,1.0,1.0,1.0,47.0,18.0,6.0,15.0,1.0,1.0
511,laniema01,1944,WS,SLN,NL,26.0,1.0,15.0,26.0,1.0,1.0,1.0,38.0,13.0,12.0,1.0,26.0,32.0,19.0,,26.0,21.0,1.0,1.0,54.0,1.0,9.0,15.0,1.0,1.0
512,muncrbo01,1944,WS,SLA,AL,1.0,26.0,15.0,1.0,1.0,1.0,1.0,21.0,9.0,5.0,1.0,13.0,12.0,25.0,,50.0,1.0,1.0,1.0,29.0,18.0,4.0,43.0,1.0,18.0
513,pottene01,1944,WS,SLA,AL,1.0,26.0,15.0,26.0,1.0,1.0,1.0,30.0,16.0,5.0,1.0,10.0,18.0,26.0,,26.0,1.0,1.0,1.0,45.0,1.0,15.0,15.0,1.0,1.0
514,schmifr01,1944,WS,SLN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,3.0,1.0,1.0,4.0,4.0,11.0,,26.0,21.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,18.0
515,shirlte01,1944,WS,SLA,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,1.0,4.0,4.0,29.0,,1.0,1.0,1.0,1.0,9.0,18.0,1.0,1.0,1.0,1.0
516,wilkste01,1944,WS,SLN,NL,1.0,26.0,15.0,13.0,1.0,1.0,26.0,20.0,9.0,16.0,1.0,10.0,21.0,22.0,,1.0,1.0,1.0,1.0,28.0,18.0,12.0,1.0,1.0,1.0
517,bentoal01,1945,WS,DET,AL,1.0,1.0,29.0,1.0,1.0,1.0,1.0,15.0,10.0,5.0,1.0,1.0,15.0,34.0,,1.0,1.0,1.0,1.0,21.0,18.0,4.0,29.0,1.0,1.0
518,borowha01,1945,WS,CHN,NL,50.0,50.0,43.0,38.0,13.0,34.0,1.0,55.0,33.0,31.0,1.0,20.0,24.0,30.0,,1.0,1.0,26.0,1.0,79.0,18.0,23.0,1.0,1.0,67.0
519,bridgto01,1945,WS,DET,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,12.0,1.0,10.0,4.0,43.0,,1.0,1.0,1.0,1.0,11.0,1.0,9.0,1.0,1.0,1.0
520,castege01,1945,WS,DET,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
521,chipmbo01,1945,WS,CHN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
522,derripa01,1945,WS,CHN,NL,1.0,1.0,29.0,1.0,1.0,1.0,1.0,17.0,9.0,16.0,1.0,23.0,4.0,26.0,,50.0,1.0,1.0,1.0,30.0,1.0,12.0,29.0,1.0,1.0
523,erickpa01,1945,WS,CHN,NL,1.0,1.0,43.0,1.0,1.0,1.0,1.0,22.0,13.0,12.0,1.0,10.0,15.0,29.0,,1.0,1.0,26.0,1.0,33.0,50.0,9.0,1.0,1.0,1.0
524,muellle01,1945,WS,DET,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,4.0,4.0,1.0,,1.0,1.0,1.0,1.0,8.0,18.0,1.0,1.0,1.0,1.0
525,newhoha01,1945,WS,DET,AL,50.0,26.0,29.0,38.0,26.0,1.0,1.0,63.0,40.0,54.0,1.0,13.0,63.0,31.0,,26.0,21.0,1.0,1.0,90.0,1.0,40.0,29.0,1.0,34.0
526,overmst01,1945,WS,DET,AL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,19.0,7.0,9.0,1.0,7.0,7.0,20.0,,1.0,1.0,1.0,1.0,25.0,1.0,6.0,15.0,1.0,1.0
527,passecl01,1945,WS,CHN,NL,26.0,1.0,29.0,26.0,13.0,34.0,1.0,51.0,12.0,20.0,1.0,26.0,9.0,13.0,,50.0,1.0,1.0,1.0,66.0,1.0,15.0,1.0,1.0,18.0
528,primra01,1945,WS,CHN,NL,1.0,26.0,15.0,13.0,1.0,1.0,1.0,13.0,7.0,16.0,21.0,4.0,4.0,26.0,,1.0,1.0,1.0,1.0,18.0,1.0,15.0,1.0,1.0,1.0
529,tobinji01,1945,WS,DET,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,7.0,9.0,21.0,4.0,1.0,34.0,,1.0,1.0,1.0,1.0,15.0,1.0,6.0,15.0,1.0,1.0
530,troutdi01,1945,WS,DET,AL,26.0,26.0,15.0,13.0,13.0,1.0,1.0,42.0,15.0,5.0,1.0,10.0,26.0,20.0,,26.0,1.0,1.0,1.0,53.0,18.0,6.0,29.0,1.0,18.0
531,truckvi01,1945,WS,DET,AL,26.0,1.0,15.0,26.0,13.0,1.0,1.0,41.0,23.0,20.0,1.0,16.0,21.0,28.0,,1.0,1.0,1.0,1.0,59.0,1.0,15.0,29.0,1.0,1.0
532,vandehy01,1945,WS,CHN,NL,1.0,1.0,29.0,1.0,1.0,1.0,1.0,19.0,3.0,1.0,1.0,10.0,9.0,7.0,,26.0,1.0,1.0,1.0,23.0,1.0,1.0,15.0,1.0,1.0
533,wyseha01,1945,WS,CHN,NL,1.0,26.0,29.0,13.0,1.0,1.0,1.0,24.0,13.0,24.0,21.0,13.0,4.0,27.0,,1.0,1.0,1.0,1.0,36.0,18.0,20.0,1.0,1.0,1.0
534,bagbyji02,1946,WS,BOS,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,5.0,1.0,4.0,4.0,50.0,,26.0,1.0,1.0,1.0,15.0,1.0,4.0,15.0,1.0,1.0
535,beazljo01,1946,WS,SLN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,34.0,,1.0,21.0,1.0,1.0,5.0,18.0,1.0,15.0,1.0,1.0
536,brazlal01,1946,WS,SLN,NL,1.0,26.0,1.0,1.0,1.0,1.0,1.0,21.0,12.0,16.0,21.0,20.0,12.0,28.0,,100.0,1.0,1.0,1.0,34.0,1.0,15.0,15.0,1.0,18.0
537,brechha01,1946,WS,SLN,NL,75.0,1.0,29.0,26.0,26.0,34.0,1.0,61.0,23.0,5.0,1.0,16.0,32.0,21.0,,26.0,1.0,1.0,1.0,75.0,18.0,4.0,1.0,1.0,67.0
538,brownma01,1946,WS,BOS,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,12.0,1.0,4.0,1.0,67.0,,1.0,1.0,1.0,1.0,8.0,1.0,9.0,1.0,1.0,1.0
539,dicksmu01,1946,WS,SLN,NL,1.0,26.0,15.0,26.0,1.0,1.0,1.0,43.0,18.0,24.0,21.0,13.0,21.0,22.0,,26.0,1.0,1.0,1.0,58.0,1.0,18.0,15.0,1.0,1.0
540,dobsojo01,1946,WS,BOS,AL,26.0,1.0,29.0,13.0,13.0,1.0,1.0,39.0,7.0,1.0,1.0,10.0,29.0,10.0,,26.0,1.0,26.0,1.0,49.0,18.0,9.0,1.0,1.0,1.0
541,dreiscl01,1946,WS,BOS,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,18.0,1.0,1.0,1.0,1.0
542,ferrida01,1946,WS,BOS,AL,26.0,1.0,15.0,26.0,13.0,34.0,1.0,41.0,21.0,12.0,1.0,7.0,12.0,28.0,,1.0,1.0,1.0,1.0,52.0,1.0,9.0,15.0,1.0,18.0
543,harrimi01,1946,WS,BOS,AL,1.0,50.0,15.0,26.0,1.0,1.0,1.0,30.0,18.0,16.0,1.0,13.0,15.0,28.0,,26.0,1.0,1.0,1.0,46.0,1.0,18.0,15.0,1.0,1.0
544,hughste01,1946,WS,BOS,AL,1.0,26.0,29.0,26.0,1.0,1.0,1.0,44.0,23.0,20.0,21.0,10.0,24.0,27.0,,26.0,1.0,26.0,1.0,62.0,1.0,23.0,43.0,1.0,1.0
545,johnsea01,1946,WS,BOS,AL,26.0,1.0,29.0,1.0,1.0,1.0,1.0,11.0,3.0,5.0,1.0,7.0,4.0,10.0,,26.0,1.0,1.0,1.0,15.0,50.0,4.0,15.0,1.0,1.0
546,klingbo01,1946,WS,BOS,AL,1.0,26.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,4.0,1.0,50.0,,26.0,1.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,1.0
547,mungere01,1946,WS,SLN,NL,26.0,1.0,1.0,13.0,13.0,1.0,1.0,28.0,15.0,5.0,21.0,10.0,7.0,26.0,,1.0,1.0,1.0,1.0,39.0,1.0,9.0,1.0,1.0,1.0
548,polleho01,1946,WS,SLN,NL,1.0,26.0,15.0,26.0,13.0,1.0,1.0,32.0,20.0,16.0,21.0,13.0,9.0,29.0,,1.0,1.0,26.0,1.0,48.0,1.0,12.0,1.0,1.0,1.0
549,rybami01,1946,WS,BOS,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,4.0,1.0,50.0,,1.0,1.0,1.0,1.0,7.0,1.0,4.0,15.0,1.0,1.0
550,wilkste01,1946,WS,SLN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,34.0,,1.0,1.0,1.0,1.0,7.0,18.0,4.0,1.0,1.0,1.0
551,zuberbi01,1946,WS,BOS,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,5.0,1.0,4.0,4.0,38.0,,26.0,1.0,1.0,1.0,10.0,1.0,4.0,1.0,1.0,18.0
552,barnere02,1947,WS,BRO,NL,1.0,26.0,29.0,13.0,1.0,1.0,1.0,21.0,7.0,9.0,21.0,32.0,9.0,19.0,,1.0,41.0,1.0,1.0,33.0,18.0,6.0,1.0,1.0,18.0
553,behrmha01,1947,WS,BRO,NL,1.0,1.0,58.0,1.0,1.0,1.0,1.0,20.0,15.0,20.0,1.0,16.0,9.0,33.0,,26.0,21.0,1.0,1.0,36.0,1.0,15.0,29.0,1.0,1.0
554,bevenbi01,1947,WS,NYA,AL,1.0,26.0,15.0,13.0,13.0,1.0,1.0,35.0,6.0,12.0,1.0,35.0,21.0,9.0,,26.0,21.0,1.0,1.0,49.0,1.0,9.0,15.0,1.0,1.0
555,brancra01,1947,WS,BRO,NL,26.0,26.0,29.0,13.0,1.0,1.0,1.0,26.0,20.0,31.0,21.0,16.0,24.0,33.0,,1.0,1.0,26.0,1.0,44.0,1.0,23.0,1.0,1.0,1.0
556,caseyhu01,1947,WS,BRO,NL,50.0,1.0,72.0,1.0,1.0,1.0,26.0,32.0,9.0,5.0,1.0,4.0,9.0,16.0,,1.0,1.0,26.0,1.0,36.0,100.0,4.0,1.0,1.0,50.0
557,chandsp01,1947,WS,NYA,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,9.0,1.0,10.0,4.0,29.0,,1.0,1.0,1.0,1.0,12.0,1.0,6.0,15.0,1.0,1.0
558,drewska01,1947,WS,NYA,AL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,10.0,4.0,5.0,1.0,4.0,1.0,19.0,,1.0,21.0,26.0,1.0,14.0,1.0,4.0,1.0,1.0,1.0
559,greggha01,1947,WS,BRO,NL,1.0,26.0,29.0,13.0,1.0,1.0,1.0,39.0,15.0,20.0,1.0,26.0,29.0,21.0,,1.0,1.0,1.0,1.0,54.0,1.0,15.0,15.0,1.0,34.0
560,hattejo01,1947,WS,BRO,NL,1.0,1.0,43.0,13.0,1.0,1.0,1.0,28.0,20.0,28.0,21.0,23.0,15.0,32.0,,1.0,1.0,1.0,1.0,46.0,1.0,20.0,1.0,1.0,18.0
561,lombavi01,1947,WS,BRO,NL,1.0,26.0,15.0,26.0,1.0,1.0,1.0,21.0,23.0,35.0,21.0,4.0,15.0,43.0,,26.0,21.0,1.0,1.0,35.0,1.0,26.0,1.0,1.0,18.0
562,newsobo01,1947,WS,NYA,AL,1.0,26.0,15.0,13.0,1.0,1.0,1.0,8.0,10.0,20.0,1.0,7.0,1.0,55.0,,1.0,1.0,1.0,1.0,14.0,1.0,15.0,1.0,1.0,1.0
563,pagejo01,1947,WS,NYA,AL,26.0,26.0,43.0,1.0,1.0,1.0,26.0,40.0,20.0,24.0,1.0,7.0,21.0,25.0,,1.0,41.0,1.0,1.0,53.0,50.0,18.0,1.0,1.0,18.0
564,raschvi01,1947,WS,NYA,AL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,4.0,34.0,,1.0,1.0,1.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0
565,reynoal01,1947,WS,NYA,AL,26.0,1.0,15.0,26.0,13.0,1.0,1.0,35.0,24.0,24.0,21.0,10.0,18.0,33.0,,1.0,1.0,1.0,1.0,50.0,1.0,20.0,1.0,1.0,34.0
566,sheasp01,1947,WS,NYA,AL,50.0,1.0,29.0,38.0,13.0,1.0,1.0,47.0,16.0,16.0,1.0,26.0,29.0,20.0,,26.0,1.0,1.0,100.0,62.0,1.0,12.0,15.0,1.0,1.0
567,tayloha03,1947,WS,BRO,NL,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,67.0,,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0
568,wenslbu01,1947,WS,NYA,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,8.0,18.0,1.0,1.0,1.0,1.0
569,barrere01,1948,WS,BSN,NL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,12.0,3.0,1.0,1.0,1.0,4.0,9.0,,1.0,1.0,1.0,1.0,14.0,18.0,1.0,1.0,1.0,1.0
570,beardge01,1948,WS,CLE,AL,26.0,1.0,15.0,13.0,13.0,34.0,26.0,33.0,10.0,1.0,1.0,4.0,12.0,18.0,,1.0,1.0,1.0,1.0,37.0,18.0,1.0,15.0,1.0,34.0
571,bickfve01,1948,WS,BSN,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,11.0,7.0,5.0,1.0,16.0,4.0,31.0,,1.0,1.0,1.0,1.0,19.0,1.0,6.0,1.0,1.0,18.0
572,chrisru01,1948,WS,CLE,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,100.0,,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0
573,fellebo01,1948,WS,CLE,AL,1.0,50.0,15.0,26.0,13.0,1.0,1.0,44.0,16.0,31.0,60.0,16.0,21.0,20.0,,26.0,1.0,1.0,1.0,60.0,1.0,23.0,43.0,1.0,1.0
574,gromest01,1948,WS,CLE,AL,26.0,1.0,1.0,13.0,13.0,1.0,1.0,28.0,12.0,5.0,21.0,4.0,7.0,23.0,,1.0,1.0,1.0,1.0,35.0,1.0,4.0,15.0,1.0,18.0
575,kliemed01,1948,WS,CLE,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,12.0,1.0,7.0,1.0,100.0,,1.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,1.0,1.0
576,lemonbo01,1948,WS,CLE,AL,50.0,1.0,15.0,26.0,13.0,1.0,1.0,50.0,26.0,12.0,1.0,23.0,18.0,28.0,,1.0,1.0,1.0,100.0,68.0,1.0,12.0,29.0,1.0,67.0
577,muncrbo01,1948,WS,CLE,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,15.0,,1.0,1.0,1.0,1.0,8.0,18.0,1.0,1.0,1.0,1.0
578,paigesa01,1948,WS,CLE,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,100.0,3.0,1.0,1.0,1.0,1.0,1.0
579,pottene01,1948,WS,BSN,NL,1.0,1.0,15.0,13.0,1.0,1.0,1.0,17.0,10.0,20.0,41.0,7.0,4.0,27.0,,1.0,1.0,1.0,1.0,26.0,18.0,18.0,1.0,1.0,1.0
580,sainjo01,1948,WS,BSN,NL,26.0,26.0,15.0,26.0,26.0,34.0,1.0,52.0,15.0,9.0,21.0,1.0,26.0,16.0,,1.0,1.0,1.0,1.0,62.0,1.0,6.0,29.0,1.0,1.0
581,spahnwa01,1948,WS,BSN,NL,26.0,26.0,29.0,13.0,1.0,1.0,1.0,37.0,16.0,16.0,1.0,10.0,35.0,23.0,,26.0,1.0,1.0,1.0,49.0,34.0,12.0,15.0,1.0,1.0
582,voisebi01,1948,WS,BSN,NL,1.0,26.0,15.0,13.0,1.0,1.0,1.0,33.0,13.0,12.0,21.0,7.0,7.0,21.0,,1.0,1.0,26.0,1.0,43.0,1.0,9.0,1.0,1.0,18.0
583,bantaja01,1949,WS,BRO,NL,1.0,1.0,29.0,1.0,1.0,1.0,1.0,18.0,9.0,9.0,21.0,4.0,12.0,26.0,,1.0,1.0,1.0,1.0,23.0,34.0,6.0,15.0,1.0,1.0
584,barnere02,1949,WS,BRO,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,9.0,6.0,20.0,1.0,20.0,7.0,31.0,,1.0,1.0,1.0,1.0,18.0,1.0,15.0,15.0,1.0,1.0
585,brancra01,1949,WS,BRO,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,27.0,7.0,16.0,1.0,13.0,18.0,14.0,,1.0,1.0,1.0,1.0,35.0,1.0,12.0,1.0,1.0,1.0
586,byrneto01,1949,WS,NYA,AL,1.0,1.0,1.0,13.0,1.0,1.0,1.0,11.0,4.0,5.0,21.0,7.0,4.0,19.0,,1.0,1.0,26.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0
587,erskica01,1949,WS,BRO,NL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,6.0,6.0,12.0,1.0,4.0,1.0,38.0,,1.0,1.0,1.0,1.0,10.0,1.0,9.0,1.0,1.0,1.0
588,hattejo01,1949,WS,BRO,NL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,6.0,7.0,12.0,1.0,7.0,1.0,50.0,,26.0,1.0,1.0,1.0,11.0,1.0,9.0,1.0,1.0,1.0
589,lopated01,1949,WS,NYA,AL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,18.0,15.0,16.0,1.0,4.0,12.0,37.0,,1.0,1.0,1.0,1.0,27.0,1.0,12.0,1.0,1.0,18.0
590,minnepa01,1949,WS,BRO,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,26.0,,1.0,1.0,1.0,1.0,5.0,18.0,1.0,1.0,1.0,1.0
591,newcodo01,1949,WS,BRO,NL,1.0,50.0,15.0,26.0,13.0,1.0,1.0,36.0,16.0,16.0,21.0,10.0,32.0,23.0,,1.0,1.0,1.0,1.0,48.0,1.0,12.0,1.0,1.0,1.0
592,pagejo01,1949,WS,NYA,AL,26.0,1.0,29.0,1.0,1.0,1.0,26.0,28.0,10.0,9.0,41.0,10.0,24.0,20.0,,1.0,1.0,1.0,1.0,36.0,50.0,6.0,15.0,1.0,18.0
593,palicer01,1949,WS,BRO,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,4.0,4.0,15.0,,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0
