,playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
3691,rogerke01,2006,ALCS,DET,AL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,23.0,4.0,1.0,1.0,7.0,18.0,10.0,,1.0,1.0,26.0,1.0,27.0,1.0,1.0,1.0,1.0,18.0
3692,rogerke01,2006,ALDS1,DET,AL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,24.0,9.0,1.0,1.0,7.0,24.0,19.0,,1.0,1.0,26.0,1.0,31.0,1.0,1.0,1.0,1.0,18.0
3693,rogerke01,2006,WS,DET,AL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,25.0,4.0,1.0,1.0,10.0,15.0,9.0,,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,1.0,18.0
3694,saitota01,2006,NLDS1,LAN,NL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,12.0,1.0,,1.0,1.0,1.0,1.0,10.0,34.0,1.0,1.0,1.0,1.0
3695,santajo01,2006,ALDS2,MIN,AL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,25.0,9.0,9.0,21.0,4.0,24.0,18.0,,1.0,1.0,1.0,1.0,31.0,1.0,6.0,1.0,1.0,18.0
3696,seaneru01,2006,NLDS2,SDN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,7.0,1.0,,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0
3697,streehu01,2006,ALCS,OAK,AL,1.0,26.0,15.0,1.0,1.0,1.0,1.0,11.0,7.0,16.0,41.0,1.0,9.0,31.0,,1.0,1.0,1.0,1.0,14.0,34.0,12.0,1.0,1.0,18.0
3698,streehu01,2006,ALDS2,OAK,AL,1.0,1.0,29.0,1.0,1.0,1.0,50.0,10.0,7.0,5.0,1.0,4.0,4.0,34.0,,1.0,1.0,1.0,1.0,14.0,50.0,4.0,1.0,1.0,18.0
3699,suppaje01,2006,NLCS,SLN,NL,26.0,1.0,15.0,26.0,1.0,1.0,1.0,46.0,9.0,5.0,1.0,20.0,18.0,11.0,,26.0,1.0,26.0,1.0,58.0,1.0,4.0,1.0,1.0,1.0
3700,suppaje01,2006,NLDS2,SLN,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,14.0,10.0,12.0,1.0,10.0,9.0,36.0,,26.0,1.0,1.0,1.0,22.0,1.0,9.0,1.0,34.0,18.0
3701,suppaje01,2006,WS,SLN,NL,1.0,1.0,1.0,13.0,1.0,1.0,1.0,19.0,13.0,12.0,21.0,7.0,12.0,33.0,,26.0,1.0,1.0,1.0,29.0,1.0,9.0,15.0,1.0,1.0
3702,thompbr01,2006,NLCS,SLN,NL,1.0,26.0,15.0,1.0,1.0,1.0,1.0,3.0,6.0,9.0,21.0,1.0,4.0,50.0,,1.0,1.0,1.0,1.0,7.0,1.0,9.0,1.0,1.0,1.0
3703,thompbr01,2006,NLDS2,SLN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,,1.0,1.0,1.0,1.0,4.0,18.0,1.0,1.0,1.0,1.0
3704,thompbr01,2006,WS,SLN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
3705,tomkobr01,2006,NLDS1,LAN,NL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,4.0,7.0,5.0,1.0,7.0,1.0,67.0,,1.0,1.0,1.0,100.0,11.0,1.0,12.0,15.0,34.0,1.0
3706,trachst01,2006,NLCS,NYN,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,4.0,9.0,20.0,21.0,16.0,4.0,72.0,,1.0,1.0,1.0,1.0,13.0,1.0,15.0,1.0,1.0,1.0
3707,trachst01,2006,NLDS1,NYN,NL,1.0,1.0,1.0,13.0,1.0,1.0,1.0,11.0,10.0,9.0,1.0,4.0,7.0,38.0,,1.0,1.0,1.0,1.0,18.0,1.0,6.0,1.0,1.0,18.0
3708,verlaju01,2006,ALCS,DET,AL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,17.0,12.0,16.0,41.0,4.0,18.0,31.0,,1.0,21.0,1.0,100.0,25.0,1.0,12.0,1.0,1.0,1.0
3709,verlaju01,2006,ALDS1,DET,AL,1.0,1.0,1.0,13.0,1.0,1.0,1.0,17.0,12.0,12.0,21.0,13.0,15.0,32.0,,1.0,1.0,1.0,1.0,27.0,1.0,9.0,1.0,1.0,18.0
3710,verlaju01,2006,WS,DET,AL,1.0,50.0,15.0,26.0,1.0,1.0,1.0,34.0,20.0,28.0,41.0,16.0,35.0,28.0,,1.0,41.0,1.0,1.0,51.0,1.0,28.0,15.0,1.0,1.0
3711,villoro01,2006,ALDS1,NYA,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,26.0,,1.0,1.0,1.0,1.0,6.0,18.0,1.0,1.0,1.0,1.0
3712,wagnebi02,2006,NLCS,NYN,NL,1.0,26.0,29.0,1.0,1.0,1.0,26.0,9.0,12.0,20.0,21.0,4.0,1.0,47.0,,1.0,1.0,1.0,1.0,17.0,34.0,15.0,1.0,1.0,1.0
3713,wagnebi02,2006,NLDS1,NYN,NL,1.0,1.0,29.0,1.0,1.0,1.0,50.0,10.0,6.0,5.0,1.0,1.0,12.0,26.0,,1.0,1.0,1.0,1.0,13.0,50.0,4.0,1.0,1.0,1.0
3714,wainwad01,2006,NLCS,SLN,NL,1.0,1.0,29.0,1.0,1.0,1.0,50.0,10.0,4.0,1.0,1.0,4.0,12.0,19.0,,1.0,1.0,1.0,1.0,13.0,50.0,1.0,1.0,1.0,1.0
3715,wainwad01,2006,NLDS2,SLN,NL,1.0,1.0,29.0,1.0,1.0,1.0,26.0,12.0,6.0,1.0,1.0,1.0,18.0,22.0,,1.0,1.0,1.0,1.0,15.0,50.0,1.0,1.0,1.0,1.0
3716,wainwad01,2006,WS,SLN,NL,26.0,1.0,29.0,1.0,1.0,1.0,26.0,10.0,4.0,1.0,1.0,4.0,15.0,19.0,,1.0,21.0,1.0,1.0,13.0,50.0,1.0,1.0,1.0,1.0
3717,walkeja01,2006,ALCS,DET,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
3718,walkeja01,2006,ALDS1,DET,AL,26.0,1.0,29.0,1.0,1.0,1.0,1.0,12.0,6.0,9.0,41.0,4.0,4.0,24.0,,1.0,1.0,1.0,1.0,15.0,34.0,6.0,1.0,1.0,18.0
3719,walkeja01,2006,WS,DET,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,21.0,1.0,1.0,2.0,18.0,1.0,1.0,1.0,1.0
3720,wangch01,2006,ALDS1,NYA,AL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,21.0,13.0,12.0,21.0,4.0,12.0,31.0,,1.0,1.0,1.0,1.0,28.0,1.0,9.0,1.0,1.0,18.0
3721,weaveje01,2006,NLCS,SLN,NL,26.0,26.0,15.0,26.0,1.0,1.0,1.0,36.0,16.0,16.0,21.0,13.0,7.0,23.0,,26.0,1.0,1.0,1.0,50.0,1.0,12.0,1.0,1.0,1.0
3722,weaveje01,2006,NLDS2,SLN,NL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,16.0,4.0,1.0,1.0,10.0,9.0,13.0,,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,18.0
3723,weaveje01,2006,WS,SLN,NL,26.0,26.0,15.0,26.0,1.0,1.0,1.0,40.0,21.0,16.0,41.0,7.0,41.0,26.0,,1.0,1.0,26.0,1.0,57.0,1.0,15.0,15.0,1.0,18.0
3724,wellsda01,2006,NLDS2,SDN,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,16.0,12.0,9.0,1.0,1.0,7.0,40.0,,1.0,1.0,26.0,1.0,20.0,1.0,6.0,1.0,1.0,34.0
3725,williwo02,2006,NLDS2,SDN,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,17.0,9.0,16.0,1.0,7.0,4.0,26.0,,1.0,1.0,26.0,1.0,24.0,1.0,12.0,1.0,1.0,1.0
3726,wrighja02,2006,ALDS1,NYA,AL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,9.0,9.0,12.0,41.0,4.0,4.0,36.0,,1.0,1.0,1.0,1.0,16.0,1.0,12.0,1.0,1.0,1.0
3727,youngch03,2006,NLDS2,SDN,NL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,21.0,7.0,1.0,1.0,7.0,26.0,18.0,,26.0,1.0,1.0,1.0,26.0,1.0,1.0,1.0,1.0,18.0
3728,zitoba01,2006,ALCS,OAK,AL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,12.0,12.0,20.0,41.0,10.0,1.0,40.0,,1.0,1.0,1.0,1.0,22.0,1.0,15.0,1.0,1.0,1.0
3729,zitoba01,2006,ALDS2,OAK,AL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,25.0,7.0,5.0,21.0,10.0,4.0,16.0,,1.0,1.0,1.0,1.0,31.0,1.0,4.0,15.0,1.0,1.0
3730,zumayjo01,2006,ALCS,DET,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,26.0,,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0
3731,zumayjo01,2006,ALDS1,DET,AL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0
3732,zumayjo01,2006,WS,DET,AL,1.0,26.0,29.0,1.0,1.0,1.0,1.0,10.0,3.0,5.0,1.0,10.0,9.0,10.0,,1.0,21.0,1.0,1.0,15.0,34.0,9.0,1.0,1.0,1.0
3733,affelje01,2007,NLCS,COL,NL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
3734,affelje01,2007,NLDS2,COL,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,21.0,1.0,7.0,26.0,,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0
3735,affelje01,2007,WS,COL,NL,1.0,1.0,43.0,1.0,1.0,1.0,1.0,10.0,4.0,1.0,1.0,4.0,7.0,21.0,,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,18.0
3736,alfonan01,2007,NLDS2,PHI,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,26.0,,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
3737,beckejo02,2007,ALCS,BOS,AL,50.0,1.0,15.0,26.0,1.0,1.0,1.0,43.0,15.0,12.0,21.0,4.0,52.0,19.0,,1.0,21.0,26.0,1.0,53.0,1.0,9.0,1.0,1.0,34.0
3738,beckejo02,2007,ALDS1,BOS,AL,26.0,1.0,1.0,13.0,13.0,34.0,1.0,28.0,7.0,1.0,1.0,1.0,24.0,14.0,,1.0,21.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0
3739,beckejo02,2007,WS,BOS,AL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,22.0,10.0,5.0,1.0,4.0,26.0,24.0,,1.0,1.0,1.0,1.0,28.0,1.0,4.0,1.0,1.0,18.0
3740,betanra01,2007,ALCS,CLE,AL,1.0,1.0,58.0,1.0,1.0,1.0,1.0,25.0,10.0,24.0,21.0,4.0,18.0,21.0,,26.0,1.0,1.0,1.0,33.0,18.0,20.0,15.0,34.0,1.0
3741,betanra01,2007,ALDS2,CLE,AL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,9.0,15.0,,1.0,1.0,1.0,1.0,8.0,18.0,1.0,1.0,1.0,1.0
3742,borowjo01,2007,ALCS,CLE,AL,1.0,1.0,43.0,1.0,1.0,1.0,26.0,13.0,10.0,9.0,1.0,10.0,4.0,38.0,,1.0,1.0,1.0,1.0,21.0,67.0,6.0,1.0,34.0,18.0
3743,borowjo01,2007,ALDS2,CLE,AL,1.0,1.0,15.0,1.0,1.0,1.0,26.0,7.0,3.0,5.0,21.0,7.0,4.0,15.0,,1.0,1.0,1.0,1.0,10.0,34.0,4.0,1.0,1.0,1.0
3744,byrdpa01,2007,ALCS,CLE,AL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,16.0,10.0,9.0,41.0,1.0,12.0,29.0,,1.0,1.0,1.0,1.0,22.0,1.0,6.0,1.0,1.0,1.0
3745,byrdpa01,2007,ALDS2,CLE,AL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,16.0,13.0,9.0,21.0,7.0,7.0,35.0,,1.0,1.0,1.0,1.0,26.0,1.0,6.0,1.0,1.0,1.0
3746,carmofa01,2007,ALCS,CLE,AL,1.0,26.0,15.0,26.0,1.0,1.0,1.0,19.0,16.0,43.0,21.0,29.0,21.0,39.0,,1.0,1.0,1.0,1.0,36.0,1.0,31.0,1.0,1.0,34.0
3747,carmofa01,2007,ALDS2,CLE,AL,1.0,1.0,1.0,13.0,1.0,1.0,1.0,28.0,6.0,5.0,21.0,7.0,15.0,11.0,,1.0,1.0,1.0,1.0,32.0,1.0,4.0,1.0,1.0,34.0
3748,chambjo03,2007,ALDS2,NYA,AL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,12.0,6.0,9.0,1.0,10.0,12.0,26.0,,1.0,41.0,26.0,1.0,18.0,1.0,6.0,15.0,1.0,18.0
3749,clemero02,2007,ALDS2,NYA,AL,1.0,1.0,1.0,13.0,1.0,1.0,1.0,8.0,7.0,12.0,21.0,7.0,4.0,37.0,,1.0,1.0,1.0,1.0,14.0,1.0,9.0,1.0,1.0,1.0
3750,condrcl01,2007,NLDS2,PHI,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,5.0,1.0,1.0,7.0,50.0,,1.0,1.0,1.0,1.0,9.0,1.0,4.0,1.0,1.0,18.0
3751,cookaa01,2007,WS,COL,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,19.0,10.0,12.0,21.0,1.0,7.0,27.0,,1.0,1.0,1.0,1.0,24.0,1.0,9.0,1.0,1.0,18.0
3752,corpama01,2007,NLCS,COL,NL,26.0,1.0,43.0,1.0,1.0,1.0,50.0,17.0,6.0,5.0,1.0,1.0,9.0,18.0,,1.0,1.0,26.0,1.0,20.0,50.0,4.0,1.0,1.0,1.0
3753,corpama01,2007,NLDS2,COL,NL,1.0,1.0,29.0,1.0,1.0,1.0,75.0,11.0,4.0,1.0,1.0,1.0,9.0,18.0,,1.0,1.0,1.0,1.0,13.0,50.0,1.0,1.0,1.0,1.0
3754,corpama01,2007,WS,COL,NL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,4.0,18.0,,1.0,1.0,1.0,1.0,7.0,34.0,1.0,1.0,1.0,1.0
3755,cruzju02,2007,NLCS,ARI,NL,1.0,1.0,29.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,10.0,24.0,1.0,,1.0,21.0,1.0,1.0,17.0,1.0,4.0,15.0,1.0,1.0
3756,cruzju02,2007,NLDS1,ARI,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,50.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
3757,davisdo02,2007,NLCS,ARI,NL,1.0,1.0,1.0,13.0,1.0,1.0,1.0,16.0,9.0,5.0,1.0,13.0,15.0,29.0,,1.0,1.0,1.0,1.0,25.0,1.0,6.0,15.0,34.0,1.0
3758,davisdo02,2007,NLDS1,ARI,NL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,18.0,9.0,16.0,21.0,13.0,24.0,23.0,,1.0,1.0,1.0,1.0,27.0,1.0,12.0,1.0,1.0,1.0
3759,delcama01,2007,ALCS,BOS,AL,1.0,1.0,29.0,1.0,1.0,1.0,1.0,6.0,7.0,12.0,21.0,7.0,9.0,45.0,,1.0,1.0,1.0,1.0,12.0,18.0,9.0,1.0,1.0,1.0
3760,delcama01,2007,ALDS1,BOS,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,26.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0
3761,delcama01,2007,WS,BOS,AL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,21.0,4.0,4.0,43.0,,1.0,1.0,1.0,1.0,9.0,1.0,4.0,1.0,1.0,1.0
3762,dempsry01,2007,NLDS1,CHN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,,1.0,1.0,1.0,1.0,4.0,18.0,1.0,1.0,1.0,1.0
3763,escobke01,2007,ALDS1,LAA,AL,1.0,1.0,1.0,13.0,1.0,1.0,1.0,16.0,7.0,12.0,1.0,16.0,15.0,23.0,,26.0,1.0,1.0,1.0,25.0,1.0,9.0,1.0,34.0,1.0
3764,eyresc01,2007,NLDS1,CHN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,100.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
3765,farnsky01,2007,ALDS2,NYA,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,7.0,26.0,,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
3766,foggjo01,2007,NLCS,COL,NL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,19.0,12.0,5.0,21.0,4.0,9.0,32.0,,1.0,1.0,1.0,1.0,24.0,1.0,4.0,1.0,1.0,34.0
3767,foggjo01,2007,NLDS2,COL,NL,26.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,4.0,15.0,,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0
3768,foggjo01,2007,WS,COL,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,9.0,16.0,24.0,1.0,7.0,7.0,59.0,,26.0,1.0,1.0,1.0,20.0,1.0,18.0,1.0,1.0,1.0
3769,francje01,2007,NLCS,COL,NL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,21.0,12.0,5.0,1.0,4.0,12.0,30.0,,1.0,1.0,50.0,1.0,28.0,1.0,4.0,1.0,1.0,34.0
3770,francje01,2007,NLDS2,COL,NL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,19.0,7.0,9.0,41.0,7.0,24.0,20.0,,1.0,1.0,1.0,1.0,24.0,1.0,6.0,1.0,1.0,18.0
3771,francje01,2007,WS,COL,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,13.0,16.0,24.0,21.0,10.0,9.0,46.0,,50.0,1.0,1.0,1.0,26.0,1.0,18.0,1.0,1.0,1.0
3772,fuentbr01,2007,NLCS,COL,NL,1.0,1.0,43.0,1.0,1.0,1.0,1.0,12.0,12.0,12.0,21.0,1.0,18.0,40.0,,1.0,1.0,1.0,1.0,19.0,1.0,9.0,1.0,1.0,1.0
3773,fuentbr01,2007,NLDS2,COL,NL,26.0,1.0,29.0,1.0,1.0,1.0,1.0,8.0,3.0,1.0,1.0,10.0,12.0,13.0,,1.0,21.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0
3774,fuentbr01,2007,WS,COL,NL,1.0,1.0,29.0,1.0,1.0,1.0,1.0,12.0,10.0,16.0,21.0,7.0,4.0,38.0,,1.0,1.0,1.0,1.0,19.0,1.0,12.0,1.0,1.0,18.0
3775,fultzaa01,2007,ALCS,CLE,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
3776,fultzaa01,2007,ALDS2,CLE,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,50.0,,26.0,1.0,1.0,1.0,7.0,1.0,6.0,15.0,1.0,1.0
3777,gagneer01,2007,ALCS,BOS,AL,1.0,26.0,29.0,1.0,1.0,1.0,1.0,8.0,6.0,9.0,1.0,7.0,12.0,31.0,,1.0,1.0,1.0,1.0,13.0,34.0,6.0,1.0,1.0,1.0
3778,gagneer01,2007,ALDS1,BOS,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,4.0,34.0,,1.0,21.0,1.0,1.0,5.0,18.0,4.0,1.0,34.0,1.0
3779,gagneer01,2007,WS,BOS,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,4.0,18.0,1.0,1.0,1.0,1.0
3780,gordoto01,2007,NLDS2,PHI,NL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,7.0,4.0,5.0,21.0,4.0,12.0,26.0,,26.0,1.0,1.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0
3781,hamelco01,2007,NLDS2,PHI,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,21.0,6.0,12.0,1.0,13.0,21.0,14.0,,1.0,1.0,1.0,1.0,28.0,1.0,9.0,15.0,1.0,1.0
3782,hartke01,2007,NLDS1,CHN,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,7.0,7.0,1.0,,1.0,21.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0
3783,hawkila01,2007,NLCS,COL,NL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,4.0,13.0,,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0
3784,hawkila01,2007,NLDS2,COL,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,18.0
3785,hawkila01,2007,WS,COL,NL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,7.0,3.0,5.0,1.0,1.0,7.0,21.0,,1.0,1.0,1.0,1.0,8.0,34.0,4.0,15.0,34.0,1.0
3786,hergema01,2007,NLCS,COL,NL,26.0,1.0,29.0,1.0,1.0,1.0,1.0,10.0,3.0,1.0,1.0,4.0,7.0,11.0,,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0
3787,hergema01,2007,NLDS2,COL,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
3788,hergema01,2007,WS,COL,NL,1.0,1.0,29.0,1.0,1.0,1.0,1.0,11.0,3.0,1.0,1.0,7.0,12.0,11.0,,1.0,1.0,1.0,1.0,14.0,1.0,1.0,15.0,1.0,1.0
3789,hernali01,2007,NLCS,ARI,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,18.0,13.0,16.0,41.0,7.0,12.0,33.0,,1.0,1.0,1.0,1.0,28.0,1.0,12.0,1.0,1.0,1.0
3790,hernali01,2007,NLDS1,ARI,NL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,19.0,9.0,5.0,1.0,16.0,7.0,25.0,,1.0,1.0,26.0,1.0,28.0,1.0,4.0,1.0,1.0,50.0
3791,hillri01,2007,NLDS1,CHN,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,10.0,10.0,12.0,21.0,7.0,9.0,41.0,,1.0,1.0,26.0,1.0,19.0,1.0,9.0,1.0,1.0,1.0
3792,howrybo01,2007,NLDS1,CHN,NL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,10.0,3.0,1.0,1.0,1.0,18.0,12.0,,1.0,1.0,1.0,1.0,10.0,18.0,1.0,1.0,1.0,18.0
3793,hugheph01,2007,ALDS2,NYA,AL,26.0,1.0,15.0,1.0,1.0,1.0,1.0,18.0,6.0,5.0,21.0,1.0,18.0,15.0,,1.0,21.0,1.0,1.0,22.0,18.0,4.0,1.0,1.0,1.0
3794,jimenub01,2007,NLCS,COL,NL,1.0,1.0,1.0,13.0,1.0,1.0,1.0,16.0,9.0,5.0,1.0,13.0,18.0,27.0,,26.0,21.0,1.0,1.0,24.0,1.0,4.0,1.0,1.0,1.0
3795,jimenub01,2007,NLDS2,COL,NL,1.0,1.0,1.0,13.0,1.0,1.0,1.0,20.0,6.0,5.0,21.0,13.0,15.0,15.0,,1.0,1.0,1.0,1.0,26.0,1.0,4.0,1.0,1.0,18.0
3796,jimenub01,2007,WS,COL,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,15.0,6.0,9.0,1.0,16.0,7.0,20.0,,1.0,1.0,26.0,1.0,24.0,1.0,6.0,1.0,34.0,1.0
3797,kendrky01,2007,NLDS2,PHI,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,12.0,9.0,20.0,41.0,7.0,7.0,32.0,,26.0,1.0,1.0,1.0,19.0,1.0,15.0,1.0,1.0,1.0
3798,lackejo01,2007,ALDS1,LAA,AL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,19.0,15.0,16.0,41.0,7.0,12.0,40.0,,1.0,21.0,1.0,1.0,26.0,1.0,12.0,1.0,1.0,50.0
3799,laffeaa01,2007,ALCS,CLE,AL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,3.0,1.0,1.0,4.0,9.0,8.0,,1.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,1.0
3800,lestejo01,2007,ALCS,BOS,AL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,12.0,6.0,9.0,21.0,4.0,15.0,22.0,,1.0,1.0,1.0,1.0,16.0,34.0,6.0,1.0,1.0,1.0
3801,lestejo01,2007,WS,BOS,AL,26.0,1.0,1.0,13.0,1.0,1.0,1.0,18.0,6.0,1.0,1.0,10.0,9.0,16.0,,1.0,1.0,1.0,1.0,24.0,1.0,1.0,1.0,1.0,1.0
3802,lewisje01,2007,ALCS,CLE,AL,1.0,1.0,58.0,1.0,1.0,1.0,1.0,18.0,10.0,16.0,41.0,1.0,9.0,29.0,,1.0,1.0,1.0,1.0,22.0,18.0,12.0,1.0,1.0,34.0
3803,lewisje01,2007,ALDS2,CLE,AL,1.0,1.0,15.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,12.0,1.0,,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0
3804,lillyte01,2007,NLDS1,CHN,NL,1.0,26.0,1.0,13.0,1.0,1.0,1.0,11.0,12.0,24.0,21.0,13.0,12.0,47.0,,1.0,1.0,1.0,1.0,21.0,1.0,18.0,15.0,1.0,18.0
3805,lohseky01,2007,NLDS2,PHI,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,21.0,1.0,4.0,21.0,,1.0,1.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,1.0
