playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,deathYear,deathMonth,deathDay,deathCountry,deathState,weight,height,bats,throws
aardsda01,1780.0,100.0,87.0,USA,CO,,,,,,189.0,80.0,R,R
aaronha01,1261.0,10.0,14.0,USA,AL,1996.0,1.0,70.0,USA,GA,145.0,73.0,R,R
aaronto01,1316.0,64.0,14.0,USA,AL,1501.0,64.0,50.0,USA,GA,157.0,80.0,R,R
aasedo01,1482.0,73.0,24.0,USA,CA,,,,,,157.0,80.0,R,R
abadan01,1681.0,64.0,80.0,USA,FL,,,,,,150.0,75.0,L,L
abadfe01,1824.0,100.0,54.0,D.R.,La Romana,,,,,,214.0,78.0,L,L
abadijo01,332.0,91.0,11.0,USA,PA,443.0,37.0,54.0,USA,NJ,160.0,73.0,R,R
abbated01,631.0,28.0,47.0,USA,PA,1139.0,1.0,18.0,USA,FL,132.0,70.0,R,R
abbeybe01,542.0,91.0,34.0,USA,VT,1206.0,46.0,34.0,USA,VT,139.0,70.0,R,R
abbeych01,509.0,82.0,44.0,USA,NE,724.0,28.0,87.0,USA,CA,131.0,63.0,L,L
abbotco01,1935.0,73.0,64.0,USA,CA,,,,,,195.0,78.0,R,R
abbotda01,465.0,19.0,50.0,USA,OH,778.0,10.0,41.0,USA,MI,157.0,70.0,R,R
abbotfr01,598.0,82.0,70.0,USA,OH,845.0,46.0,34.0,USA,CA,145.0,68.0,R,R
abbotgl01,1449.0,10.0,50.0,USA,AR,,,,,,170.0,88.0,R,R
abbotje01,1681.0,64.0,54.0,USA,GA,,,,,,157.0,78.0,R,L
abbotji01,1625.0,73.0,60.0,USA,MI,,,,,,170.0,80.0,L,L
abbotku01,1647.0,46.0,4.0,USA,OH,,,,,,145.0,70.0,R,R
abbotky01,1636.0,10.0,57.0,USA,MA,,,,,,170.0,83.0,L,L
abbotod01,730.0,73.0,14.0,USA,PA,818.0,28.0,41.0,USA,DC,126.0,65.0,L,R
abbotpa01,1625.0,73.0,47.0,USA,CA,,,,,,151.0,80.0,R,R
aberal01,1183.0,55.0,100.0,USA,OH,1621.0,37.0,64.0,USA,OH,164.0,78.0,L,L
abercda01,332.0,1.0,4.0,USA,OK,898.0,91.0,34.0,USA,PA,,,,
abercre01,1769.0,55.0,47.0,USA,GA,,,,,,189.0,80.0,R,R
abernbi01,1205.0,1.0,97.0,USA,CA,1795.0,10.0,60.0,USA,CA,157.0,68.0,R,R
abernbr01,1736.0,73.0,74.0,USA,GA,,,,,,151.0,75.0,R,R
abernte01,1117.0,82.0,97.0,USA,NC,1728.0,91.0,50.0,USA,NC,182.0,78.0,R,L
abernte02,1250.0,19.0,18.0,USA,NC,1769.0,100.0,50.0,USA,NC,189.0,83.0,R,R
abernwo01,1051.0,10.0,1.0,USA,NC,1635.0,100.0,14.0,USA,KY,132.0,73.0,L,L
aberscl01,1117.0,64.0,90.0,USA,IL,1353.0,46.0,74.0,USA,CA,170.0,73.0,R,R
ablesha01,697.0,82.0,11.0,USA,TX,1059.0,10.0,24.0,USA,TX,170.0,78.0,R,L
abnersh01,1614.0,46.0,54.0,USA,OH,,,,,,157.0,75.0,R,R
abramca01,1150.0,19.0,4.0,USA,PA,1675.0,10.0,80.0,USA,FL,151.0,73.0,L,L
abramcj01,1990.0,82.0,8.0,USA,GA,,,,,,151.0,78.0,L,R
abramge01,852.0,91.0,27.0,USA,WA,1528.0,100.0,14.0,USA,FL,132.0,65.0,R,R
abregjo01,1570.0,55.0,11.0,USA,TX,,,,,,151.0,73.0,R,R
abreual01,1935.0,73.0,84.0,D.R.,Monte Cristi,,,,,,157.0,78.0,R,R
abreubo01,1703.0,19.0,34.0,Venezuela,Aragua,,,,,,195.0,73.0,L,R
abreubr01,1957.0,28.0,70.0,D.R.,Distrito Nacional,,,,,,201.0,75.0,R,R
abreujo01,1029.0,37.0,77.0,USA,CA,1621.0,19.0,54.0,USA,CA,120.0,63.0,R,R
abreujo02,1846.0,1.0,93.0,Cuba,Cienfuegos,,,,,,214.0,80.0,R,R
abreuju01,1824.0,28.0,24.0,D.R.,Duarte,,,,,,151.0,73.0,R,R
abreuto01,1813.0,91.0,41.0,D.R.,Puerto Plata,,,,,,170.0,68.0,B,R
abreuwi01,1736.0,28.0,14.0,D.R.,Sanchez Ramirez,,,,,,132.0,78.0,R,R
abstebi01,697.0,10.0,4.0,USA,MO,912.0,28.0,24.0,USA,MO,151.0,73.0,R,R
accarje01,1780.0,100.0,57.0,USA,AZ,,,,,,164.0,73.0,R,R
aceveal01,1791.0,100.0,24.0,Mexico,Sonora,,,,,,176.0,78.0,R,R
acevedo01,1924.0,19.0,18.0,D.R.,Santiago Rodriguez,,,,,,220.0,90.0,R,R
acevejo01,1736.0,100.0,57.0,D.R.,Distrito Nacional,,,,,,151.0,73.0,R,R
aceveju01,1658.0,37.0,14.0,Mexico,Chihuahua,,,,,,226.0,78.0,R,R
achteaj01,1857.0,64.0,87.0,USA,OH,,,,,,189.0,85.0,R,R
ackerji01,1526.0,73.0,77.0,USA,TX,,,,,,182.0,78.0,R,R
ackerto01,1216.0,19.0,21.0,USA,NJ,1996.0,1.0,11.0,USA,PA,189.0,83.0,R,R
ackledu01,1857.0,10.0,84.0,USA,NC,,,,,,176.0,75.0,L,R
acklefr01,1294.0,28.0,31.0,USA,WI,1742.0,37.0,70.0,USA,MN,172.0,75.0,L,R
acostcy01,1393.0,91.0,70.0,Mexico,Sinaloa,,,,,,126.0,68.0,R,R
acosted01,1371.0,19.0,27.0,Panama,Chiriqui,,,,,,189.0,85.0,B,R
acostjo01,786.0,19.0,11.0,Cuba,La Habana,1407.0,91.0,50.0,Cuba,La Habana,87.0,58.0,R,R
acostma01,1780.0,37.0,1.0,Panama,Colon,,,,,,189.0,83.0,R,R
acostme01,841.0,37.0,60.0,Cuba,Artemisa,1220.0,91.0,54.0,USA,FL,95.0,60.0,L,L
acrema01,1636.0,73.0,50.0,USA,CA,,,,,,214.0,93.0,R,R
actama99,1647.0,1.0,34.0,D.R.,San Pedro de Macoris,,,,,,135.0,78.0,R,R
acunaro01,1957.0,100.0,57.0,Venezuela,La Guaira,,,,,,176.0,73.0,R,R
adairbi99,1029.0,10.0,31.0,USA,AL,1742.0,46.0,54.0,USA,AL,130.0,73.0,R,R
adairje01,1283.0,100.0,54.0,USA,OK,1541.0,37.0,100.0,USA,OK,139.0,73.0,R,R
adairji01,962.0,1.0,80.0,USA,TX,1474.0,100.0,27.0,USA,TX,112.0,68.0,R,R
adamecr01,1891.0,55.0,84.0,D.R.,Distrito Nacional,,,,,,191.0,70.0,B,R
adamewi01,1935.0,73.0,4.0,D.R.,Santiago,,,,,,182.0,73.0,R,R
adamja01,1891.0,64.0,11.0,USA,NE,,,,,,206.0,80.0,R,R
adamsac01,995.0,19.0,4.0,USA,CA,1795.0,10.0,84.0,USA,GA,147.0,68.0,R,R
adamsau01,1835.0,64.0,60.0,USA,AL,,,,,,176.0,70.0,R,R
adamsau02,1891.0,37.0,14.0,USA,FL,,,,,,195.0,80.0,R,R
adamsba01,686.0,37.0,57.0,USA,IN,1287.0,55.0,87.0,USA,MD,151.0,70.0,L,R
adamsbe01,786.0,46.0,67.0,USA,TX,912.0,46.0,77.0,USA,CA,151.0,75.0,B,R
adamsbo01,896.0,55.0,77.0,USA,MA,1661.0,82.0,54.0,USA,PA,130.0,70.0,R,R
adamsbo02,962.0,1.0,64.0,USA,AL,1313.0,19.0,18.0,USA,FL,126.0,73.0,R,R
adamsbo03,1117.0,100.0,44.0,USA,CA,1675.0,10.0,41.0,USA,WA,120.0,68.0,R,R
adamsbo04,1460.0,1.0,18.0,USA,PA,,,,,,170.0,78.0,R,R
adamsbu01,1051.0,46.0,77.0,USA,CO,1581.0,73.0,1.0,USA,CA,145.0,73.0,R,R
adamsch01,1924.0,64.0,31.0,USA,AZ,,,,,,189.0,75.0,R,R
adamsda01,741.0,46.0,60.0,USA,MO,1233.0,82.0,18.0,USA,MO,126.0,70.0,R,R
adamsda02,1846.0,37.0,47.0,USA,FL,,,,,,176.0,78.0,R,R
adamsdi01,1106.0,28.0,24.0,USA,CA,1929.0,73.0,44.0,USA,CA,151.0,73.0,R,L
adamsdo01,1360.0,1.0,87.0,USA,WI,,,,,,151.0,80.0,L,R
adamsge01,388.0,1.0,80.0,USA,MA,644.0,82.0,34.0,USA,WA,139.0,58.0,R,R
adamsgl01,1404.0,82.0,11.0,USA,MA,,,,,,145.0,75.0,L,R
adamshe01,1194.0,28.0,44.0,USA,CA,1876.0,10.0,1.0,USA,OK,120.0,65.0,L,L
adamsji01,531.0,,,USA,IL,,,,,,105.0,58.0,,R
adamsjo01,631.0,82.0,90.0,USA,IL,1072.0,82.0,24.0,USA,MO,157.0,73.0,R,L
adamsjo02,1670.0,55.0,4.0,USA,CA,,,,,,151.0,83.0,L,L
adamska01,786.0,64.0,34.0,USA,GA,1273.0,73.0,54.0,USA,WA,132.0,78.0,R,R
adamsla01,1868.0,91.0,41.0,USA,OK,,,,,,157.0,83.0,R,R
adamsma01,1857.0,64.0,100.0,USA,PA,,,,,,226.0,80.0,L,R
adamsmi01,1404.0,73.0,41.0,USA,CA,2010.0,37.0,21.0,USA,CO,151.0,78.0,R,R
adamsmi02,1415.0,55.0,77.0,USA,OH,,,,,,145.0,65.0,R,R
adamsmi03,1747.0,55.0,93.0,USA,TX,,,,,,182.0,85.0,R,R
adamsre01,1117.0,82.0,21.0,USA,CA,1943.0,1.0,57.0,USA,CA,151.0,73.0,R,R
adamsri01,642.0,100.0,77.0,USA,TX,1112.0,19.0,31.0,USA,TX,126.0,73.0,L,L
adamsri02,1537.0,1.0,67.0,USA,CA,1862.0,82.0,90.0,USA,CA,145.0,78.0,R,R
adamsri03,1946.0,46.0,84.0,USA,CA,,,,,,231.0,83.0,R,R
adamsru01,1769.0,64.0,97.0,USA,NC,,,,,,176.0,73.0,L,R
adamsry01,1846.0,28.0,67.0,USA,LA,,,,,,151.0,70.0,R,R
adamssp01,819.0,64.0,84.0,USA,PA,1568.0,10.0,77.0,USA,PA,109.0,55.0,R,R
adamssp02,863.0,46.0,67.0,USA,UT,1313.0,91.0,77.0,USA,UT,117.0,65.0,L,R
adamste01,1692.0,19.0,18.0,USA,AL,,,,,,145.0,80.0,R,R
adamswi01,774.0,73.0,87.0,USA,PA,871.0,46.0,57.0,USA,NY,145.0,83.0,R,R
adamswi02,1681.0,82.0,24.0,USA,NM,,,,,,189.0,90.0,R,R
adcocjo01,1183.0,82.0,97.0,USA,LA,1702.0,37.0,8.0,USA,LA,182.0,83.0,R,R
adcocna01,1857.0,10.0,80.0,USA,KY,,,,,,214.0,83.0,R,R
addisbo01,1161.0,91.0,18.0,USA,OH,1929.0,91.0,47.0,USA,OH,139.0,73.0,L,R
adducji01,1537.0,64.0,27.0,USA,IL,,,,,,170.0,85.0,L,L
adducji02,1824.0,37.0,47.0,CAN,BC,,,,,,182.0,78.0,L,L
addybo01,244.0,10.0,,CAN,ON,510.0,28.0,27.0,USA,ID,120.0,63.0,L,L
adelljo01,1979.0,28.0,24.0,USA,NC,,,,,,189.0,80.0,R,R
adenhni01,1835.0,64.0,77.0,USA,MD,1836.0,28.0,27.0,USA,CA,151.0,80.0,R,R
aderhmo01,1051.0,73.0,41.0,USA,NC,1112.0,19.0,57.0,USA,FL,155.0,75.0,L,R
adkinde01,1084.0,37.0,34.0,USA,KS,1688.0,100.0,84.0,USA,CA,164.0,78.0,R,R
adkindi01,1106.0,19.0,8.0,USA,TX,1112.0,73.0,37.0,USA,TX,126.0,68.0,R,R
adkindo01,576.0,64.0,14.0,USA,WI,831.0,10.0,67.0,USA,NC,195.0,68.0,R,R
adkingr01,852.0,46.0,93.0,USA,AR,1260.0,19.0,100.0,USA,AR,139.0,70.0,R,R
adkinhe01,598.0,1.0,60.0,USA,MO,1086.0,1.0,4.0,USA,MO,,,,
adkinjo01,1736.0,64.0,97.0,USA,WV,,,,,,170.0,73.0,L,R
adkinst01,1592.0,82.0,84.0,USA,IL,,,,,,182.0,88.0,R,L
adlemti01,1846.0,91.0,41.0,USA,NY,,,,,,201.0,85.0,R,R
adlesda01,1360.0,55.0,47.0,USA,CA,1929.0,10.0,47.0,USA,CA,154.0,73.0,R,R
adonjo01,1968.0,64.0,37.0,D.R.,Distrito Nacional,,,,,,227.0,78.0,R,R
adriaeh01,1868.0,64.0,67.0,Venezuela,Miranda,,,,,,167.0,75.0,B,R
afenitr01,1581.0,73.0,67.0,USA,CA,,,,,,151.0,83.0,R,R
affelje01,1758.0,46.0,18.0,USA,AZ,,,,,,201.0,83.0,L,L
agbaybe01,1670.0,100.0,90.0,USA,HI,,,,,,201.0,73.0,R,R
ageeto01,1349.0,64.0,27.0,USA,AL,1728.0,1.0,70.0,USA,NY,164.0,70.0,R,R
agganha01,1205.0,28.0,64.0,USA,MA,1112.0,46.0,87.0,USA,MA,170.0,78.0,L,L
aglerjo01,741.0,46.0,37.0,USA,OH,1327.0,28.0,84.0,USA,OH,126.0,70.0,L,L
agnewsa01,741.0,28.0,37.0,USA,MO,1059.0,55.0,60.0,USA,CA,151.0,70.0,R,R
agostju01,1526.0,10.0,74.0,P.R.,,,,,,,157.0,78.0,L,L
agrazda01,1924.0,100.0,90.0,Panama,Cocle,,,,,,201.0,78.0,R,R
aguaylu01,1537.0,19.0,41.0,P.R.,,,,,,,136.0,65.0,R,R
aguilch01,1758.0,10.0,74.0,USA,CA,,,,,,170.0,70.0,R,R
aguilje01,1879.0,46.0,97.0,Venezuela,Aragua,,,,,,266.0,80.0,R,R
aguilmi01,1891.0,73.0,84.0,Mexico,Sonora,,,,,,162.0,63.0,L,L
aguilri01,1559.0,100.0,100.0,USA,CA,,,,,,164.0,83.0,R,R
aguilry01,1924.0,73.0,34.0,USA,CA,,,,,,130.0,78.0,L,L
aguirha01,1228.0,1.0,100.0,USA,CA,1635.0,73.0,14.0,USA,MI,176.0,83.0,R,L
ahearch01,421.0,,,USA,NY,630.0,28.0,90.0,USA,NY,,,,
ahearpa01,1647.0,100.0,31.0,USA,CA,,,,,,164.0,80.0,R,R
ahmedni01,1879.0,19.0,47.0,USA,MA,,,,,,171.0,78.0,R,R
aikenwi01,1482.0,82.0,44.0,USA,SC,,,,,,195.0,80.0,L,R
aingeda01,1537.0,19.0,54.0,USA,OR,,,,,,139.0,83.0,R,R
ainsmed01,774.0,10.0,11.0,Russia,,1461.0,73.0,18.0,USA,FL,145.0,70.0,R,R
ainswku01,1747.0,73.0,27.0,USA,LA,,,,,,160.0,80.0,R,R
aitchra01,741.0,100.0,14.0,USA,SD,1153.0,73.0,84.0,USA,KS,139.0,70.0,R,L
aitonge01,774.0,100.0,93.0,USA,KS,1394.0,64.0,50.0,USA,CA,139.0,70.0,B,R
akejo01,454.0,64.0,93.0,USA,PA,202.0,37.0,34.0,USA,WI,145.0,75.0,R,R
akerfda01,1570.0,46.0,37.0,USA,CO,1876.0,46.0,77.0,USA,AZ,182.0,78.0,R,R
akerja01,1327.0,55.0,41.0,USA,CA,,,,,,157.0,78.0,R,R
akersbi01,929.0,100.0,80.0,USA,TN,1206.0,28.0,41.0,USA,TN,142.0,70.0,R,R
akersje01,741.0,91.0,1.0,USA,IN,1434.0,37.0,47.0,USA,FL,139.0,70.0,R,R
akinke01,1935.0,28.0,1.0,USA,MI,,,,,,214.0,70.0,L,L
akiyash01,1857.0,28.0,50.0,Japan,Kanagawa,,,,,,147.0,73.0,L,R
alanirj01,1891.0,46.0,44.0,USA,TX,,,,,,195.0,83.0,R,R
albagi01,1548.0,1.0,57.0,D.R.,Santiago,,,,,,120.0,78.0,L,L
albaljo01,1791.0,82.0,97.0,P.R.,,,,,,,257.0,85.0,R,R
albanjo01,1250.0,46.0,84.0,USA,NY,1715.0,46.0,54.0,USA,NY,189.0,80.0,R,R
alberan01,1824.0,82.0,18.0,CAN,SK,,,,,,170.0,75.0,R,L
alberbu01,1437.0,37.0,11.0,USA,PA,,,,,,176.0,78.0,R,R
albercy01,686.0,1.0,44.0,USA,MI,604.0,64.0,87.0,USA,IN,207.0,73.0,R,R
albergu01,443.0,73.0,,USA,PA,537.0,37.0,21.0,USA,CO,145.0,58.0,R,R
alberha01,1902.0,82.0,54.0,D.R.,Duarte,,,,,,189.0,70.0,R,R
alberjo01,1647.0,46.0,93.0,P.R.,,,,,,,157.0,78.0,R,R
alberma01,1802.0,1.0,64.0,USA,TX,,,,,,201.0,75.0,L,R
albieoz01,1957.0,1.0,21.0,Curacao,,,,,,,126.0,63.0,B,R
albosed01,1084.0,82.0,87.0,USA,MI,1755.0,1.0,21.0,USA,MI,139.0,75.0,R,R
albreed01,1205.0,10.0,90.0,USA,MO,1434.0,100.0,93.0,USA,IL,126.0,68.0,R,R
albrija01,1117.0,46.0,97.0,USA,FL,1594.0,55.0,70.0,USA,CA,139.0,65.0,R,R
albural01,1835.0,46.0,31.0,D.R.,San Pedro de Macoris,,,,,,164.0,73.0,R,R
alburvi01,1404.0,37.0,37.0,USA,FL,1943.0,28.0,57.0,USA,FL,157.0,73.0,L,L
alcaljo01,1935.0,55.0,90.0,D.R.,San Cristobal,,,,,,176.0,80.0,R,R
alcalsa01,1460.0,100.0,74.0,D.R.,San Pedro de Macoris,,,,,,164.0,85.0,R,R
alcanar01,1891.0,82.0,93.0,D.R.,Distrito Nacional,,,,,,132.0,68.0,B,R
alcanis01,1692.0,37.0,18.0,D.R.,Peravia,,,,,,145.0,78.0,R,R
alcanra01,1902.0,100.0,11.0,D.R.,Barahona,,,,,,195.0,83.0,R,R
alcansa01,1935.0,73.0,21.0,D.R.,Azua,,,,,,170.0,85.0,R,R
alcanse01,1946.0,55.0,31.0,D.R.,Santo Domingo,,,,,,109.0,65.0,B,R
alcanvi01,1913.0,28.0,8.0,D.R.,Distrito Nacional,,,,,,157.0,78.0,R,R
alcarlu01,1338.0,46.0,64.0,P.R.,,,,,,,126.0,65.0,R,R
alcocsc01,719.0,91.0,93.0,USA,OH,1353.0,1.0,97.0,USA,OH,120.0,65.0,R,R
alderda01,1084.0,19.0,27.0,USA,NE,1474.0,10.0,37.0,USA,CA,157.0,68.0,R,R
aldremi01,1559.0,1.0,93.0,USA,CA,,,,,,145.0,70.0,L,L
aldresc01,1636.0,46.0,37.0,USA,MI,,,,,,164.0,83.0,L,L
aldrico01,1758.0,46.0,41.0,USA,TX,,,,,,182.0,73.0,L,R
aldrija01,1559.0,28.0,44.0,USA,LA,,,,,,182.0,80.0,R,R
aldrivi01,808.0,82.0,80.0,USA,IN,1353.0,28.0,54.0,USA,IN,139.0,65.0,R,R
alenoch01,1073.0,10.0,60.0,USA,MO,1755.0,10.0,31.0,USA,FL,189.0,75.0,R,R
alexabo01,1128.0,64.0,21.0,CAN,BC,1621.0,28.0,21.0,USA,CA,176.0,78.0,R,R
alexada01,918.0,28.0,84.0,USA,TN,1434.0,19.0,4.0,USA,TN,182.0,80.0,R,R
alexado01,1437.0,73.0,11.0,USA,AL,,,,,,157.0,80.0,R,R
alexaga01,1471.0,19.0,87.0,USA,CA,,,,,,164.0,78.0,R,R
alexage01,1636.0,19.0,84.0,USA,LA,,,,,,157.0,70.0,R,R
alexahu01,1073.0,55.0,31.0,USA,MO,1715.0,91.0,80.0,USA,OK,157.0,73.0,R,R
alexaja01,1913.0,19.0,1.0,USA,CA,,,,,,170.0,80.0,R,R
alexama01,1404.0,1.0,97.0,USA,LA,,,,,,130.0,70.0,B,R
alexama02,1670.0,19.0,64.0,D.R.,San Pedro de Macoris,,,,,,107.0,68.0,R,R
alexani01,421.0,91.0,77.0,USA,IL,818.0,100.0,70.0,USA,IL,124.0,53.0,R,R
alexape01,741.0,10.0,84.0,USA,NE,1045.0,91.0,11.0,USA,NE,151.0,75.0,R,R
alexasc01,1868.0,55.0,31.0,USA,CA,,,,,,164.0,78.0,L,L
alexaty01,1924.0,55.0,44.0,USA,IL,,,,,,174.0,78.0,R,L
alexawa01,786.0,19.0,14.0,USA,GA,1420.0,100.0,93.0,USA,TX,126.0,68.0,R,R
alexyaj01,1968.0,28.0,67.0,USA,PA,,,,,,164.0,83.0,R,R
alfarja01,1736.0,91.0,93.0,USA,TX,,,,,,151.0,68.0,R,R
alfarjo01,1913.0,46.0,34.0,Colombia,Sucre,,,,,,207.0,80.0,R,R
alfonan01,1681.0,28.0,50.0,D.R.,La Romana,,,,,,232.0,85.0,R,R
alfoned01,1692.0,91.0,24.0,Venezuela,Miranda,,,,,,182.0,70.0,R,R
alfonel01,1758.0,10.0,21.0,Venezuela,Anzoategui,,,,,,195.0,70.0,R,R
alforan01,1924.0,55.0,64.0,USA,MS,,,,,,189.0,75.0,R,R
alicelu01,1603.0,55.0,93.0,P.R.,,,,,,,126.0,65.0,B,R
allanan01,1559.0,100.0,70.0,USA,VA,,,,,,195.0,85.0,R,R
allarbr01,1526.0,1.0,8.0,USA,IL,,,,,,151.0,75.0,R,R
allarko01,1957.0,64.0,41.0,USA,CA,,,,,,164.0,75.0,L,L
alldrca01,1946.0,55.0,80.0,USA,OH,,,,,,176.0,80.0,L,L
allenau01,1924.0,1.0,50.0,USA,MO,,,,,,194.0,78.0,L,R
allenbe01,1316.0,28.0,50.0,USA,OH,,,,,,139.0,73.0,L,R
allenbo01,520.0,55.0,31.0,USA,OH,952.0,37.0,44.0,USA,AR,139.0,70.0,R,R
allenbo02,819.0,82.0,41.0,USA,WI,1380.0,100.0,57.0,USA,IL,145.0,68.0,R,R
allenbo03,1040.0,55.0,4.0,USA,TN,1782.0,82.0,97.0,USA,VA,126.0,75.0,R,R
allenbo04,1294.0,82.0,74.0,USA,TX,,,,,,139.0,78.0,L,L
allenbr01,1835.0,10.0,37.0,USA,TX,,,,,,207.0,78.0,L,R
allench01,1714.0,10.0,18.0,USA,TX,,,,,,164.0,75.0,R,R
allenco01,1857.0,91.0,64.0,USA,FL,,,,,,182.0,75.0,R,R
allendi01,1349.0,19.0,24.0,USA,PA,1983.0,100.0,21.0,USA,PA,154.0,70.0,R,R
allendu01,1681.0,64.0,27.0,USA,OK,,,,,,189.0,83.0,R,R
allenet01,929.0,1.0,1.0,USA,OH,1621.0,73.0,47.0,USA,CA,145.0,75.0,R,R
allenfr01,752.0,64.0,84.0,USA,AL,818.0,55.0,97.0,USA,AL,139.0,65.0,R,L
allenga01,1493.0,10.0,11.0,USA,CA,,,,,,151.0,70.0,R,R
allengr01,1913.0,19.0,47.0,USA,CA,,,,,,151.0,73.0,B,R
allenha01,288.0,28.0,64.0,USA,ME,122.0,10.0,18.0,USA,MA,,53.0,,
allenha02,1327.0,55.0,74.0,USA,PA,,,,,,157.0,73.0,R,R
allenhe01,476.0,10.0,80.0,USA,CT,590.0,73.0,67.0,USA,CT,120.0,70.0,,
allenho01,874.0,46.0,34.0,USA,FL,1461.0,55.0,14.0,USA,NC,154.0,73.0,L,R
allenja01,388.0,82.0,4.0,USA,IL,577.0,28.0,67.0,USA,NJ,120.0,,R,R
allenja02,1526.0,37.0,93.0,USA,WA,,,,,,176.0,73.0,R,R
allenje01,1681.0,1.0,34.0,USA,IN,,,,,,142.0,73.0,R,R
allenjo01,774.0,82.0,87.0,USA,WV,1273.0,73.0,77.0,USA,MD,132.0,75.0,R,R
allenjo02,929.0,73.0,97.0,USA,NC,1166.0,19.0,93.0,USA,FL,145.0,73.0,R,R
allenki01,1471.0,28.0,14.0,USA,CA,,,,,,139.0,70.0,R,R
allenll01,1437.0,37.0,24.0,USA,CA,,,,,,151.0,75.0,R,R
allenlo01,1957.0,37.0,74.0,USA,FL,,,,,,170.0,80.0,R,L
allenlu01,1747.0,64.0,11.0,USA,GA,2010.0,28.0,84.0,USA,GA,180.0,78.0,L,R
allenmy01,377.0,19.0,70.0,USA,NY,697.0,19.0,24.0,USA,NY,107.0,63.0,R,R
allenne01,1526.0,1.0,77.0,USA,KS,,,,,,151.0,80.0,R,R
allenni01,752.0,73.0,44.0,USA,KS,898.0,82.0,50.0,USA,IL,145.0,73.0,R,R
allenni02,1968.0,82.0,24.0,USA,CA,,,,,,127.0,63.0,R,R
allenpe01,531.0,37.0,1.0,USA,OH,992.0,28.0,47.0,USA,PA,151.0,63.0,R,R
allenro01,1360.0,100.0,74.0,USA,PA,,,,,,176.0,80.0,B,R
allenro02,1537.0,82.0,14.0,USA,CA,,,,,,151.0,75.0,R,R
allensl01,730.0,64.0,74.0,USA,MO,1166.0,82.0,50.0,USA,TX,145.0,75.0,R,R
alleyge01,1327.0,55.0,31.0,USA,VA,,,,,,120.0,68.0,R,R
allgeni01,1946.0,10.0,8.0,USA,MO,,,,,,201.0,80.0,L,L
alliebo01,1460.0,37.0,1.0,USA,MA,,,,,,157.0,73.0,R,R
alliega01,1228.0,82.0,90.0,USA,NC,1929.0,82.0,11.0,USA,TX,157.0,75.0,R,R
allisan01,310.0,,,USA,NY,336.0,19.0,67.0,USA,NY,107.0,68.0,,
allisar01,321.0,1.0,93.0,USA,PA,590.0,10.0,80.0,USA,DC,107.0,63.0,,
allisbi01,332.0,55.0,50.0,USA,NY,202.0,1.0,80.0,USA,NY,,,,
allisbo01,1261.0,55.0,34.0,USA,MO,1648.0,28.0,27.0,USA,AZ,176.0,80.0,R,R
allisda01,1614.0,64.0,44.0,USA,VA,,,,,,189.0,80.0,R,L
allisdo01,288.0,55.0,37.0,USA,PA,590.0,100.0,60.0,USA,DC,120.0,68.0,R,R
allisma01,741.0,1.0,74.0,USA,KY,1233.0,19.0,41.0,USA,MO,151.0,75.0,R,R
allismi01,774.0,82.0,50.0,USA,MI,1139.0,46.0,57.0,USA,WI,124.0,73.0,L,R
allrebe01,1603.0,46.0,11.0,USA,AZ,,,,,,157.0,73.0,L,L
almadme01,1029.0,10.0,21.0,Mexico,Sonora,1554.0,64.0,41.0,Mexico,Sonora,132.0,73.0,L,L
almanar01,1681.0,82.0,84.0,USA,TX,,,,,,176.0,80.0,L,L
almanca01,1692.0,91.0,18.0,D.R.,Santiago,,,,,,127.0,78.0,R,R
almeira01,741.0,46.0,97.0,Cuba,La Habana,1300.0,19.0,57.0,Cuba,La Habana,125.0,65.0,R,R
almonab01,1868.0,46.0,87.0,D.R.,Distrito Nacional,,,,,,199.0,68.0,B,R
almonbi01,1460.0,91.0,67.0,USA,RI,,,,,,145.0,80.0,R,R
almoned01,1725.0,100.0,54.0,D.R.,Santiago,,,,,,170.0,80.0,R,R
almoner01,1747.0,10.0,1.0,D.R.,Distrito Nacional,,,,,,226.0,78.0,R,R
almonhe01,1714.0,82.0,54.0,D.R.,Distrito Nacional,,,,,,157.0,78.0,R,R
almonmi01,1913.0,28.0,11.0,D.R.,Santiago,,,,,,182.0,75.0,R,R
almonye01,1924.0,46.0,11.0,USA,FL,,,,,,199.0,85.0,R,R
almonzo01,1868.0,46.0,31.0,D.R.,Distrito Nacional,,,,,,176.0,73.0,B,R
almoral01,1924.0,28.0,50.0,USA,FL,,,,,,157.0,78.0,R,R
alomalu01,1139.0,46.0,60.0,Cuba,La Habana,1675.0,28.0,21.0,USA,IL,164.0,78.0,R,R
alomaro01,1636.0,10.0,14.0,P.R.,,,,,,,150.0,73.0,B,R
alomasa01,1360.0,82.0,60.0,P.R.,,,,,,,95.0,65.0,B,R
alomasa02,1614.0,46.0,57.0,P.R.,,,,,,,170.0,85.0,R,R
alonspe01,1924.0,100.0,21.0,USA,FL,,,,,,236.0,78.0,R,R
alonsyo01,1846.0,28.0,24.0,Cuba,La Habana,,,,,,207.0,75.0,L,R
aloufe01,1272.0,37.0,37.0,D.R.,San Cristobal,,,,,,164.0,73.0,R,R
alouje01,1349.0,19.0,77.0,D.R.,San Cristobal,,,,,,157.0,78.0,R,R
