playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,deathYear,deathMonth,deathDay,deathCountry,deathState,weight,height,bats,throws
bradydo01,1647.0,91.0,74.0,USA,IL,,,,,,126.0,70.0,B,R
bradyji01,1283.0,19.0,4.0,USA,NJ,,,,,,151.0,78.0,L,L
bradyki01,675.0,37.0,90.0,USA,NJ,1005.0,64.0,67.0,USA,NY,157.0,73.0,R,R
bradymi01,1846.0,19.0,67.0,USA,CA,,,,,,164.0,73.0,R,R
bradyne01,852.0,19.0,11.0,USA,KY,1005.0,46.0,57.0,USA,KY,166.0,73.0,R,R
bradyst01,344.0,55.0,44.0,USA,MA,604.0,91.0,1.0,USA,CT,126.0,65.0,,
bragabo01,1073.0,82.0,97.0,USA,AL,1849.0,1.0,67.0,USA,TX,139.0,68.0,R,R
braggda01,1647.0,73.0,21.0,USA,CT,,,,,,145.0,65.0,L,R
braggdi01,631.0,100.0,80.0,USA,PA,1220.0,64.0,37.0,USA,FL,132.0,70.0,R,R
bragggl01,1570.0,82.0,54.0,USA,CA,,,,,,182.0,80.0,R,R
brainas01,233.0,,,USA,NY,215.0,100.0,93.0,USA,CO,107.0,63.0,,R
brainda01,653.0,1.0,77.0,United Kingdom,Herefordshire,1166.0,37.0,80.0,USA,CA,132.0,68.0,R,R
brainfr01,797.0,10.0,54.0,USA,IL,1166.0,28.0,54.0,USA,TX,140.0,73.0,R,R
braital01,797.0,10.0,47.0,USA,IL,1179.0,91.0,77.0,USA,WV,101.0,75.0,R,L
brameer01,896.0,82.0,37.0,USA,TN,1032.0,91.0,70.0,USA,KY,157.0,78.0,L,R
bramhar01,984.0,10.0,70.0,USA,IL,1514.0,73.0,11.0,USA,WI,132.0,70.0,R,R
brancal01,1095.0,37.0,93.0,USA,PA,1876.0,46.0,44.0,USA,PA,155.0,65.0,R,R
brancha01,1316.0,10.0,24.0,USA,TN,,,,,,139.0,73.0,R,L
brancno01,1051.0,19.0,70.0,USA,WA,1327.0,91.0,67.0,USA,TX,170.0,80.0,R,R
brancra01,1172.0,1.0,18.0,USA,NY,1929.0,91.0,74.0,USA,NY,195.0,80.0,R,R
brancro01,1471.0,55.0,37.0,USA,MO,,,,,,139.0,73.0,R,R
brandbi01,1051.0,19.0,67.0,USA,IN,1287.0,37.0,50.0,USA,IN,132.0,63.0,R,R
brandbu01,1327.0,55.0,24.0,USA,TX,,,,,,170.0,78.0,R,R
brandch01,741.0,19.0,100.0,USA,KS,1153.0,82.0,21.0,USA,CA,121.0,63.0,R,R
branded01,940.0,10.0,54.0,USA,WA,965.0,91.0,4.0,USA,WA,157.0,75.0,L,L
brandja01,1261.0,28.0,90.0,USA,NE,,,,,,126.0,70.0,R,R
brandma01,1658.0,55.0,44.0,USA,TX,,,,,,145.0,73.0,R,R
brandro01,1327.0,1.0,41.0,USA,CA,,,,,,129.0,60.0,R,R
brannmi01,344.0,82.0,80.0,USA,MA,122.0,82.0,21.0,USA,IL,122.0,63.0,,
brannot01,874.0,19.0,41.0,USA,AR,1273.0,46.0,18.0,USA,AR,120.0,65.0,L,R
branodu01,852.0,91.0,97.0,USA,TX,1447.0,10.0,11.0,USA,AZ,157.0,75.0,L,L
bransje01,1625.0,1.0,84.0,USA,MS,,,,,,145.0,73.0,L,R
branski01,609.0,1.0,21.0,USA,MA,1005.0,37.0,1.0,USA,MA,179.0,70.0,R,R
brantcl01,1636.0,28.0,37.0,USA,NY,,,,,,157.0,78.0,R,R
brantje01,1581.0,73.0,14.0,USA,AL,,,,,,145.0,70.0,R,R
brantma01,1493.0,73.0,54.0,USA,CA,,,,,,151.0,85.0,R,R
brantmi01,1559.0,46.0,54.0,USA,NY,,,,,,145.0,68.0,R,R
brantmi02,1846.0,37.0,47.0,USA,WA,,,,,,181.0,78.0,L,L
brantro01,1868.0,55.0,44.0,USA,CA,,,,,,159.0,73.0,L,R
branyru01,1714.0,100.0,60.0,USA,GA,,,,,,214.0,83.0,L,R
brashki01,631.0,64.0,87.0,USA,OH,831.0,100.0,70.0,USA,CA,176.0,70.0,R,R
brashma01,1968.0,37.0,37.0,CAN,ON,,,,,,136.0,75.0,R,R
brashro01,598.0,1.0,8.0,USA,OH,1059.0,28.0,64.0,USA,CA,157.0,70.0,R,R
brasiry01,1846.0,64.0,84.0,USA,TX,,,,,,204.0,73.0,R,R
bratcjo01,863.0,55.0,70.0,USA,TX,1407.0,82.0,41.0,USA,TX,95.0,63.0,L,R
bratsfr01,797.0,1.0,50.0,USA,OH,1206.0,1.0,31.0,USA,OH,132.0,68.0,R,R
braulst01,1902.0,28.0,93.0,USA,CA,,,,,,164.0,73.0,L,L
braunjo01,1316.0,100.0,84.0,USA,WI,1862.0,46.0,31.0,USA,CA,192.0,85.0,R,R
braunry01,1769.0,55.0,93.0,CAN,ON,,,,,,195.0,75.0,R,R
braunry02,1802.0,91.0,54.0,USA,CA,,,,,,176.0,78.0,R,R
braunst01,1415.0,37.0,24.0,USA,NJ,,,,,,145.0,68.0,L,R
bravoan01,1349.0,64.0,11.0,Venezuela,Zulia,,,,,,107.0,63.0,L,L
braxtga01,885.0,46.0,31.0,USA,NC,1260.0,10.0,84.0,USA,VA,110.0,70.0,B,L
braybi01,1802.0,46.0,14.0,USA,VA,,,,,,189.0,80.0,L,L
braybu01,1029.0,28.0,1.0,USA,AL,1474.0,73.0,11.0,USA,IN,132.0,73.0,L,L
braymbe01,1924.0,28.0,90.0,USA,LA,,,,,,185.0,78.0,L,L
brazecr01,1769.0,37.0,31.0,USA,AL,,,,,,182.0,80.0,L,R
brazede01,1769.0,46.0,50.0,USA,TN,,,,,,189.0,83.0,R,R
brazifr01,874.0,64.0,34.0,USA,PA,1394.0,91.0,8.0,USA,CA,139.0,70.0,L,R
brazlal01,1029.0,82.0,60.0,USA,OK,1353.0,82.0,77.0,USA,CO,151.0,78.0,L,L
brazohu01,1868.0,82.0,47.0,D.R.,Santo Domingo,,,,,,114.0,80.0,R,R
brazoyh01,1769.0,46.0,34.0,D.R.,Distrito Nacional,,,,,,232.0,75.0,R,R
breale01,1692.0,82.0,37.0,D.R.,San Pedro de Macoris,,,,,,132.0,68.0,R,R
breamsi01,1548.0,64.0,8.0,USA,PA,,,,,,189.0,83.0,L,L
breazji01,1426.0,82.0,8.0,USA,TX,,,,,,182.0,78.0,L,R
brebbjo01,1879.0,37.0,97.0,USA,MA,,,,,,170.0,75.0,L,R
brechha01,1040.0,82.0,44.0,USA,OK,1769.0,1.0,54.0,USA,OK,120.0,68.0,L,L
breckbi01,962.0,82.0,50.0,USA,OK,1153.0,64.0,74.0,USA,OK,139.0,70.0,R,R
bredebr01,1670.0,73.0,41.0,USA,IL,,,,,,157.0,83.0,L,L
breedda01,1349.0,46.0,87.0,USA,GA,,,,,,151.0,70.0,R,R
breedha01,1371.0,46.0,90.0,USA,GA,1996.0,37.0,8.0,USA,GA,170.0,78.0,R,L
breedma01,1261.0,19.0,24.0,USA,AL,1795.0,100.0,100.0,USA,AL,139.0,73.0,R,R
bregmal01,1924.0,19.0,97.0,USA,NM,,,,,,160.0,73.0,R,R
breinfr01,1493.0,91.0,47.0,USA,CA,,,,,,151.0,83.0,R,R
breital01,410.0,91.0,27.0,USA,NY,804.0,46.0,60.0,USA,NY,107.0,68.0,,
breitte01,542.0,46.0,1.0,USA,MO,845.0,37.0,8.0,USA,MO,129.0,65.0,L,L
bremehe01,1029.0,82.0,80.0,USA,IL,1434.0,91.0,90.0,USA,GA,164.0,73.0,R,R
brenesa01,774.0,73.0,1.0,USA,WI,1126.0,28.0,64.0,USA,WI,151.0,78.0,L,R
brenlbo01,1482.0,10.0,80.0,USA,OH,,,,,,182.0,78.0,R,R
brennad01,741.0,55.0,57.0,USA,KS,1206.0,1.0,21.0,USA,MO,132.0,70.0,L,L
brennbe01,741.0,55.0,57.0,USA,MN,1327.0,28.0,34.0,USA,MN,139.0,73.0,R,R
brennbr01,1891.0,55.0,84.0,USA,CA,,,,,,179.0,83.0,R,R
brenndo01,918.0,100.0,4.0,USA,ME,1086.0,28.0,84.0,USA,MA,182.0,73.0,R,R
brennji01,476.0,73.0,47.0,USA,MO,563.0,19.0,77.0,USA,MO,114.0,,,
brennji02,1338.0,10.0,41.0,USA,CA,1635.0,19.0,31.0,USA,MS,145.0,78.0,R,R
brennto01,1460.0,82.0,97.0,USA,IL,,,,,,145.0,75.0,R,R
brennwi01,1581.0,1.0,47.0,USA,FL,,,,,,170.0,80.0,R,R
brennwi02,1968.0,10.0,4.0,USA,CO,,,,,,170.0,73.0,L,L
brentbr01,1857.0,100.0,97.0,USA,TN,,,,,,189.0,73.0,R,R
brentja01,1924.0,73.0,44.0,USA,MO,,,,,,176.0,75.0,L,L
brently01,763.0,82.0,21.0,USA,IL,1287.0,82.0,44.0,USA,CA,126.0,68.0,R,R
brenzbi01,995.0,19.0,8.0,USA,CA,1434.0,46.0,37.0,USA,CA,136.0,68.0,R,R
breslcr01,1769.0,64.0,24.0,USA,CT,,,,,,157.0,73.0,L,L
bresnro01,653.0,46.0,34.0,USA,OH,965.0,100.0,11.0,USA,OH,170.0,65.0,R,R
bressed01,1239.0,37.0,4.0,USA,CA,,,,,,139.0,75.0,R,R
bressru01,819.0,82.0,74.0,USA,PA,1260.0,91.0,21.0,USA,OH,154.0,73.0,R,L
bretoji01,786.0,55.0,47.0,USA,IL,1353.0,37.0,97.0,USA,WI,142.0,68.0,R,R
brettge01,1471.0,37.0,47.0,USA,WV,,,,,,151.0,73.0,L,R
bretthe01,885.0,37.0,74.0,USA,VA,1367.0,91.0,80.0,USA,FL,139.0,73.0,R,R
brettke01,1415.0,73.0,57.0,USA,NY,1755.0,91.0,57.0,USA,WA,157.0,73.0,L,L
brettry01,1891.0,82.0,27.0,USA,WA,,,,,,145.0,65.0,B,R
breuema01,1040.0,28.0,93.0,USA,MO,1594.0,1.0,54.0,USA,MO,151.0,78.0,R,R
brewebi01,1636.0,28.0,47.0,USA,TX,,,,,,139.0,75.0,L,L
brewech01,1857.0,28.0,21.0,USA,AZ,,,,,,182.0,80.0,R,R
breweco01,1902.0,82.0,93.0,USA,TX,,,,,,197.0,83.0,R,R
breweja01,1084.0,28.0,67.0,USA,CA,1755.0,91.0,97.0,USA,CA,132.0,78.0,R,R
breweji01,1294.0,91.0,44.0,USA,CA,1541.0,91.0,50.0,USA,TX,152.0,75.0,L,L
brewemi01,1537.0,82.0,77.0,USA,LA,,,,,,157.0,85.0,R,R
brewero01,1614.0,10.0,77.0,USA,FL,,,,,,182.0,80.0,L,L
breweto01,1228.0,73.0,8.0,USA,NC,1956.0,10.0,47.0,USA,SC,139.0,75.0,R,R
breweto02,1515.0,91.0,80.0,USA,LA,,,,,,157.0,70.0,R,R
brewija01,1670.0,73.0,90.0,USA,NC,,,,,,145.0,83.0,R,R
brewsch01,1062.0,100.0,87.0,USA,LA,1715.0,82.0,1.0,USA,GA,139.0,63.0,R,R
briceal01,1294.0,82.0,1.0,USA,NY,1929.0,55.0,97.0,USA,FL,189.0,85.0,R,R
briceau01,1902.0,46.0,60.0,Hong Kong,,,,,,,217.0,83.0,R,R
bricejo01,1902.0,73.0,60.0,Venezuela,Distrito Federal,,,,,,201.0,75.0,R,R
brickfr01,951.0,91.0,27.0,USA,KS,1193.0,28.0,24.0,USA,KS,120.0,60.0,L,R
brickfr02,1272.0,19.0,60.0,USA,KS,1246.0,82.0,47.0,USA,KS,116.0,55.0,R,R
brickge01,819.0,55.0,60.0,USA,MA,1005.0,10.0,74.0,USA,MA,145.0,65.0,R,R
brickra01,1161.0,37.0,4.0,USA,OH,1635.0,37.0,27.0,USA,OH,189.0,80.0,R,R
brideji01,1183.0,10.0,41.0,USA,OH,1568.0,64.0,80.0,USA,CA,126.0,73.0,R,R
bridejo01,1935.0,100.0,87.0,USA,WI,,,,,,170.0,68.0,R,R
bridgma01,1228.0,46.0,4.0,USA,MS,1581.0,73.0,8.0,USA,MS,126.0,75.0,B,L
bridgro01,1183.0,64.0,21.0,USA,TX,1916.0,1.0,90.0,USA,ID,132.0,63.0,R,R
bridgto01,951.0,100.0,90.0,USA,TN,1287.0,28.0,60.0,USA,TN,114.0,68.0,R,R
bridwal01,708.0,1.0,11.0,USA,OH,1300.0,1.0,74.0,USA,OH,132.0,65.0,L,R
bridwpa01,1891.0,64.0,4.0,USA,TX,,,,,,151.0,83.0,R,R
briefbu01,797.0,55.0,8.0,USA,MI,1220.0,10.0,34.0,USA,WI,151.0,73.0,R,R
briesbe01,1968.0,28.0,14.0,USA,AZ,,,,,,170.0,80.0,R,R
briggbu01,609.0,55.0,24.0,USA,NY,523.0,10.0,57.0,USA,OH,145.0,75.0,R,R
briggch01,443.0,73.0,,USA,IL,644.0,19.0,31.0,USA,WA,132.0,60.0,,
briggda01,1460.0,91.0,57.0,USA,CA,,,,,,145.0,73.0,L,L
brigggr01,498.0,19.0,50.0,USA,PA,751.0,37.0,100.0,USA,PA,132.0,70.0,,
briggjo01,1261.0,1.0,77.0,USA,CA,1956.0,100.0,80.0,USA,CA,139.0,68.0,R,R
briggjo02,1371.0,19.0,31.0,USA,NJ,,,,,,157.0,75.0,L,L
brighha01,1205.0,73.0,70.0,USA,MO,1715.0,19.0,41.0,USA,CA,157.0,73.0,R,R
brighja01,1857.0,10.0,31.0,USA,FL,,,,,,182.0,80.0,R,R
brighje01,1902.0,10.0,50.0,USA,WA,,,,,,164.0,73.0,R,R
brignre01,1835.0,1.0,50.0,USA,LA,,,,,,166.0,78.0,B,R
brilegr01,1603.0,37.0,77.0,USA,NC,,,,,,139.0,65.0,L,R
brilene01,1360.0,64.0,14.0,USA,CA,1782.0,10.0,41.0,USA,FL,164.0,70.0,R,R
brillfr01,487.0,19.0,90.0,USA,NY,965.0,91.0,60.0,USA,NY,114.0,63.0,R,R
brillji01,918.0,73.0,90.0,USA,VA,1340.0,73.0,4.0,USA,VA,132.0,70.0,R,L
brinkbi01,697.0,64.0,97.0,USA,MO,1246.0,10.0,14.0,USA,CA,157.0,75.0,B,R
brinkbr01,1603.0,1.0,64.0,USA,CA,,,,,,164.0,78.0,R,R
brinkch01,1371.0,73.0,50.0,USA,OH,,,,,,151.0,75.0,R,R
brinked01,1338.0,100.0,24.0,USA,OH,1822.0,73.0,97.0,USA,OH,132.0,73.0,R,R
brinkle01,1172.0,82.0,64.0,USA,MO,1688.0,55.0,4.0,USA,MO,151.0,70.0,R,R
brinsle01,1924.0,37.0,24.0,USA,FL,,,,,,185.0,85.0,R,R
briodfa01,421.0,64.0,41.0,USA,NY,416.0,46.0,70.0,USA,IL,157.0,63.0,,R
briscjo01,1625.0,73.0,70.0,USA,IL,,,,,,151.0,80.0,R,R
brisslo01,1150.0,46.0,14.0,USA,SC,1889.0,91.0,80.0,USA,SC,182.0,83.0,L,L
bristda99,1250.0,46.0,74.0,USA,GA,,,,,,139.0,70.0,R,R
bristge01,553.0,37.0,41.0,USA,IL,898.0,82.0,54.0,USA,WA,132.0,68.0,R,R
britobe01,1581.0,100.0,11.0,D.R.,San Cristobal,,,,,,157.0,75.0,R,R
britoeu01,1747.0,64.0,60.0,D.R.,Hato Mayor,,,,,,132.0,73.0,L,L
britojo01,1614.0,46.0,70.0,D.R.,Santiago Rodriguez,,,,,,157.0,75.0,R,R
britoju01,1758.0,91.0,21.0,D.R.,Santiago Rodriguez,,,,,,176.0,70.0,R,R
britoso01,1902.0,73.0,18.0,D.R.,Azua,,,,,,176.0,78.0,L,L
britoti01,1681.0,37.0,90.0,D.R.,Distrito Nacional,,,,,,132.0,73.0,R,R
brittch01,1791.0,100.0,50.0,USA,FL,,,,,,264.0,80.0,R,R
brittdr01,1868.0,37.0,70.0,USA,TX,,,,,,189.0,78.0,L,L
brittgi01,786.0,73.0,67.0,USA,KS,1487.0,46.0,64.0,USA,KS,120.0,68.0,R,R
brittgu01,984.0,91.0,93.0,USA,NC,1367.0,10.0,50.0,USA,NC,160.0,68.0,R,R
brittja01,1150.0,19.0,11.0,USA,IL,1635.0,1.0,14.0,USA,IL,139.0,70.0,R,R
brittji01,,,,,,,,,,,,58.0,,
brittji02,1371.0,19.0,80.0,USA,NY,,,,,,201.0,85.0,R,R
brittza01,1846.0,100.0,70.0,USA,CA,,,,,,170.0,75.0,L,L
brizzto01,1515.0,1.0,44.0,USA,CA,,,,,,189.0,85.0,R,R
broacjo01,984.0,82.0,8.0,USA,MA,1514.0,37.0,50.0,USA,MA,157.0,70.0,R,R
broadla01,1802.0,64.0,64.0,USA,TX,,,,,,182.0,78.0,R,R
broadmi01,1846.0,19.0,97.0,USA,KY,,,,,,189.0,85.0,R,R
brobepe01,1437.0,19.0,4.0,USA,FL,,,,,,176.0,80.0,R,R
brocado01,1625.0,37.0,50.0,USA,PA,,,,,,195.0,85.0,L,R
brockch01,1658.0,10.0,14.0,USA,FL,,,,,,139.0,73.0,R,R
brockgr01,1515.0,46.0,44.0,USA,OR,,,,,,170.0,80.0,L,R
brockjo01,841.0,82.0,50.0,USA,IL,1059.0,82.0,87.0,USA,MO,126.0,58.0,R,R
brockle01,664.0,55.0,74.0,USA,IL,1179.0,73.0,60.0,USA,IL,130.0,68.0,R,R
brocklo01,1316.0,46.0,57.0,USA,AR,1983.0,73.0,18.0,USA,MO,132.0,70.0,L,L
brockta01,1692.0,100.0,80.0,USA,CA,,,,,,132.0,80.0,L,L
brodebr01,1835.0,73.0,1.0,USA,AZ,,,,,,176.0,88.0,R,R
brodema01,631.0,100.0,1.0,USA,PA,912.0,10.0,84.0,USA,PA,89.0,58.0,R,R
brodist01,531.0,73.0,34.0,USA,VA,845.0,82.0,97.0,USA,MD,145.0,70.0,L,R
brododi01,1239.0,55.0,84.0,USA,NJ,1969.0,1.0,44.0,USA,MA,147.0,75.0,R,R
brogdco01,1935.0,1.0,93.0,USA,CA,,,,,,176.0,88.0,R,R
brogler01,1272.0,64.0,87.0,USA,CA,1969.0,55.0,50.0,USA,CA,170.0,78.0,R,R
brognri01,1658.0,28.0,57.0,USA,MA,,,,,,176.0,78.0,L,L
brohaja01,1437.0,10.0,84.0,USA,CA,,,,,,126.0,68.0,L,R
brohatr01,1692.0,1.0,44.0,USA,MD,,,,,,157.0,75.0,L,L
brondke01,1117.0,82.0,54.0,USA,NE,1769.0,82.0,8.0,USA,CA,164.0,75.0,R,R
bronkhe01,719.0,19.0,97.0,USA,CT,1287.0,37.0,87.0,USA,CT,126.0,65.0,R,R
bronkje01,1603.0,73.0,57.0,Afghanistan,,,,,,,189.0,80.0,R,R
bronsji01,1283.0,46.0,70.0,USA,TX,2010.0,28.0,27.0,USA,TX,165.0,80.0,R,R
brookaa01,1879.0,28.0,87.0,USA,CA,,,,,,207.0,83.0,R,R
brookbo01,1382.0,91.0,1.0,USA,CA,1635.0,82.0,34.0,USA,CA,126.0,63.0,R,R
brookfr01,1747.0,73.0,18.0,USA,NY,,,,,,157.0,75.0,L,L
brookha01,465.0,28.0,60.0,USA,NJ,671.0,28.0,60.0,USA,NY,,,,
brookhu01,1504.0,73.0,77.0,USA,CA,,,,,,142.0,73.0,R,R
brookik01,1426.0,1.0,8.0,USA,PA,,,,,,132.0,85.0,R,R
brookje01,1625.0,19.0,74.0,USA,NY,,,,,,164.0,73.0,R,R
brookma01,852.0,64.0,57.0,USA,WI,1394.0,100.0,18.0,USA,WI,126.0,65.0,R,R
brookto01,1471.0,64.0,31.0,USA,PA,,,,,,126.0,68.0,R,R
brosisc01,1614.0,64.0,47.0,USA,OR,,,,,,170.0,75.0,R,R
brosksi01,1007.0,19.0,74.0,USA,PA,1380.0,37.0,54.0,USA,OH,170.0,70.0,R,R
brosnji01,1205.0,82.0,77.0,USA,OH,1902.0,46.0,90.0,USA,IL,166.0,83.0,R,R
brossfr01,1371.0,55.0,100.0,USA,ND,,,,,,145.0,75.0,R,R
brossmi01,1924.0,19.0,47.0,USA,IN,,,,,,176.0,68.0,R,R
brosste01,1614.0,19.0,97.0,USA,TX,,,,,,212.0,95.0,R,R
brothre01,1846.0,100.0,57.0,USA,TN,,,,,,176.0,73.0,L,L
brottto01,786.0,28.0,97.0,USA,MN,764.0,64.0,14.0,USA,IL,140.0,73.0,R,R
brougca01,443.0,100.0,90.0,USA,WI,898.0,19.0,47.0,USA,WI,145.0,68.0,R,R
brouhma01,1504.0,37.0,70.0,USA,CA,,,,,,182.0,75.0,R,R
brousbe01,1725.0,73.0,77.0,USA,TX,,,,,,195.0,78.0,L,L
broutar01,686.0,91.0,80.0,USA,AL,1166.0,73.0,90.0,USA,SC,,75.0,R,R
broutda01,421.0,37.0,24.0,USA,NY,804.0,64.0,4.0,USA,NJ,179.0,78.0,L,L
brovijo01,1128.0,10.0,57.0,USA,CA,1635.0,64.0,47.0,USA,CA,164.0,80.0,L,R
browebo01,1548.0,1.0,31.0,USA,NY,,,,,,151.0,70.0,R,R
browefr01,808.0,19.0,84.0,USA,VA,1179.0,91.0,64.0,USA,MD,145.0,78.0,L,R
broweji01,1681.0,100.0,93.0,USA,MN,,,,,,176.0,78.0,R,R
browelo01,885.0,55.0,1.0,USA,OH,1635.0,19.0,11.0,USA,TX,114.0,68.0,R,R
brown01,,,,,,,,,,,,,,
brownad01,1703.0,10.0,21.0,USA,MS,,,,,,139.0,73.0,B,R
brownal01,1161.0,28.0,50.0,USA,VA,1929.0,1.0,31.0,USA,VA,164.0,78.0,R,R
brownan01,1780.0,10.0,54.0,USA,OH,,,,,,207.0,88.0,R,R
brownan02,1813.0,73.0,31.0,USA,TX,,,,,,170.0,73.0,R,R
brownba01,1813.0,100.0,90.0,USA,GA,,,,,,207.0,78.0,L,L
brownbi01,808.0,55.0,24.0,USA,TX,1246.0,37.0,41.0,USA,TX,151.0,63.0,L,L
brownbo01,763.0,10.0,64.0,USA,NJ,1407.0,10.0,24.0,USA,NJ,142.0,75.0,R,R
brownbo02,1007.0,28.0,1.0,USA,MA,1581.0,64.0,8.0,USA,MA,157.0,73.0,R,R
brownbo03,1150.0,82.0,80.0,USA,WA,1996.0,19.0,80.0,USA,TX,145.0,75.0,L,R
brownbo04,1482.0,37.0,80.0,USA,VA,,,,,,157.0,78.0,B,R
brownbr01,1670.0,46.0,70.0,USA,CA,,,,,,195.0,80.0,L,L
brownbr02,1824.0,46.0,64.0,USA,GA,,,,,,176.0,80.0,L,R
brownbu01,675.0,64.0,100.0,USA,IA,563.0,10.0,27.0,USA,IA,145.0,73.0,R,R
brownby01,1349.0,100.0,87.0,USA,MO,,,,,,157.0,78.0,R,R
brownca01,1305.0,19.0,50.0,USA,OK,2010.0,73.0,44.0,USA,OK,157.0,70.0,L,L
brownch01,565.0,64.0,54.0,USA,IN,885.0,28.0,8.0,USA,OH,145.0,73.0,,L
brownch02,1559.0,64.0,47.0,USA,MS,1795.0,100.0,84.0,USA,TX,151.0,73.0,R,R
browncl01,918.0,55.0,24.0,USA,PA,1112.0,100.0,100.0,USA,OH,157.0,75.0,L,R
brownco01,1824.0,91.0,84.0,USA,FL,,,,,,170.0,75.0,L,L
browncu01,752.0,100.0,27.0,USA,KS,1287.0,46.0,31.0,USA,KS,126.0,68.0,L,L
browncu02,1382.0,73.0,44.0,USA,CA,,,,,,145.0,70.0,R,R
browncu03,1548.0,1.0,47.0,USA,FL,,,,,,170.0,85.0,R,R
brownda01,1493.0,82.0,93.0,USA,OK,,,,,,150.0,73.0,B,R
brownda99,1625.0,46.0,41.0,USA,OK,,,,,,151.0,83.0,R,R
brownde01,797.0,82.0,11.0,USA,IL,1233.0,100.0,67.0,USA,IL,120.0,65.0,R,R
brownde02,1747.0,19.0,87.0,USA,NY,,,,,,214.0,73.0,L,R
browndi01,1272.0,1.0,54.0,USA,WV,1313.0,28.0,54.0,USA,MD,140.0,78.0,R,R
browndo01,1846.0,73.0,8.0,USA,FL,,,,,,201.0,85.0,L,L
browndr01,719.0,1.0,100.0,USA,CA,737.0,1.0,87.0,USA,MO,145.0,73.0,R,R
browndu01,1791.0,46.0,60.0,USA,CA,,,,,,164.0,73.0,R,R
brownea01,1007.0,19.0,14.0,USA,KY,1621.0,1.0,37.0,USA,CA,139.0,73.0,L,L
browned01,,,,USA,IL,,,,,,142.0,,,R
browned02,786.0,55.0,54.0,USA,NE,1126.0,73.0,31.0,USA,CA,157.0,80.0,R,R
brownel01,697.0,64.0,80.0,USA,IN,1112.0,1.0,74.0,USA,IN,135.0,70.0,L,R
brownem01,1703.0,100.0,93.0,USA,IL,,,,,,164.0,78.0,R,R
brownfr01,653.0,28.0,37.0,USA,NH,1112.0,10.0,8.0,USA,NH,157.0,68.0,R,R
brownfr02,686.0,82.0,93.0,USA,KY,1019.0,37.0,60.0,USA,TX,101.0,55.0,R,R
brownfr99,277.0,1.0,100.0,USA,MA,590.0,100.0,87.0,USA,MA,,,,
brownga01,1316.0,37.0,4.0,USA,OH,1889.0,73.0,87.0,USA,MI,195.0,70.0,L,R
brownga02,1857.0,73.0,90.0,USA,CA,,,,,,157.0,75.0,R,R
brownge01,620.0,1.0,37.0,USA,VA,644.0,100.0,27.0,USA,NY,120.0,68.0,L,R
brownha01,1150.0,100.0,34.0,USA,NC,1916.0,100.0,54.0,USA,NC,145.0,78.0,R,R
brownhu01,1968.0,64.0,93.0,USA,MI,,,,,,185.0,78.0,R,R
brownik01,1349.0,28.0,41.0,USA,TN,1728.0,37.0,54.0,USA,TN,157.0,73.0,R,R
brownja01,1360.0,37.0,100.0,USA,OK,1943.0,1.0,24.0,USA,OK,164.0,75.0,R,R
brownja02,1415.0,19.0,70.0,USA,MS,1461.0,100.0,57.0,USA,TX,170.0,78.0,R,R
brownja03,1625.0,19.0,84.0,USA,IL,,,,,,126.0,60.0,R,R
brownja04,1736.0,19.0,100.0,USA,MS,,,,,,170.0,78.0,R,R
brownje01,1614.0,10.0,41.0,V.I.,St. Croix,,,,,,95.0,68.0,B,R
brownje02,1758.0,82.0,80.0,USA,AL,,,,,,202.0,68.0,R,R
brownji01,443.0,100.0,37.0,USA,PA,483.0,28.0,18.0,USA,PA,,,,
brownji02,786.0,19.0,100.0,USA,MD,965.0,82.0,70.0,USA,OR,142.0,73.0,R,R
brownji03,995.0,28.0,80.0,USA,NC,1407.0,100.0,93.0,USA,NC,126.0,63.0,B,R
brownjo01,432.0,28.0,11.0,CAN,,215.0,46.0,90.0,USA,PA,122.0,68.0,,
brownjo02,620.0,64.0,77.0,USA,PA,483.0,55.0,57.0,USA,PA,,,,R
brownjo03,885.0,55.0,8.0,USA,AR,1045.0,19.0,21.0,USA,CA,140.0,73.0,R,R
brownjo04,1382.0,1.0,70.0,USA,LA,1902.0,1.0,34.0,USA,CA,157.0,78.0,L,R
brownjo05,1802.0,100.0,57.0,USA,CA,,,,,,195.0,73.0,L,L
brownju01,962.0,28.0,97.0,USA,RI,1260.0,82.0,4.0,USA,NY,289.0,83.0,R,R
brownke01,1603.0,19.0,44.0,USA,GA,,,,,,164.0,83.0,R,R
brownke02,1592.0,10.0,44.0,USA,AZ,,,,,,189.0,83.0,B,R
brownke03,1614.0,19.0,14.0,USA,CA,,,,,,151.0,75.0,L,L
brownke04,1692.0,28.0,67.0,USA,IN,,,,,,170.0,78.0,R,R
brownla01,1327.0,19.0,1.0,USA,WV,,,,,,120.0,68.0,R,R
brownle01,421.0,10.0,1.0,USA,MA,229.0,1.0,47.0,USA,MA,151.0,68.0,R,R
brownle02,1415.0,91.0,50.0,USA,CA,,,,,,151.0,73.0,R,R
brownli01,1007.0,55.0,70.0,USA,TX,1273.0,1.0,1.0,USA,TX,120.0,68.0,R,R
brownll01,929.0,100.0,80.0,USA,TX,1367.0,1.0,44.0,USA,FL,132.0,65.0,L,L
brownma01,984.0,37.0,67.0,USA,IA,1742.0,19.0,77.0,USA,NC,157.0,75.0,R,R
