,playerID,yearID,teamID,lgID,inseason,G,W,L,rank,plyrMgr
895,barroed99,1920,BOS,AL,1.0,154.0,72.0,81.0,37.0,N
896,gleaski01,1920,CHA,AL,1.0,154.0,96.0,59.0,10.0,N
897,speaktr01,1920,CLE,AL,1.0,154.0,98.0,57.0,1.0,Y
898,jennihu01,1920,DET,AL,1.0,155.0,61.0,93.0,55.0,N
899,huggimi01,1920,NYA,AL,1.0,154.0,95.0,60.0,19.0,N
900,mackco01,1920,PHA,AL,1.0,156.0,49.0,106.0,64.0,N
901,burkeji01,1920,SLA,AL,1.0,154.0,76.0,77.0,28.0,N
902,griffcl01,1920,WS1,AL,1.0,153.0,68.0,84.0,46.0,N
903,robinwi01,1920,BRO,NL,1.0,155.0,93.0,61.0,1.0,N
904,stallge01,1920,BSN,NL,1.0,153.0,62.0,90.0,55.0,N
905,mitchfr01,1920,CHN,NL,1.0,154.0,75.0,79.0,46.0,N
906,moranpa01,1920,CIN,NL,1.0,154.0,82.0,71.0,19.0,N
907,mcgrajo01,1920,NY1,NL,1.0,155.0,86.0,68.0,10.0,N
908,cravaga01,1920,PHI,NL,1.0,153.0,62.0,91.0,64.0,Y
909,gibsoge01,1920,PIT,NL,1.0,155.0,79.0,75.0,28.0,N
910,rickebr01,1920,SLN,NL,1.0,155.0,75.0,79.0,37.0,N
911,duffyhu01,1921,BOS,AL,1.0,154.0,75.0,79.0,37.0,N
912,gleaski01,1921,CHA,AL,1.0,154.0,62.0,92.0,55.0,N
913,speaktr01,1921,CLE,AL,1.0,154.0,94.0,60.0,10.0,Y
914,cobbty01,1921,DET,AL,1.0,154.0,71.0,82.0,46.0,Y
915,huggimi01,1921,NYA,AL,1.0,153.0,98.0,56.0,1.0,N
916,mackco01,1921,PHA,AL,1.0,155.0,54.0,100.0,64.0,N
917,fohlle01,1921,SLA,AL,1.0,154.0,81.0,73.0,19.0,N
918,mcbrige01,1921,WS1,AL,1.0,154.0,80.0,73.0,28.0,N
919,robinwi01,1921,BRO,NL,1.0,152.0,77.0,75.0,37.0,N
920,mitchfr01,1921,BSN,NL,1.0,153.0,79.0,74.0,28.0,N
921,eversjo01,1921,CHN,NL,1.0,96.0,42.0,56.0,55.0,N
922,killebi01,1921,CHN,NL,13.0,57.0,24.0,35.0,55.0,Y
923,moranpa01,1921,CIN,NL,1.0,153.0,70.0,83.0,46.0,N
924,mcgrajo01,1921,NY1,NL,1.0,153.0,94.0,60.0,1.0,N
925,donovbi01,1921,PHI,NL,1.0,87.0,26.0,62.0,64.0,N
926,wilheka01,1921,PHI,NL,13.0,67.0,27.0,42.0,64.0,Y
927,gibsoge01,1921,PIT,NL,1.0,154.0,90.0,63.0,10.0,N
928,rickebr01,1921,SLN,NL,1.0,154.0,87.0,66.0,19.0,N
929,duffyhu01,1922,BOS,AL,1.0,154.0,61.0,93.0,64.0,N
930,gleaski01,1922,CHA,AL,1.0,155.0,77.0,77.0,37.0,N
931,speaktr01,1922,CLE,AL,1.0,155.0,78.0,76.0,28.0,Y
932,cobbty01,1922,DET,AL,1.0,155.0,79.0,75.0,19.0,Y
933,huggimi01,1922,NYA,AL,1.0,154.0,94.0,60.0,1.0,N
934,mackco01,1922,PHA,AL,1.0,155.0,65.0,89.0,55.0,N
935,fohlle01,1922,SLA,AL,1.0,154.0,93.0,61.0,10.0,N
936,milancl01,1922,WS1,AL,1.0,154.0,69.0,85.0,46.0,Y
937,robinwi01,1922,BRO,NL,1.0,155.0,76.0,78.0,46.0,N
938,mitchfr01,1922,BSN,NL,1.0,154.0,54.0,100.0,64.0,N
939,killebi01,1922,CHN,NL,1.0,156.0,80.0,74.0,37.0,N
940,moranpa01,1922,CIN,NL,1.0,156.0,86.0,68.0,10.0,N
941,mcgrajo01,1922,NY1,NL,1.0,156.0,93.0,61.0,1.0,N
942,wilheka01,1922,PHI,NL,1.0,154.0,58.0,96.0,55.0,N
943,gibsoge01,1922,PIT,NL,1.0,65.0,33.0,34.0,19.0,N
944,mckecbi01,1922,PIT,NL,13.0,90.0,54.0,37.0,19.0,N
945,rickebr01,1922,SLN,NL,1.0,154.0,85.0,69.0,19.0,N
946,chancfr01,1923,BOS,AL,1.0,154.0,61.0,91.0,64.0,N
947,gleaski01,1923,CHA,AL,1.0,156.0,69.0,85.0,55.0,N
948,speaktr01,1923,CLE,AL,1.0,153.0,82.0,71.0,19.0,Y
949,cobbty01,1923,DET,AL,1.0,155.0,83.0,71.0,10.0,Y
950,huggimi01,1923,NYA,AL,1.0,152.0,98.0,55.0,1.0,N
951,mackco01,1923,PHA,AL,1.0,153.0,69.0,83.0,46.0,N
952,fohlle01,1923,SLA,AL,1.0,103.0,53.0,50.0,37.0,N
953,austiji01,1923,SLA,AL,13.0,51.0,23.0,30.0,37.0,Y
954,bushdo01,1923,WS1,AL,1.0,155.0,75.0,78.0,28.0,Y
955,robinwi01,1923,BRO,NL,1.0,155.0,76.0,78.0,46.0,N
956,mitchfr01,1923,BSN,NL,1.0,155.0,55.0,100.0,55.0,N
957,killebi01,1923,CHN,NL,1.0,154.0,83.0,71.0,28.0,N
958,moranpa01,1923,CIN,NL,1.0,154.0,91.0,63.0,10.0,N
959,mcgrajo01,1923,NY1,NL,1.0,153.0,95.0,59.0,1.0,N
960,fletcar01,1923,PHI,NL,1.0,155.0,51.0,104.0,64.0,N
961,mckecbi01,1923,PIT,NL,1.0,154.0,87.0,67.0,19.0,N
962,rickebr01,1923,SLN,NL,1.0,154.0,79.0,74.0,37.0,N
963,fohlle01,1924,BOS,AL,1.0,157.0,67.0,87.0,55.0,N
964,eversjo01,1924,CHA,AL,1.0,21.0,11.0,12.0,46.0,N
965,walshed01,1924,CHA,AL,13.0,3.0,2.0,3.0,46.0,N
966,collied01,1924,CHA,AL,26.0,27.0,15.0,14.0,46.0,Y
967,eversjo01,1924,CHA,AL,38.0,103.0,42.0,61.0,64.0,N
968,speaktr01,1924,CLE,AL,1.0,153.0,67.0,86.0,46.0,Y
969,cobbty01,1924,DET,AL,1.0,156.0,86.0,68.0,19.0,Y
970,huggimi01,1924,NYA,AL,1.0,153.0,89.0,63.0,10.0,N
971,mackco01,1924,PHA,AL,1.0,152.0,71.0,81.0,37.0,N
972,sislege01,1924,SLA,AL,1.0,153.0,74.0,78.0,28.0,Y
973,harribu01,1924,WS1,AL,1.0,156.0,92.0,62.0,1.0,Y
974,robinwi01,1924,BRO,NL,1.0,154.0,92.0,62.0,10.0,N
975,bancrda01,1924,BSN,NL,1.0,154.0,54.0,100.0,64.0,Y
976,killebi01,1924,CHN,NL,1.0,154.0,81.0,72.0,37.0,N
977,hendrja01,1924,CIN,NL,1.0,153.0,83.0,70.0,28.0,N
978,mcgrajo01,1924,NY1,NL,1.0,29.0,17.0,14.0,1.0,N
979,jennihu01,1924,NY1,NL,13.0,44.0,33.0,13.0,1.0,N
980,mcgrajo01,1924,NY1,NL,26.0,81.0,46.0,36.0,1.0,N
981,fletcar01,1924,PHI,NL,1.0,152.0,56.0,96.0,55.0,N
982,mckecbi01,1924,PIT,NL,1.0,153.0,90.0,63.0,19.0,N
983,rickebr01,1924,SLN,NL,1.0,154.0,65.0,89.0,46.0,N
984,fohlle01,1925,BOS,AL,1.0,152.0,48.0,105.0,64.0,N
985,collied01,1925,CHA,AL,1.0,154.0,79.0,75.0,37.0,Y
986,speaktr01,1925,CLE,AL,1.0,155.0,70.0,84.0,46.0,Y
987,cobbty01,1925,DET,AL,1.0,156.0,81.0,73.0,28.0,Y
988,huggimi01,1925,NYA,AL,1.0,156.0,69.0,85.0,55.0,N
989,mackco01,1925,PHA,AL,1.0,153.0,88.0,64.0,10.0,N
990,sislege01,1925,SLA,AL,1.0,154.0,82.0,71.0,19.0,Y
991,harribu01,1925,WS1,AL,1.0,152.0,96.0,56.0,1.0,Y
992,robinwi01,1925,BRO,NL,1.0,153.0,68.0,85.0,55.0,N
993,bancrda01,1925,BSN,NL,1.0,153.0,70.0,83.0,37.0,Y
994,killebi01,1925,CHN,NL,1.0,75.0,34.0,43.0,64.0,N
995,maranra01,1925,CHN,NL,13.0,53.0,24.0,31.0,64.0,Y
996,gibsoge01,1925,CHN,NL,26.0,26.0,13.0,15.0,64.0,N
997,hendrja01,1925,CIN,NL,1.0,153.0,80.0,73.0,19.0,N
998,mcgrajo01,1925,NY1,NL,1.0,14.0,11.0,5.0,10.0,N
999,jennihu01,1925,NY1,NL,13.0,32.0,22.0,12.0,10.0,N
1000,mcgrajo01,1925,NY1,NL,26.0,106.0,56.0,52.0,10.0,N
1001,fletcar01,1925,PHI,NL,1.0,153.0,68.0,85.0,46.0,N
1002,mckecbi01,1925,PIT,NL,1.0,153.0,95.0,59.0,1.0,N
1003,rickebr01,1925,SLN,NL,1.0,38.0,14.0,26.0,28.0,N
1004,hornsro01,1925,SLN,NL,13.0,115.0,64.0,52.0,28.0,Y
1005,fohlle01,1926,BOS,AL,1.0,154.0,47.0,107.0,64.0,N
1006,collied01,1926,CHA,AL,1.0,155.0,81.0,72.0,37.0,Y
1007,speaktr01,1926,CLE,AL,1.0,154.0,88.0,66.0,10.0,Y
1008,cobbty01,1926,DET,AL,1.0,157.0,79.0,75.0,46.0,Y
1009,huggimi01,1926,NYA,AL,1.0,155.0,91.0,63.0,1.0,N
1010,mackco01,1926,PHA,AL,1.0,150.0,83.0,67.0,19.0,N
1011,sislege01,1926,SLA,AL,1.0,155.0,62.0,92.0,55.0,Y
1012,harribu01,1926,WS1,AL,1.0,152.0,81.0,69.0,28.0,Y
1013,robinwi01,1926,BRO,NL,1.0,155.0,71.0,82.0,46.0,N
1014,bancrda01,1926,BSN,NL,1.0,153.0,66.0,86.0,55.0,Y
1015,mccarjo99,1926,CHN,NL,1.0,155.0,82.0,72.0,28.0,N
1016,hendrja01,1926,CIN,NL,1.0,157.0,87.0,67.0,10.0,N
1017,mcgrajo01,1926,NY1,NL,1.0,151.0,74.0,77.0,37.0,N
1018,fletcar01,1926,PHI,NL,1.0,152.0,58.0,93.0,64.0,N
1019,mckecbi01,1926,PIT,NL,1.0,157.0,84.0,69.0,19.0,N
1020,hornsro01,1926,SLN,NL,1.0,156.0,89.0,65.0,1.0,Y
1021,carribi02,1927,BOS,AL,1.0,154.0,52.0,103.0,64.0,N
1022,schalra01,1927,CHA,AL,1.0,153.0,70.0,83.0,37.0,Y
1023,mccalja99,1927,CLE,AL,1.0,153.0,66.0,87.0,46.0,N
1024,moriage02,1927,DET,AL,1.0,156.0,82.0,71.0,28.0,N
1025,huggimi01,1927,NYA,AL,1.0,155.0,110.0,45.0,1.0,N
1026,mackco01,1927,PHA,AL,1.0,155.0,91.0,63.0,10.0,N
1027,howleda01,1927,SLA,AL,1.0,155.0,59.0,94.0,55.0,N
1028,harribu01,1927,WS1,AL,1.0,157.0,85.0,69.0,19.0,Y
1029,robinwi01,1927,BRO,NL,1.0,154.0,65.0,88.0,46.0,N
1030,bancrda01,1927,BSN,NL,1.0,155.0,60.0,94.0,55.0,Y
1031,mccarjo99,1927,CHN,NL,1.0,153.0,85.0,68.0,28.0,N
1032,hendrja01,1927,CIN,NL,1.0,153.0,75.0,78.0,37.0,N
1033,mcgrajo01,1927,NY1,NL,1.0,122.0,70.0,53.0,19.0,N
1034,hornsro01,1927,NY1,NL,13.0,33.0,23.0,11.0,19.0,Y
1035,mcinnst01,1927,PHI,NL,1.0,155.0,52.0,103.0,64.0,Y
1036,bushdo01,1927,PIT,NL,1.0,156.0,94.0,60.0,1.0,N
1037,ofarrbo01,1927,SLN,NL,1.0,153.0,92.0,61.0,10.0,Y
1038,carribi02,1928,BOS,AL,1.0,154.0,58.0,96.0,64.0,N
1039,schalra01,1928,CHA,AL,1.0,75.0,33.0,43.0,37.0,Y
1040,blackle01,1928,CHA,AL,13.0,80.0,41.0,41.0,37.0,N
1041,peckiro01,1928,CLE,AL,1.0,155.0,62.0,92.0,55.0,N
1042,moriage02,1928,DET,AL,1.0,154.0,68.0,86.0,46.0,N
1043,huggimi01,1928,NYA,AL,1.0,154.0,101.0,54.0,1.0,N
1044,mackco01,1928,PHA,AL,1.0,153.0,98.0,56.0,10.0,N
1045,howleda01,1928,SLA,AL,1.0,154.0,82.0,72.0,19.0,N
1046,harribu01,1928,WS1,AL,1.0,155.0,75.0,79.0,28.0,Y
1047,robinwi01,1928,BRO,NL,1.0,155.0,77.0,76.0,46.0,N
1048,slattja01,1928,BSN,NL,1.0,31.0,12.0,21.0,55.0,N
1049,hornsro01,1928,BSN,NL,13.0,122.0,40.0,83.0,55.0,Y
1050,mccarjo99,1928,CHN,NL,1.0,154.0,91.0,63.0,19.0,N
1051,hendrja01,1928,CIN,NL,1.0,153.0,78.0,74.0,37.0,N
1052,mcgrajo01,1928,NY1,NL,1.0,155.0,93.0,61.0,10.0,N
1053,shottbu01,1928,PHI,NL,1.0,152.0,44.0,109.0,64.0,N
1054,bushdo01,1928,PIT,NL,1.0,152.0,85.0,67.0,28.0,N
1055,mckecbi01,1928,SLN,NL,1.0,154.0,95.0,60.0,1.0,N
1056,carribi02,1929,BOS,AL,1.0,155.0,58.0,96.0,64.0,N
1057,blackle01,1929,CHA,AL,1.0,152.0,59.0,93.0,55.0,Y
1058,peckiro01,1929,CLE,AL,1.0,152.0,81.0,71.0,19.0,N
1059,harribu01,1929,DET,AL,1.0,155.0,70.0,84.0,46.0,Y
1060,huggimi01,1929,NYA,AL,1.0,143.0,82.0,61.0,10.0,N
1061,fletcar01,1929,NYA,AL,13.0,11.0,7.0,6.0,10.0,N
1062,mackco01,1929,PHA,AL,1.0,151.0,104.0,47.0,1.0,N
1063,howleda01,1929,SLA,AL,1.0,154.0,79.0,73.0,28.0,N
1064,johnswa01,1929,WS1,AL,1.0,153.0,71.0,81.0,37.0,N
1065,robinwi01,1929,BRO,NL,1.0,153.0,70.0,83.0,46.0,N
1066,fuchsju99,1929,BSN,NL,1.0,154.0,57.0,98.0,64.0,N
1067,mccarjo99,1929,CHN,NL,1.0,156.0,98.0,55.0,1.0,N
1068,hendrja01,1929,CIN,NL,1.0,155.0,66.0,88.0,55.0,N
1069,mcgrajo01,1929,NY1,NL,1.0,152.0,84.0,67.0,19.0,N
1070,shottbu01,1929,PHI,NL,1.0,154.0,71.0,82.0,37.0,N
1071,bushdo01,1929,PIT,NL,1.0,119.0,67.0,52.0,10.0,N
1072,ensje01,1929,PIT,NL,13.0,35.0,22.0,15.0,10.0,N
1073,southbi01,1929,SLN,NL,1.0,90.0,44.0,46.0,28.0,Y
1074,streega01,1929,SLN,NL,13.0,1.0,2.0,1.0,28.0,N
1075,mckecbi01,1929,SLN,NL,26.0,63.0,35.0,30.0,28.0,N
1076,wagnehe01,1930,BOS,AL,1.0,154.0,53.0,102.0,64.0,N
1077,bushdo01,1930,CHA,AL,1.0,154.0,62.0,92.0,55.0,N
1078,peckiro01,1930,CLE,AL,1.0,154.0,81.0,73.0,28.0,N
1079,harribu01,1930,DET,AL,1.0,154.0,75.0,79.0,37.0,N
1080,shawkbo01,1930,NYA,AL,1.0,154.0,86.0,68.0,19.0,N
1081,mackco01,1930,PHA,AL,1.0,154.0,102.0,53.0,1.0,N
1082,killebi01,1930,SLA,AL,1.0,154.0,64.0,90.0,46.0,N
1083,johnswa01,1930,WS1,AL,1.0,154.0,94.0,60.0,10.0,N
1084,robinwi01,1930,BRO,NL,1.0,154.0,86.0,68.0,28.0,N
1085,mckecbi01,1930,BSN,NL,1.0,154.0,70.0,84.0,46.0,N
1086,mccarjo99,1930,CHN,NL,1.0,152.0,86.0,64.0,10.0,N
1087,hornsro01,1930,CHN,NL,13.0,4.0,5.0,1.0,10.0,Y
1088,howleda01,1930,CIN,NL,1.0,154.0,59.0,95.0,55.0,N
1089,mcgrajo01,1930,NY1,NL,1.0,154.0,87.0,67.0,19.0,N
1090,shottbu01,1930,PHI,NL,1.0,156.0,53.0,102.0,64.0,N
1091,ensje01,1930,PIT,NL,1.0,154.0,80.0,74.0,37.0,N
1092,streega01,1930,SLN,NL,1.0,154.0,92.0,62.0,1.0,N
1093,collish01,1931,BOS,AL,1.0,153.0,62.0,90.0,46.0,N
1094,bushdo01,1931,CHA,AL,1.0,156.0,57.0,97.0,64.0,N
1095,peckiro01,1931,CLE,AL,1.0,155.0,78.0,76.0,28.0,N
1096,harribu01,1931,DET,AL,1.0,154.0,61.0,93.0,55.0,Y
1097,mccarjo99,1931,NYA,AL,1.0,155.0,94.0,60.0,10.0,N
1098,mackco01,1931,PHA,AL,1.0,153.0,107.0,46.0,1.0,N
1099,killebi01,1931,SLA,AL,1.0,154.0,63.0,91.0,37.0,N
1100,johnswa01,1931,WS1,AL,1.0,156.0,92.0,62.0,19.0,N
1101,robinwi01,1931,BRO,NL,1.0,153.0,79.0,73.0,28.0,N
1102,mckecbi01,1931,BSN,NL,1.0,156.0,64.0,90.0,55.0,N
1103,hornsro01,1931,CHN,NL,1.0,156.0,84.0,70.0,19.0,Y
1104,howleda01,1931,CIN,NL,1.0,154.0,58.0,96.0,64.0,N
1105,mcgrajo01,1931,NY1,NL,1.0,153.0,87.0,65.0,10.0,N
1106,shottbu01,1931,PHI,NL,1.0,155.0,66.0,88.0,46.0,N
1107,ensje01,1931,PIT,NL,1.0,155.0,75.0,79.0,37.0,N
1108,streega01,1931,SLN,NL,1.0,154.0,101.0,54.0,1.0,Y
1109,collish01,1932,BOS,AL,1.0,55.0,12.0,45.0,64.0,N
1110,mcmanma01,1932,BOS,AL,13.0,99.0,33.0,67.0,64.0,Y
1111,fonsele01,1932,CHA,AL,1.0,152.0,50.0,102.0,55.0,Y
1112,peckiro01,1932,CLE,AL,1.0,153.0,87.0,65.0,28.0,N
1113,harribu01,1932,DET,AL,1.0,153.0,76.0,75.0,37.0,N
1114,mccarjo99,1932,NYA,AL,1.0,156.0,107.0,48.0,1.0,N
1115,mackco01,1932,PHA,AL,1.0,154.0,94.0,60.0,10.0,N
1116,killebi01,1932,SLA,AL,1.0,154.0,63.0,91.0,46.0,N
1117,johnswa01,1932,WS1,AL,1.0,154.0,93.0,61.0,19.0,N
1118,careyma01,1932,BRO,NL,1.0,154.0,81.0,73.0,19.0,N
1119,mckecbi01,1932,BSN,NL,1.0,155.0,77.0,77.0,37.0,N
1120,hornsro01,1932,CHN,NL,1.0,99.0,54.0,47.0,1.0,Y
1121,grimmch01,1932,CHN,NL,13.0,55.0,38.0,19.0,1.0,Y
1122,howleda01,1932,CIN,NL,1.0,155.0,60.0,94.0,64.0,N
1123,mcgrajo01,1932,NY1,NL,1.0,40.0,18.0,24.0,46.0,N
1124,terrybi01,1932,NY1,NL,13.0,114.0,56.0,60.0,46.0,Y
1125,shottbu01,1932,PHI,NL,1.0,154.0,78.0,76.0,28.0,N
1126,gibsoge01,1932,PIT,NL,1.0,154.0,86.0,68.0,10.0,N
1127,streega01,1932,SLN,NL,1.0,156.0,72.0,82.0,46.0,N
1128,mcmanma01,1933,BOS,AL,1.0,149.0,63.0,86.0,55.0,Y
1129,fonsele01,1933,CHA,AL,1.0,151.0,67.0,83.0,46.0,Y
1130,peckiro01,1933,CLE,AL,1.0,51.0,27.0,26.0,28.0,N
1131,falkbi01,1933,CLE,AL,13.0,1.0,2.0,1.0,28.0,N
1132,johnswa01,1933,CLE,AL,26.0,99.0,49.0,52.0,28.0,N
1133,harribu01,1933,DET,AL,1.0,153.0,73.0,79.0,37.0,N
1134,bakerde01,1933,DET,AL,13.0,2.0,3.0,1.0,37.0,N
1135,mccarjo99,1933,NYA,AL,1.0,152.0,91.0,60.0,10.0,N
1136,mackco01,1933,PHA,AL,1.0,152.0,79.0,72.0,19.0,N
1137,killebi01,1933,SLA,AL,1.0,91.0,35.0,58.0,64.0,N
1138,sothoal01,1933,SLA,AL,13.0,8.0,3.0,7.0,64.0,N
1139,hornsro01,1933,SLA,AL,26.0,54.0,20.0,34.0,64.0,Y
1140,cronijo01,1933,WS1,AL,1.0,153.0,99.0,54.0,1.0,Y
1141,careyma01,1933,BRO,NL,1.0,157.0,65.0,88.0,46.0,N
1142,mckecbi01,1933,BSN,NL,1.0,156.0,83.0,71.0,28.0,N
1143,grimmch01,1933,CHN,NL,1.0,154.0,86.0,68.0,19.0,Y
1144,bushdo01,1933,CIN,NL,1.0,153.0,58.0,94.0,64.0,N
1145,terrybi01,1933,NY1,NL,1.0,156.0,91.0,61.0,1.0,Y
1146,shottbu01,1933,PHI,NL,1.0,152.0,60.0,92.0,55.0,N
1147,gibsoge01,1933,PIT,NL,1.0,154.0,87.0,67.0,10.0,N
1148,streega01,1933,SLN,NL,1.0,91.0,47.0,46.0,37.0,N
1149,friscfr01,1933,SLN,NL,13.0,63.0,37.0,27.0,37.0,Y
1150,harribu01,1934,BOS,AL,1.0,153.0,76.0,76.0,28.0,N
1151,fonsele01,1934,CHA,AL,1.0,15.0,5.0,12.0,64.0,N
1152,dykesji01,1934,CHA,AL,13.0,138.0,50.0,88.0,64.0,Y
1153,johnswa01,1934,CLE,AL,1.0,154.0,85.0,69.0,19.0,N
1154,cochrmi01,1934,DET,AL,1.0,154.0,101.0,54.0,1.0,Y
1155,mccarjo99,1934,NYA,AL,1.0,154.0,94.0,60.0,10.0,N
1156,mackco01,1934,PHA,AL,1.0,153.0,68.0,82.0,37.0,N
1157,hornsro01,1934,SLA,AL,1.0,154.0,67.0,85.0,46.0,Y
1158,cronijo01,1934,WS1,AL,1.0,155.0,66.0,86.0,55.0,Y
1159,stengca01,1934,BRO,NL,1.0,153.0,71.0,81.0,46.0,N
1160,mckecbi01,1934,BSN,NL,1.0,152.0,78.0,73.0,28.0,N
1161,grimmch01,1934,CHN,NL,1.0,152.0,86.0,65.0,19.0,Y
1162,ofarrbo01,1934,CIN,NL,1.0,91.0,31.0,60.0,64.0,Y
1163,shottbu01,1934,CIN,NL,13.0,1.0,2.0,1.0,64.0,N
1164,dressch01,1934,CIN,NL,26.0,60.0,22.0,40.0,64.0,N
1165,terrybi01,1934,NY1,NL,1.0,153.0,93.0,60.0,10.0,Y
1166,wilsoji01,1934,PHI,NL,1.0,149.0,57.0,93.0,55.0,Y
1167,gibsoge01,1934,PIT,NL,1.0,51.0,28.0,25.0,37.0,N
1168,traynpi01,1934,PIT,NL,13.0,100.0,48.0,53.0,37.0,Y
1169,friscfr01,1934,SLN,NL,1.0,154.0,95.0,59.0,1.0,Y
1170,cronijo01,1935,BOS,AL,1.0,154.0,78.0,75.0,28.0,Y
1171,dykesji01,1935,CHA,AL,1.0,153.0,74.0,78.0,37.0,Y
1172,johnswa01,1935,CLE,AL,1.0,96.0,47.0,49.0,19.0,N
1173,oneilst01,1935,CLE,AL,13.0,60.0,37.0,24.0,19.0,N
1174,cochrmi01,1935,DET,AL,1.0,152.0,93.0,59.0,1.0,Y
1175,mccarjo99,1935,NYA,AL,1.0,149.0,89.0,60.0,10.0,N
1176,mackco01,1935,PHA,AL,1.0,149.0,58.0,91.0,64.0,N
1177,hornsro01,1935,SLA,AL,1.0,155.0,65.0,87.0,55.0,Y
1178,harribu01,1935,WS1,AL,1.0,154.0,67.0,86.0,46.0,N
1179,stengca01,1935,BRO,NL,1.0,154.0,70.0,83.0,37.0,N
1180,mckecbi01,1935,BSN,NL,1.0,153.0,39.0,115.0,64.0,N
1181,grimmch01,1935,CHN,NL,1.0,154.0,100.0,55.0,1.0,Y
1182,dressch01,1935,CIN,NL,1.0,154.0,68.0,85.0,46.0,N
1183,terrybi01,1935,NY1,NL,1.0,156.0,91.0,62.0,19.0,Y
1184,wilsoji01,1935,PHI,NL,1.0,156.0,64.0,89.0,55.0,Y
1185,traynpi01,1935,PIT,NL,1.0,153.0,86.0,67.0,28.0,Y
1186,friscfr01,1935,SLN,NL,1.0,154.0,96.0,59.0,10.0,Y
1187,cronijo01,1936,BOS,AL,1.0,155.0,74.0,80.0,46.0,Y
1188,dykesji01,1936,CHA,AL,1.0,153.0,81.0,70.0,19.0,Y
1189,oneilst01,1936,CLE,AL,1.0,157.0,80.0,74.0,37.0,N
1190,cochrmi01,1936,DET,AL,1.0,53.0,30.0,25.0,10.0,Y
1191,bakerde01,1936,DET,AL,13.0,34.0,19.0,17.0,10.0,N
1192,cochrmi01,1936,DET,AL,26.0,67.0,37.0,32.0,10.0,Y
1193,mccarjo99,1936,NYA,AL,1.0,155.0,102.0,52.0,1.0,N
1194,mackco01,1936,PHA,AL,1.0,154.0,54.0,100.0,64.0,N
1195,hornsro01,1936,SLA,AL,1.0,155.0,58.0,95.0,55.0,Y
1196,harribu01,1936,WS1,AL,1.0,153.0,82.0,71.0,28.0,N
1197,stengca01,1936,BRO,NL,1.0,156.0,67.0,87.0,55.0,N
1198,mckecbi01,1936,BSN,NL,1.0,157.0,71.0,83.0,46.0,N
1199,grimmch01,1936,CHN,NL,1.0,154.0,87.0,67.0,19.0,Y
1200,dressch01,1936,CIN,NL,1.0,154.0,74.0,80.0,37.0,N
1201,terrybi01,1936,NY1,NL,1.0,154.0,92.0,62.0,1.0,Y
1202,wilsoji01,1936,PHI,NL,1.0,154.0,55.0,100.0,64.0,Y
1203,traynpi01,1936,PIT,NL,1.0,156.0,84.0,70.0,28.0,N
1204,friscfr01,1936,SLN,NL,1.0,155.0,87.0,67.0,10.0,Y
1205,cronijo01,1937,BOS,AL,1.0,154.0,80.0,72.0,37.0,Y
1206,dykesji01,1937,CHA,AL,1.0,154.0,86.0,68.0,19.0,Y
1207,oneilst01,1937,CLE,AL,1.0,156.0,83.0,71.0,28.0,N
1208,cochrmi01,1937,DET,AL,1.0,29.0,17.0,14.0,10.0,Y
1209,bakerde01,1937,DET,AL,13.0,54.0,35.0,21.0,10.0,N
1210,cochrmi01,1937,DET,AL,26.0,47.0,27.0,21.0,10.0,Y
1211,bakerde01,1937,DET,AL,38.0,10.0,8.0,4.0,10.0,N
1212,perkicy01,1937,DET,AL,50.0,15.0,7.0,10.0,10.0,N
1213,mccarjo99,1937,NYA,AL,1.0,157.0,102.0,53.0,1.0,N
1214,mackco01,1937,PHA,AL,1.0,120.0,40.0,80.0,55.0,N
1215,mackea01,1937,PHA,AL,13.0,34.0,16.0,18.0,55.0,N
1216,hornsro01,1937,SLA,AL,1.0,78.0,26.0,53.0,64.0,Y
1217,bottoji01,1937,SLA,AL,13.0,78.0,22.0,57.0,64.0,Y
1218,harribu01,1937,WS1,AL,1.0,158.0,73.0,80.0,46.0,N
1219,grimebu01,1937,BRO,NL,1.0,155.0,62.0,91.0,46.0,N
1220,mckecbi01,1937,BSN,NL,1.0,152.0,79.0,73.0,37.0,N
1221,grimmch01,1937,CHN,NL,1.0,154.0,93.0,61.0,10.0,N
1222,dressch01,1937,CIN,NL,1.0,130.0,52.0,78.0,64.0,N
1223,wallabo01,1937,CIN,NL,13.0,25.0,6.0,21.0,64.0,N
1224,terrybi01,1937,NY1,NL,1.0,152.0,95.0,58.0,1.0,N
1225,wilsoji01,1937,PHI,NL,1.0,155.0,61.0,92.0,55.0,Y
1226,traynpi01,1937,PIT,NL,1.0,154.0,86.0,68.0,19.0,Y
1227,friscfr01,1937,SLN,NL,1.0,157.0,81.0,73.0,28.0,Y
1228,cronijo01,1938,BOS,AL,1.0,150.0,88.0,61.0,10.0,Y
1229,dykesji01,1938,CHA,AL,1.0,149.0,65.0,83.0,46.0,Y
1230,vittos01,1938,CLE,AL,1.0,153.0,86.0,66.0,19.0,N
1231,cochrmi01,1938,DET,AL,1.0,98.0,48.0,52.0,28.0,N
1232,bakerde01,1938,DET,AL,13.0,57.0,38.0,20.0,28.0,N
1233,mccarjo99,1938,NYA,AL,1.0,157.0,99.0,54.0,1.0,N
1234,mackco01,1938,PHA,AL,1.0,154.0,54.0,99.0,64.0,N
1235,streega01,1938,SLA,AL,1.0,146.0,54.0,90.0,55.0,N
