,playerID,yearID,teamID,lgID,inseason,G,W,L,rank,plyrMgr
1849,weaveea99,1968,BAL,AL,13.0,82.0,49.0,35.0,10.0,N
1850,willidi02,1968,BOS,AL,1.0,162.0,86.0,76.0,28.0,N
1851,rignebi01,1968,CAL,AL,1.0,162.0,67.0,95.0,64.0,N
1852,stanked01,1968,CHA,AL,1.0,79.0,35.0,46.0,64.0,N
1853,mossle01,1968,CHA,AL,13.0,2.0,1.0,3.0,64.0,N
1854,lopezal01,1968,CHA,AL,26.0,11.0,7.0,6.0,64.0,N
1855,mossle01,1968,CHA,AL,38.0,34.0,13.0,23.0,64.0,N
1856,lopezal01,1968,CHA,AL,50.0,36.0,16.0,22.0,64.0,N
1857,darkal01,1968,CLE,AL,1.0,162.0,86.0,75.0,19.0,N
1858,smithma01,1968,DET,AL,1.0,164.0,103.0,60.0,1.0,N
1859,ermerca01,1968,MIN,AL,1.0,162.0,79.0,83.0,55.0,N
1860,houkra01,1968,NYA,AL,1.0,164.0,83.0,79.0,37.0,N
1861,kennebo01,1968,OAK,AL,1.0,163.0,82.0,80.0,46.0,N
1862,lemonji01,1968,WS2,AL,1.0,161.0,65.0,96.0,82.0,N
1863,harrilu01,1968,ATL,NL,1.0,163.0,81.0,81.0,37.0,N
1864,durocle01,1968,CHN,NL,1.0,163.0,84.0,78.0,19.0,N
1865,bristda99,1968,CIN,NL,1.0,163.0,83.0,79.0,28.0,N
1866,hattogr01,1968,HOU,NL,1.0,61.0,24.0,39.0,82.0,N
1867,walkeha01,1968,HOU,NL,13.0,101.0,50.0,53.0,82.0,N
1868,alstowa01,1968,LAN,NL,1.0,162.0,76.0,86.0,64.0,N
1869,hodgegi01,1968,NYN,NL,1.0,163.0,73.0,89.0,73.0,N
1870,mauchge01,1968,PHI,NL,1.0,54.0,28.0,28.0,55.0,N
1871,myattge01,1968,PHI,NL,13.0,1.0,2.0,1.0,55.0,N
1872,skinnbo01,1968,PHI,NL,26.0,107.0,49.0,60.0,55.0,N
1873,shepala99,1968,PIT,NL,1.0,163.0,80.0,82.0,46.0,N
1874,frankhe01,1968,SFN,NL,1.0,163.0,88.0,74.0,10.0,N
1875,schoere01,1968,SLN,NL,1.0,162.0,97.0,65.0,1.0,N
1876,weaveea99,1969,BAL,AL,1.0,162.0,109.0,54.0,1.0,N
1877,willidi02,1969,BOS,AL,1.0,153.0,82.0,71.0,19.0,N
1878,popowed99,1969,BOS,AL,13.0,9.0,6.0,5.0,19.0,N
1879,rignebi01,1969,CAL,AL,1.0,39.0,12.0,29.0,19.0,N
1880,phillle99,1969,CAL,AL,13.0,124.0,60.0,63.0,19.0,N
1881,lopezal01,1969,CHA,AL,1.0,17.0,9.0,10.0,37.0,N
1882,guttedo01,1969,CHA,AL,13.0,145.0,60.0,85.0,37.0,N
1883,darkal01,1969,CLE,AL,1.0,161.0,62.0,99.0,46.0,N
1884,smithma01,1969,DET,AL,1.0,162.0,90.0,72.0,10.0,N
1885,gordojo01,1969,KCA,AL,1.0,163.0,69.0,93.0,28.0,N
1886,martibi02,1969,MIN,AL,1.0,162.0,97.0,65.0,1.0,N
1887,houkra01,1969,NYA,AL,1.0,162.0,80.0,81.0,37.0,N
1888,bauerha01,1969,OAK,AL,1.0,149.0,80.0,69.0,10.0,N
1889,mcnamjo99,1969,OAK,AL,13.0,13.0,9.0,6.0,10.0,N
1890,schuljo05,1969,SE1,AL,1.0,163.0,64.0,98.0,46.0,N
1891,willite01,1969,WS2,AL,1.0,162.0,86.0,76.0,28.0,N
1892,harrilu01,1969,ATL,NL,1.0,162.0,93.0,69.0,1.0,N
1893,durocle01,1969,CHN,NL,1.0,163.0,92.0,70.0,10.0,N
1894,bristda99,1969,CIN,NL,1.0,163.0,89.0,73.0,19.0,N
1895,walkeha01,1969,HOU,NL,1.0,162.0,81.0,81.0,37.0,N
1896,alstowa01,1969,LAN,NL,1.0,162.0,85.0,77.0,28.0,N
1897,mauchge01,1969,MON,NL,1.0,162.0,53.0,110.0,46.0,N
1898,hodgegi01,1969,NYN,NL,1.0,162.0,100.0,62.0,1.0,N
1899,skinnbo01,1969,PHI,NL,1.0,108.0,45.0,64.0,37.0,N
1900,myattge01,1969,PHI,NL,13.0,54.0,20.0,36.0,37.0,N
1901,shepala99,1969,PIT,NL,1.0,157.0,84.0,73.0,19.0,N
1902,grammal01,1969,PIT,NL,13.0,5.0,5.0,2.0,19.0,N
1903,gomezpr01,1969,SDN,NL,1.0,162.0,53.0,110.0,46.0,N
1904,kingcl01,1969,SFN,NL,1.0,162.0,90.0,72.0,10.0,N
1905,schoere01,1969,SLN,NL,1.0,162.0,87.0,75.0,28.0,N
1906,weaveea99,1970,BAL,AL,1.0,162.0,108.0,55.0,1.0,N
1907,kaskoed01,1970,BOS,AL,1.0,162.0,87.0,75.0,19.0,N
1908,phillle99,1970,CAL,AL,1.0,162.0,86.0,76.0,19.0,N
1909,guttedo01,1970,CHA,AL,1.0,136.0,50.0,87.0,46.0,N
1910,adairbi99,1970,CHA,AL,13.0,10.0,5.0,7.0,46.0,N
1911,tannech01,1970,CHA,AL,26.0,16.0,4.0,14.0,46.0,N
1912,darkal01,1970,CLE,AL,1.0,162.0,76.0,86.0,37.0,N
1913,smithma01,1970,DET,AL,1.0,162.0,79.0,83.0,28.0,N
1914,metroch01,1970,KCA,AL,1.0,52.0,20.0,34.0,28.0,N
1915,lemonbo01,1970,KCA,AL,13.0,110.0,47.0,64.0,28.0,N
1916,rignebi01,1970,MIN,AL,1.0,162.0,98.0,64.0,1.0,N
1917,bristda99,1970,ML4,AL,1.0,163.0,65.0,97.0,28.0,N
1918,houkra01,1970,NYA,AL,1.0,163.0,93.0,69.0,10.0,N
1919,mcnamjo99,1970,OAK,AL,1.0,162.0,89.0,73.0,10.0,N
1920,willite01,1970,WS2,AL,1.0,162.0,70.0,92.0,46.0,N
1921,harrilu01,1970,ATL,NL,1.0,162.0,76.0,86.0,37.0,N
1922,durocle01,1970,CHN,NL,1.0,162.0,84.0,78.0,10.0,N
1923,andersp01,1970,CIN,NL,1.0,162.0,102.0,60.0,1.0,N
1924,walkeha01,1970,HOU,NL,1.0,162.0,79.0,83.0,28.0,N
1925,alstowa01,1970,LAN,NL,1.0,161.0,87.0,74.0,10.0,N
1926,mauchge01,1970,MON,NL,1.0,162.0,73.0,89.0,46.0,N
1927,hodgegi01,1970,NYN,NL,1.0,162.0,83.0,79.0,19.0,N
1928,lucchfr99,1970,PHI,NL,1.0,161.0,73.0,88.0,37.0,N
1929,murtada01,1970,PIT,NL,1.0,162.0,89.0,73.0,1.0,N
1930,gomezpr01,1970,SDN,NL,1.0,162.0,63.0,99.0,46.0,N
1931,kingcl01,1970,SFN,NL,1.0,42.0,20.0,24.0,19.0,N
1932,foxch01,1970,SFN,NL,13.0,120.0,67.0,54.0,19.0,N
1933,schoere01,1970,SLN,NL,1.0,162.0,76.0,86.0,28.0,N
1934,weaveea99,1971,BAL,AL,1.0,158.0,101.0,58.0,1.0,N
1935,kaskoed01,1971,BOS,AL,1.0,162.0,85.0,77.0,19.0,N
1936,phillle99,1971,CAL,AL,1.0,162.0,76.0,86.0,28.0,N
1937,tannech01,1971,CHA,AL,1.0,162.0,79.0,83.0,19.0,N
1938,darkal01,1971,CLE,AL,1.0,103.0,43.0,61.0,46.0,N
1939,liponjo01,1971,CLE,AL,13.0,59.0,19.0,42.0,46.0,N
1940,martibi02,1971,DET,AL,1.0,162.0,91.0,71.0,10.0,N
1941,lemonbo01,1971,KCA,AL,1.0,161.0,85.0,76.0,10.0,N
1942,rignebi01,1971,MIN,AL,1.0,160.0,74.0,86.0,37.0,N
1943,bristda99,1971,ML4,AL,1.0,161.0,69.0,92.0,46.0,N
1944,houkra01,1971,NYA,AL,1.0,162.0,82.0,80.0,28.0,N
1945,willidi02,1971,OAK,AL,1.0,161.0,101.0,60.0,1.0,N
1946,willite01,1971,WS2,AL,1.0,159.0,63.0,96.0,37.0,N
1947,harrilu01,1971,ATL,NL,1.0,162.0,82.0,80.0,19.0,N
1948,durocle01,1971,CHN,NL,1.0,162.0,83.0,79.0,28.0,N
1949,andersp01,1971,CIN,NL,1.0,162.0,79.0,83.0,37.0,N
1950,walkeha01,1971,HOU,NL,1.0,162.0,79.0,83.0,28.0,N
1951,alstowa01,1971,LAN,NL,1.0,162.0,89.0,73.0,10.0,N
1952,mauchge01,1971,MON,NL,1.0,162.0,71.0,90.0,37.0,N
1953,hodgegi01,1971,NYN,NL,1.0,162.0,83.0,79.0,19.0,N
1954,lucchfr99,1971,PHI,NL,1.0,162.0,67.0,95.0,46.0,N
1955,murtada01,1971,PIT,NL,1.0,162.0,97.0,65.0,1.0,N
1956,gomezpr01,1971,SDN,NL,1.0,161.0,61.0,100.0,46.0,N
1957,foxch01,1971,SFN,NL,1.0,162.0,90.0,72.0,1.0,N
1958,schoere01,1971,SLN,NL,1.0,163.0,90.0,72.0,10.0,N
1959,weaveea99,1972,BAL,AL,1.0,154.0,80.0,74.0,19.0,N
1960,kaskoed01,1972,BOS,AL,1.0,155.0,85.0,70.0,10.0,N
1961,ricede01,1972,CAL,AL,1.0,155.0,75.0,80.0,37.0,N
1962,tannech01,1972,CHA,AL,1.0,154.0,87.0,67.0,10.0,N
1963,asproke01,1972,CLE,AL,1.0,156.0,72.0,84.0,37.0,N
1964,martibi02,1972,DET,AL,1.0,156.0,86.0,70.0,1.0,N
1965,lemonbo01,1972,KCA,AL,1.0,154.0,76.0,78.0,28.0,N
1966,rignebi01,1972,MIN,AL,1.0,70.0,37.0,35.0,19.0,N
1967,quilifr01,1972,MIN,AL,13.0,84.0,42.0,44.0,19.0,N
1968,bristda99,1972,ML4,AL,1.0,30.0,11.0,21.0,46.0,N
1969,mcmilro01,1972,ML4,AL,13.0,2.0,2.0,2.0,46.0,N
1970,crandde01,1972,ML4,AL,26.0,124.0,55.0,70.0,46.0,N
1971,houkra01,1972,NYA,AL,1.0,155.0,79.0,76.0,28.0,N
1972,willidi02,1972,OAK,AL,1.0,155.0,93.0,62.0,1.0,N
1973,willite01,1972,TEX,AL,1.0,154.0,55.0,100.0,46.0,N
1974,harrilu01,1972,ATL,NL,1.0,105.0,48.0,58.0,28.0,N
1975,matheed01,1972,ATL,NL,13.0,50.0,24.0,28.0,28.0,N
1976,durocle01,1972,CHN,NL,1.0,91.0,47.0,45.0,10.0,N
1977,lockmwh01,1972,CHN,NL,13.0,65.0,40.0,27.0,10.0,N
1978,andersp01,1972,CIN,NL,1.0,154.0,95.0,60.0,1.0,N
1979,walkeha01,1972,HOU,NL,1.0,121.0,67.0,55.0,10.0,N
1980,parkesa01,1972,HOU,NL,13.0,1.0,2.0,1.0,10.0,N
1981,durocle01,1972,HOU,NL,26.0,31.0,17.0,16.0,10.0,N
1982,alstowa01,1972,LAN,NL,1.0,155.0,85.0,70.0,19.0,N
1983,mauchge01,1972,MON,NL,1.0,156.0,70.0,86.0,37.0,N
1984,berrayo01,1972,NYN,NL,1.0,156.0,83.0,73.0,19.0,N
1985,lucchfr99,1972,PHI,NL,1.0,76.0,27.0,51.0,46.0,N
1986,owenspa99,1972,PHI,NL,13.0,80.0,34.0,48.0,46.0,N
1987,virdobi01,1972,PIT,NL,1.0,155.0,96.0,60.0,1.0,N
1988,gomezpr01,1972,SDN,NL,1.0,11.0,5.0,8.0,46.0,N
1989,zimmedo01,1972,SDN,NL,13.0,142.0,55.0,88.0,46.0,N
1990,foxch01,1972,SFN,NL,1.0,155.0,69.0,86.0,37.0,N
1991,schoere01,1972,SLN,NL,1.0,156.0,75.0,81.0,28.0,N
1992,weaveea99,1973,BAL,AL,1.0,162.0,97.0,65.0,1.0,N
1993,kaskoed01,1973,BOS,AL,1.0,161.0,88.0,73.0,10.0,N
1994,popowed99,1973,BOS,AL,13.0,1.0,2.0,1.0,10.0,N
1995,winklbo99,1973,CAL,AL,1.0,162.0,79.0,83.0,28.0,N
1996,tannech01,1973,CHA,AL,1.0,162.0,77.0,85.0,37.0,N
1997,asproke01,1973,CLE,AL,1.0,162.0,71.0,91.0,46.0,N
1998,martibi02,1973,DET,AL,1.0,134.0,71.0,63.0,19.0,N
1999,schuljo05,1973,DET,AL,13.0,28.0,15.0,15.0,19.0,N
2000,mckeoja99,1973,KCA,AL,1.0,162.0,88.0,74.0,10.0,N
2001,quilifr01,1973,MIN,AL,1.0,162.0,81.0,81.0,19.0,N
2002,crandde01,1973,ML4,AL,1.0,162.0,74.0,88.0,37.0,N
2003,houkra01,1973,NYA,AL,1.0,162.0,80.0,82.0,28.0,N
2004,willidi02,1973,OAK,AL,1.0,162.0,94.0,68.0,1.0,N
2005,herzowh01,1973,TEX,AL,1.0,138.0,48.0,91.0,46.0,N
2006,wilbede01,1973,TEX,AL,13.0,1.0,2.0,1.0,46.0,N
2007,martibi02,1973,TEX,AL,26.0,23.0,10.0,15.0,46.0,N
2008,matheed01,1973,ATL,NL,1.0,162.0,76.0,85.0,37.0,N
2009,lockmwh01,1973,CHN,NL,1.0,161.0,77.0,84.0,37.0,N
2010,andersp01,1973,CIN,NL,1.0,162.0,99.0,63.0,1.0,N
2011,durocle01,1973,HOU,NL,1.0,162.0,82.0,80.0,28.0,N
2012,alstowa01,1973,LAN,NL,1.0,162.0,95.0,66.0,10.0,N
2013,mauchge01,1973,MON,NL,1.0,162.0,79.0,83.0,28.0,N
2014,berrayo01,1973,NYN,NL,1.0,161.0,82.0,79.0,1.0,N
2015,ozarkda99,1973,PHI,NL,1.0,162.0,71.0,91.0,46.0,N
2016,virdobi01,1973,PIT,NL,1.0,136.0,67.0,69.0,19.0,N
2017,murtada01,1973,PIT,NL,13.0,26.0,14.0,14.0,19.0,N
2018,zimmedo01,1973,SDN,NL,1.0,162.0,60.0,102.0,46.0,N
2019,foxch01,1973,SFN,NL,1.0,162.0,88.0,74.0,19.0,N
2020,schoere01,1973,SLN,NL,1.0,162.0,81.0,81.0,10.0,N
2021,weaveea99,1974,BAL,AL,1.0,162.0,91.0,71.0,1.0,N
2022,johnsda01,1974,BOS,AL,1.0,162.0,84.0,78.0,19.0,N
2023,winklbo99,1974,CAL,AL,1.0,75.0,31.0,45.0,46.0,N
2024,herzowh01,1974,CAL,AL,13.0,4.0,3.0,3.0,46.0,N
2025,willidi02,1974,CAL,AL,26.0,84.0,37.0,49.0,46.0,N
2026,tannech01,1974,CHA,AL,1.0,163.0,80.0,80.0,28.0,N
2027,asproke01,1974,CLE,AL,1.0,162.0,77.0,85.0,28.0,N
2028,houkra01,1974,DET,AL,1.0,162.0,72.0,90.0,46.0,N
2029,mckeoja99,1974,KCA,AL,1.0,162.0,77.0,85.0,37.0,N
2030,quilifr01,1974,MIN,AL,1.0,163.0,82.0,80.0,19.0,N
2031,crandde01,1974,ML4,AL,1.0,162.0,76.0,86.0,37.0,N
2032,virdobi01,1974,NYA,AL,1.0,162.0,89.0,73.0,10.0,N
2033,darkal01,1974,OAK,AL,1.0,162.0,90.0,72.0,1.0,N
2034,martibi02,1974,TEX,AL,1.0,161.0,84.0,76.0,10.0,N
2035,matheed01,1974,ATL,NL,1.0,99.0,51.0,50.0,19.0,N
2036,kingcl01,1974,ATL,NL,13.0,64.0,39.0,26.0,19.0,N
2037,lockmwh01,1974,CHN,NL,1.0,93.0,42.0,53.0,46.0,N
2038,marshji01,1974,CHN,NL,13.0,69.0,26.0,45.0,46.0,N
2039,andersp01,1974,CIN,NL,1.0,163.0,98.0,64.0,10.0,N
2040,gomezpr01,1974,HOU,NL,1.0,162.0,81.0,81.0,28.0,N
2041,alstowa01,1974,LAN,NL,1.0,162.0,102.0,60.0,1.0,N
2042,mauchge01,1974,MON,NL,1.0,161.0,79.0,82.0,28.0,N
2043,berrayo01,1974,NYN,NL,1.0,162.0,71.0,91.0,37.0,N
2044,ozarkda99,1974,PHI,NL,1.0,162.0,80.0,82.0,19.0,N
2045,murtada01,1974,PIT,NL,1.0,162.0,88.0,74.0,1.0,N
2046,mcnamjo99,1974,SDN,NL,1.0,162.0,60.0,102.0,46.0,N
2047,foxch01,1974,SFN,NL,1.0,76.0,35.0,43.0,37.0,N
2048,westrwe01,1974,SFN,NL,13.0,86.0,39.0,49.0,37.0,N
2049,schoere01,1974,SLN,NL,1.0,161.0,86.0,75.0,10.0,N
2050,weaveea99,1975,BAL,AL,1.0,159.0,90.0,69.0,10.0,N
2051,johnsda01,1975,BOS,AL,1.0,160.0,95.0,65.0,1.0,N
2052,willidi02,1975,CAL,AL,1.0,161.0,72.0,89.0,46.0,N
2053,tannech01,1975,CHA,AL,1.0,161.0,75.0,86.0,37.0,N
2054,robinfr02,1975,CLE,AL,1.0,159.0,79.0,80.0,28.0,Y
2055,houkra01,1975,DET,AL,1.0,159.0,58.0,102.0,46.0,N
2056,mckeoja99,1975,KCA,AL,1.0,96.0,51.0,47.0,10.0,N
2057,herzowh01,1975,KCA,AL,13.0,66.0,42.0,26.0,10.0,N
2058,quilifr01,1975,MIN,AL,1.0,159.0,76.0,83.0,28.0,N
2059,crandde01,1975,ML4,AL,1.0,161.0,67.0,94.0,37.0,N
2060,kuennha01,1975,ML4,AL,13.0,1.0,2.0,1.0,37.0,N
2061,virdobi01,1975,NYA,AL,1.0,104.0,54.0,52.0,19.0,N
2062,martibi02,1975,NYA,AL,13.0,56.0,31.0,27.0,19.0,N
2063,darkal01,1975,OAK,AL,1.0,162.0,98.0,64.0,1.0,N
2064,martibi02,1975,TEX,AL,1.0,95.0,45.0,52.0,19.0,N
2065,lucchfr99,1975,TEX,AL,13.0,67.0,36.0,33.0,19.0,N
2066,kingcl01,1975,ATL,NL,1.0,134.0,58.0,76.0,37.0,N
2067,ryanco01,1975,ATL,NL,13.0,27.0,10.0,19.0,37.0,N
2068,marshji01,1975,CHN,NL,1.0,162.0,75.0,87.0,46.0,N
2069,andersp01,1975,CIN,NL,1.0,162.0,108.0,55.0,1.0,N
2070,gomezpr01,1975,HOU,NL,1.0,127.0,48.0,80.0,46.0,N
2071,virdobi01,1975,HOU,NL,13.0,35.0,18.0,18.0,46.0,N
2072,alstowa01,1975,LAN,NL,1.0,162.0,88.0,74.0,10.0,N
2073,mauchge01,1975,MON,NL,1.0,162.0,75.0,87.0,37.0,N
2074,berrayo01,1975,NYN,NL,1.0,109.0,57.0,54.0,19.0,N
2075,mcmilro01,1975,NYN,NL,13.0,53.0,27.0,28.0,19.0,N
2076,ozarkda99,1975,PHI,NL,1.0,162.0,86.0,76.0,10.0,N
2077,murtada01,1975,PIT,NL,1.0,161.0,92.0,69.0,1.0,N
2078,mcnamjo99,1975,SDN,NL,1.0,162.0,71.0,91.0,28.0,N
2079,westrwe01,1975,SFN,NL,1.0,161.0,80.0,81.0,19.0,N
2080,schoere01,1975,SLN,NL,1.0,163.0,82.0,80.0,28.0,N
2081,weaveea99,1976,BAL,AL,1.0,162.0,88.0,74.0,10.0,N
2082,johnsda01,1976,BOS,AL,1.0,86.0,42.0,46.0,19.0,N
2083,zimmedo01,1976,BOS,AL,13.0,76.0,43.0,35.0,19.0,N
2084,willidi02,1976,CAL,AL,1.0,96.0,40.0,58.0,28.0,N
2085,sherrno01,1976,CAL,AL,13.0,66.0,38.0,30.0,28.0,N
2086,richapa01,1976,CHA,AL,1.0,161.0,64.0,97.0,46.0,N
2087,robinfr02,1976,CLE,AL,1.0,159.0,81.0,78.0,28.0,Y
2088,houkra01,1976,DET,AL,1.0,161.0,74.0,87.0,37.0,N
2089,herzowh01,1976,KCA,AL,1.0,162.0,90.0,72.0,1.0,N
2090,mauchge01,1976,MIN,AL,1.0,162.0,85.0,77.0,19.0,N
2091,grammal01,1976,ML4,AL,1.0,161.0,66.0,95.0,46.0,N
2092,martibi02,1976,NYA,AL,1.0,159.0,97.0,62.0,1.0,N
2093,tannech01,1976,OAK,AL,1.0,161.0,87.0,74.0,10.0,N
2094,lucchfr99,1976,TEX,AL,1.0,162.0,76.0,86.0,28.0,N
2095,bristda99,1976,ATL,NL,1.0,162.0,70.0,92.0,46.0,N
2096,marshji01,1976,CHN,NL,1.0,162.0,75.0,87.0,28.0,N
2097,andersp01,1976,CIN,NL,1.0,162.0,102.0,60.0,1.0,N
2098,virdobi01,1976,HOU,NL,1.0,162.0,80.0,82.0,19.0,N
2099,alstowa01,1976,LAN,NL,1.0,158.0,90.0,68.0,10.0,N
2100,lasorto01,1976,LAN,NL,13.0,4.0,3.0,3.0,10.0,N
2101,kuehlka99,1976,MON,NL,1.0,128.0,44.0,85.0,46.0,N
2102,foxch01,1976,MON,NL,13.0,34.0,13.0,23.0,46.0,N
2103,frazijo01,1976,NYN,NL,1.0,162.0,86.0,76.0,19.0,N
2104,ozarkda99,1976,PHI,NL,1.0,162.0,101.0,61.0,1.0,N
2105,murtada01,1976,PIT,NL,1.0,162.0,92.0,70.0,10.0,N
2106,mcnamjo99,1976,SDN,NL,1.0,162.0,73.0,89.0,37.0,N
2107,rignebi01,1976,SFN,NL,1.0,162.0,74.0,88.0,28.0,N
2108,schoere01,1976,SLN,NL,1.0,162.0,72.0,90.0,37.0,N
2109,weaveea99,1977,BAL,AL,1.0,161.0,97.0,64.0,10.0,N
2110,zimmedo01,1977,BOS,AL,1.0,161.0,97.0,64.0,19.0,N
2111,sherrno01,1977,CAL,AL,1.0,81.0,40.0,43.0,37.0,N
2112,garcida99,1977,CAL,AL,13.0,81.0,36.0,47.0,37.0,N
2113,lemonbo01,1977,CHA,AL,1.0,162.0,90.0,72.0,19.0,N
2114,robinfr02,1977,CLE,AL,1.0,57.0,27.0,32.0,37.0,N
2115,torboje01,1977,CLE,AL,13.0,104.0,46.0,60.0,37.0,N
2116,houkra01,1977,DET,AL,1.0,162.0,74.0,88.0,28.0,N
2117,herzowh01,1977,KCA,AL,1.0,162.0,102.0,60.0,1.0,N
2118,mauchge01,1977,MIN,AL,1.0,161.0,84.0,77.0,28.0,N
2119,grammal01,1977,ML4,AL,1.0,162.0,67.0,95.0,46.0,N
2120,martibi02,1977,NYA,AL,1.0,162.0,100.0,62.0,1.0,N
2121,mckeoja99,1977,OAK,AL,1.0,53.0,27.0,28.0,55.0,N
2122,winklbo99,1977,OAK,AL,13.0,108.0,38.0,71.0,55.0,N
2123,johnsda01,1977,SEA,AL,1.0,162.0,64.0,98.0,46.0,N
2124,lucchfr99,1977,TEX,AL,1.0,62.0,32.0,32.0,10.0,N
2125,stanked01,1977,TEX,AL,13.0,1.0,2.0,1.0,10.0,N
2126,ryanco01,1977,TEX,AL,26.0,6.0,3.0,5.0,10.0,N
2127,huntebi03,1977,TEX,AL,38.0,93.0,60.0,34.0,10.0,N
2128,hartsro01,1977,TOR,AL,1.0,161.0,55.0,107.0,55.0,N
2129,bristda99,1977,ATL,NL,1.0,29.0,9.0,22.0,46.0,N
2130,turnete99,1977,ATL,NL,13.0,1.0,1.0,2.0,46.0,N
2131,bensove01,1977,ATL,NL,26.0,1.0,2.0,1.0,46.0,N
2132,bristda99,1977,ATL,NL,38.0,131.0,53.0,79.0,46.0,N
2133,frankhe01,1977,CHN,NL,1.0,162.0,81.0,81.0,28.0,N
2134,andersp01,1977,CIN,NL,1.0,162.0,88.0,74.0,10.0,N
2135,virdobi01,1977,HOU,NL,1.0,162.0,81.0,81.0,19.0,N
2136,lasorto01,1977,LAN,NL,1.0,162.0,98.0,64.0,1.0,N
2137,willidi02,1977,MON,NL,1.0,162.0,75.0,87.0,37.0,N
2138,frazijo01,1977,NYN,NL,1.0,45.0,16.0,31.0,46.0,N
2139,torrejo01,1977,NYN,NL,13.0,117.0,50.0,68.0,46.0,Y
2140,ozarkda99,1977,PHI,NL,1.0,162.0,101.0,61.0,1.0,N
2141,tannech01,1977,PIT,NL,1.0,162.0,96.0,66.0,10.0,N
2142,mcnamjo99,1977,SDN,NL,1.0,48.0,21.0,29.0,37.0,N
2143,skinnbo01,1977,SDN,NL,13.0,1.0,2.0,1.0,37.0,N
2144,darkal01,1977,SDN,NL,26.0,113.0,49.0,65.0,37.0,N
2145,altobjo01,1977,SFN,NL,1.0,162.0,75.0,87.0,28.0,N
2146,rappve99,1977,SLN,NL,1.0,162.0,83.0,79.0,19.0,N
2147,weaveea99,1978,BAL,AL,1.0,161.0,90.0,71.0,28.0,N
2148,zimmedo01,1978,BOS,AL,1.0,163.0,99.0,64.0,10.0,N
2149,garcida99,1978,CAL,AL,1.0,45.0,26.0,21.0,10.0,N
2150,fregoji01,1978,CAL,AL,13.0,117.0,62.0,56.0,10.0,N
2151,lemonbo01,1978,CHA,AL,1.0,74.0,35.0,41.0,37.0,N
2152,dobyla01,1978,CHA,AL,13.0,87.0,38.0,51.0,37.0,N
2153,torboje01,1978,CLE,AL,1.0,159.0,69.0,90.0,46.0,N
2154,houkra01,1978,DET,AL,1.0,162.0,86.0,76.0,37.0,N
2155,herzowh01,1978,KCA,AL,1.0,162.0,92.0,70.0,1.0,N
2156,mauchge01,1978,MIN,AL,1.0,162.0,73.0,89.0,28.0,N
2157,bambege01,1978,ML4,AL,1.0,162.0,93.0,69.0,19.0,N
2158,martibi02,1978,NYA,AL,1.0,94.0,53.0,43.0,1.0,N
2159,howsedi01,1978,NYA,AL,13.0,1.0,1.0,2.0,1.0,N
2160,lemonbo01,1978,NYA,AL,26.0,68.0,49.0,21.0,1.0,N
2161,winklbo99,1978,OAK,AL,1.0,39.0,25.0,16.0,46.0,N
2162,mckeoja99,1978,OAK,AL,13.0,123.0,46.0,78.0,46.0,N
2163,johnsda01,1978,SEA,AL,1.0,160.0,57.0,104.0,55.0,N
2164,huntebi03,1978,TEX,AL,1.0,161.0,86.0,75.0,10.0,N
2165,corrapa01,1978,TEX,AL,13.0,1.0,2.0,1.0,10.0,N
2166,hartsro01,1978,TOR,AL,1.0,161.0,59.0,102.0,55.0,N
2167,coxbo01,1978,ATL,NL,1.0,162.0,69.0,93.0,46.0,N
2168,frankhe01,1978,CHN,NL,1.0,162.0,79.0,83.0,19.0,N
2169,andersp01,1978,CIN,NL,1.0,161.0,92.0,69.0,10.0,N
2170,virdobi01,1978,HOU,NL,1.0,162.0,74.0,88.0,37.0,N
2171,lasorto01,1978,LAN,NL,1.0,162.0,95.0,67.0,1.0,N
2172,willidi02,1978,MON,NL,1.0,162.0,76.0,86.0,28.0,N
2173,torrejo01,1978,NYN,NL,1.0,162.0,66.0,96.0,46.0,N
2174,ozarkda99,1978,PHI,NL,1.0,162.0,90.0,72.0,1.0,N
2175,tannech01,1978,PIT,NL,1.0,161.0,88.0,73.0,10.0,N
2176,craigro01,1978,SDN,NL,1.0,162.0,84.0,78.0,28.0,N
2177,altobjo01,1978,SFN,NL,1.0,162.0,89.0,73.0,19.0,N
2178,rappve99,1978,SLN,NL,1.0,17.0,7.0,12.0,37.0,N
2179,krolja99,1978,SLN,NL,13.0,2.0,2.0,2.0,37.0,N
2180,boyerke01,1978,SLN,NL,26.0,143.0,62.0,81.0,37.0,N
2181,weaveea99,1979,BAL,AL,1.0,159.0,102.0,58.0,1.0,N
2182,zimmedo01,1979,BOS,AL,1.0,160.0,91.0,69.0,19.0,N
2183,fregoji01,1979,CAL,AL,1.0,162.0,88.0,74.0,1.0,N
2184,kessido01,1979,CHA,AL,1.0,106.0,47.0,60.0,37.0,Y
2185,larusto01,1979,CHA,AL,13.0,54.0,28.0,28.0,37.0,N
2186,torboje01,1979,CLE,AL,1.0,95.0,44.0,53.0,46.0,N
2187,garcida99,1979,CLE,AL,13.0,66.0,39.0,29.0,46.0,N
2188,mossle01,1979,DET,AL,1.0,53.0,28.0,27.0,37.0,N
2189,tracedi01,1979,DET,AL,13.0,2.0,3.0,1.0,37.0,N
2190,andersp01,1979,DET,AL,26.0,106.0,57.0,51.0,37.0,N
2191,herzowh01,1979,KCA,AL,1.0,162.0,85.0,77.0,10.0,N
